Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Change To Netincome,Effect Of Exchange Rate
2017-09-29,122.62000274658205,123.1999969482422,121.9000015258789,122.5199966430664,111.4073257446289,1285800,TRV,1.0810480838707055,1.086468775194949,1.1266926948420262,1.0206479989635429,0.0604000849071626,-0.0037916135274969,0.0373994958508232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,122.87000274658205,123.47000122070312,121.72000122070312,123.31999969482422,112.13477325439452,1587200,TRV,1.082306048778012,1.0774636680265368,1.125120146112369,1.012478214064533,0.069827834713479,-0.0112438877348628,0.0359892676354351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,123.30999755859376,123.7300033569336,122.38999938964844,123.6999969482422,112.48029327392578,1275600,TRV,1.088843959143505,1.0683832216974316,1.113494001940037,1.0113391723313174,0.0775047868121876,-0.0215801533074704,0.0316933597194648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,123.70999908447266,124.29000091552734,123.27999877929688,123.9000015258789,112.66217803955078,836900,TRV,1.0760291103245598,1.0749352418053484,1.1219740260232762,1.0126829906128405,0.0633461197117193,-0.013548445216218,0.0320146594266121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,123.9800033569336,124.83999633789062,123.6999969482422,124.44000244140624,113.1531982421875,1135700,TRV,1.0723239416107215,1.0673622446062412,1.1153996408655906,1.0121464877707815,0.06017745383994,-0.0154382310768714,0.0174778920943314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,124.58000183105467,125.36000061035156,124.23999786376952,125.06999969482422,113.7260513305664,1151900,TRV,1.0691611554066969,1.0638345488931158,1.102751447190017,1.0081446760609294,0.0610164793457674,-0.0311086739339203,0.0021783807542534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,124.8000030517578,125.48999786376952,124.3499984741211,124.9499969482422,113.61691284179688,723700,TRV,1.0685875822153053,1.0840873849281183,1.1047811186626697,1.0143616235707735,0.0542259586445317,-0.0196280400245343,0.0062989724859727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,124.87999725341795,125.9499969482422,124.7699966430664,125.94000244140624,114.51715087890624,967500,TRV,1.0682070316892909,1.081871662556516,1.0981022508206535,1.008797349947511,0.0594096817417799,-0.0109790135874296,0.0088049381266979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,125.63999938964844,126.31999969482422,125.48999786376952,125.61000061035156,114.21707153320312,1059400,TRV,1.079054296871347,1.09543974681143,1.1041251354315709,1.0091988628593096,0.0698554340120374,-0.0057924609312762,0.0160280852385772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,126.0199966430664,126.5,125.45999908447266,125.9499969482422,114.5262222290039,1022200,TRV,1.0585155158678057,1.0963141407728014,1.0662400913026098,1.0112728774332036,0.047242638434602,-0.0023707850505512,-0.0097950096625196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
