,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Capital Surplus,22408000000.0,22240000000.0,22290000000.0,22262000000.0
Total Liab,213748000000.0,226845000000.0,236450000000.0,226782000000.0
Total Stockholder Equity,34664000000.0,33828000000.0,30690000000.0,33125000000.0
Minority Interest,120000000.0,146000000.0,121000000.0,36000000.0
Other Current Liab,17218000000.0,19623000000.0,21619000000.0,18886000000.0
Total Assets,248532000000.0,260819000000.0,267261000000.0,259943000000.0
Common Stock,41000000.0,41000000.0,41000000.0,41000000.0
Other Current Assets,2374000000.0,2624000000.0,1998000000.0,2683000000.0
Retained Earnings,22062000000.0,21502000000.0,18243000000.0,21031000000.0
Other Liab,27202000000.0,26644000000.0,26793000000.0,25212000000.0
Treasury Stock,-9847000000.0,-9955000000.0,-9884000000.0,-10209000000.0
Other Assets,24278000000.0,22994000000.0,21716000000.0,20886000000.0
Cash,9017000000.0,10957000000.0,10894000000.0,13185000000.0
Total Current Liabilities,83474000000.0,94249000000.0,97192000000.0,93159000000.0
Deferred Long Term Asset Charges,12271000000.0,11937000000.0,12423000000.0,10907000000.0
Short Long Term Debt,1835000000.0,876000000.0,535000000.0,741000000.0
Other Stockholder Equity,-8268000000.0,-8370000000.0,-8294000000.0,-8613000000.0
Property Plant Equipment,37829000000.0,37392000000.0,38168000000.0,37193000000.0
Total Current Assets,101275000000.0,113932000000.0,116744000000.0,111765000000.0
Long Term Investments,4449000000.0,4564000000.0,4778000000.0,4619000000.0
Net Tangible Assets,34664000000.0,33828000000.0,30690000000.0,33125000000.0
Short Term Investments,16026000000.0,20333000000.0,19858000000.0,16320000000.0
Net Receivables,4034000000.0,3973000000.0,3422000000.0,3338000000.0
Long Term Debt,23776000000.0,24819000000.0,22265000000.0,22654000000.0
Inventory,13593000000.0,12742000000.0,10808000000.0,10583000000.0
Accounts Payable,17579000000.0,22365000000.0,21125000000.0,20412000000.0
