Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Long Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Investments,Effect Of Exchange Rate,Other Cashflows From Investing Activities,Dividends Paid
2017-09-29,153.73751831054688,153.73751831054688,151.8045654296875,152.71041870117188,152.71041870117188,201888,MSGS,1.0401213825298286,0.9858944267752996,1.140822019918006,1.0206479989635429,0.0194733835662856,-0.1043659619471464,0.051528820926803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,152.25392150878906,155.15692138671875,151.3880157470703,153.045654296875,153.045654296875,212683,MSGS,1.0521041874376869,0.9920771684945164,1.1216385842472585,1.012478214064533,0.0396259733731538,-0.0966303872668832,0.0325077057703246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,152.9957275390625,153.53067016601562,151.20541381835938,152.0756072998047,152.0756072998047,173848,MSGS,1.036536764880734,0.9864921500955156,1.1325922519675309,1.0113391723313174,0.0251975925494165,-0.1034712249093864,0.0507916097469587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,151.7118377685547,153.245361328125,151.7118377685547,153.16690063476562,153.16690063476562,141602,MSGS,1.06594028300212,0.9798361138822624,1.130297174342241,1.0126829906128405,0.0532572923892795,-0.1086475731393039,0.0403378077455769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,152.86732482910156,154.79315185546875,151.79029846191406,152.81739807128906,152.81739807128906,264838,MSGS,1.0609569147045927,0.970361778848434,1.132555423387683,1.0121464877707815,0.0488104269338112,-0.1124386968346786,0.0346336746164237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,152.55349731445312,153.16690063476562,150.8059844970703,151.0199737548828,151.0199737548828,132910,MSGS,1.0634770585147686,0.9995749322159854,1.1532612358287584,1.0081446760609294,0.0553323824538392,-0.0953682906110507,0.0526881693929948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,151.3338165283203,151.3338165283203,149.25106811523438,149.4864501953125,149.4864501953125,137116,MSGS,1.0929478202145528,1.0162706099087615,1.1621815370494524,1.0143616235707735,0.0785861966437793,-0.0874448150438911,0.0636993908727554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,149.2225341796875,150.67759704589844,149.07275390625,149.20114135742188,149.20114135742188,231470,MSGS,1.098049548958964,1.011377733342633,1.1695669052896662,1.008797349947511,0.0892521990114529,-0.0814729428013125,0.0802695925957106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,149.88587951660156,150.74893188476562,148.34521484375,150.37803649902344,150.37803649902344,286148,MSGS,1.0891713236954188,1.002371545913695,1.1496940439921155,1.0091988628593096,0.0799724608361092,-0.0988606618290113,0.0615969937991218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,150.85592651367188,153.9300994873047,149.40084838867188,153.40940856933594,153.40940856933594,242686,MSGS,1.0461223817091163,0.9784266487657104,1.122931051511766,1.0112728774332036,0.0348495042759127,-0.1202582770576422,0.0468959505466366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
