Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Change To Netincome,Capital Expenditures,Issuance Of Stock,Other Cashflows From Financing Activities,Repurchase Of Stock
2015-09-17,128.3880157470703,128.3880157470703,128.3880157470703,128.3880157470703,128.3880157470703,421,MSGS,0.9745555551990084,0.8905555680347021,0.9256110948882208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,126.96148681640624,126.96148681640624,119.2582015991211,119.2582015991211,119.2582015991211,1262,MSGS,1.044378015522719,0.9671052728381334,0.9949760773355648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-21,118.25962829589844,118.48074340820312,118.25962829589844,118.48074340820312,118.48074340820312,561,MSGS,1.0576725933622622,0.9699596407046508,0.989705597885007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-22,116.4764633178711,116.4764633178711,115.76676177978516,115.76676177978516,115.76676177978516,701,MSGS,1.1087150921711602,0.9867841772594452,0.9969501998216528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-23,115.77032470703124,115.77032470703124,115.77032470703124,115.77032470703124,115.77032470703124,0,MSGS,1.1202020686626448,0.997905266870556,1.0057913907825944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,112.85306549072266,112.85306549072266,109.0370864868164,109.28673553466795,109.28673553466795,5748,MSGS,1.186463881183134,1.0455553871563903,1.0591959289691857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-28,106.62625122070312,107.70327758789062,106.4764633178711,106.4764633178711,106.4764633178711,1402,MSGS,1.2203911369687326,1.0838692346555978,1.0636387731428654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29,106.4764633178711,106.4764633178711,106.4764633178711,106.4764633178711,106.4764633178711,0,MSGS,1.218247555564122,1.0319533783225563,1.083735242904474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,112.83879852294922,112.83879852294922,107.70327758789062,107.70327758789062,107.70327758789062,16544,MSGS,1.182119226877546,1.023178840316319,1.0742384084193084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-01,109.84307861328124,116.39800262451172,106.3052749633789,113.75891876220705,113.75891876220705,971165,MSGS,1.114239130004683,0.9786820243224136,1.0137939369210205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-02,108.48074340820312,126.96148681640624,108.48074340820312,122.32524871826172,122.32524871826172,927703,MSGS,1.0143440433619413,0.900991273537172,0.9574927113157116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-05,123.66619110107422,126.03424072265624,120.2781753540039,123.86590576171876,123.86590576171876,423965,MSGS,0.9938385074743064,0.8858689358875617,0.9393642958896116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-06,124.55064392089844,125.8416519165039,122.5891571044922,123.8017120361328,123.8017120361328,369988,MSGS,0.9778187357343696,0.889439400088914,0.9293080432056868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-07,124.98573303222656,126.04493713378906,118.67332458496094,121.87589263916016,121.87589263916016,404757,MSGS,0.9957862888749626,0.8993386779706705,0.9491426250947054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08,123.08844757080078,124.172607421875,120.84878540039062,121.5763168334961,121.5763168334961,291616,MSGS,1.0170724640609676,0.8803168522416122,0.9647991111027996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,121.6690444946289,125.07846069335938,121.29814910888672,122.68901824951172,122.68901824951172,356248,MSGS,1.0079064889548877,0.8640195210587339,0.9286669222462772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-12,123.73038482666016,124.8145523071289,120.9629135131836,123.04564666748048,123.04564666748048,213104,MSGS,1.0056228859923513,0.8543852651306848,0.9133963328874996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-13,121.04850006103516,126.70470428466795,121.04850006103516,125.84878540039062,125.84878540039062,529255,MSGS,0.964350529473572,0.8373951486160988,0.9132283035142476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-14,125.78459167480467,126.36946868896484,123.97289276123048,124.84307861328124,124.84307861328124,185344,MSGS,0.9709764430835782,0.8380849445275295,0.9163572165056818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-15,125.74893188476562,130.44223022460938,124.43651580810548,130.30670166015625,130.30670166015625,334938,MSGS,0.9399529613175048,0.8055175894460982,0.8681372939349725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,130.89871215820312,131.59771728515625,125.0855941772461,126.3052749633789,126.3052749633789,287410,MSGS,0.9667381955453568,0.8556584880113874,0.9004404990974072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19,125.35663604736328,128.6590576171875,123.17403411865234,123.48074340820312,123.48074340820312,223198,MSGS,0.979898322309456,0.8751732791395024,0.915203324488034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-20,123.48074340820312,125.72753143310548,122.64978790283205,125.12125396728516,125.12125396728516,341808,MSGS,0.9511458397929792,0.8680310292268371,0.8948808385518126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-21,125.099853515625,125.89158630371094,123.48787689208984,124.55064392089844,124.55064392089844,218432,MSGS,0.9492612052286106,0.8646775989516022,0.9315656955772772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-22,125.53495025634766,127.21826171875,124.32952880859376,125.31383514404295,125.31383514404295,301430,MSGS,0.9528715593509582,0.8620866738690429,0.9223632560706504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-23,125.56348419189452,128.53067016601562,124.3437957763672,128.35235595703125,128.35235595703125,325825,MSGS,0.9208668877872488,0.8562378591723433,0.8888580191875601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26,128.7803192138672,130.1711883544922,126.59771728515624,129.6861572265625,129.6861572265625,311384,MSGS,0.907380971094392,0.8452866017061547,0.8938510870312099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-27,129.20826721191406,130.16404724121094,126.68331146240234,129.66476440429688,129.66476440429688,221796,MSGS,0.9120413617315724,0.8230925743523844,0.8889377844148602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-28,129.80027770996094,131.71897888183594,127.38587951660156,129.94293212890625,129.94293212890625,367885,MSGS,0.8917554609356102,0.8233615431766781,0.8921396815853564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-29,130.2710418701172,131.7047119140625,127.88873291015624,129.71469116210938,129.71469116210938,325825,MSGS,0.905641724685454,0.8257450727457135,0.8849664662270783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,130.07846069335938,130.1390838623047,124.1982879638672,127.318115234375,127.318115234375,311384,MSGS,0.9166386422688616,0.8300840612086404,0.8959103754590169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-02,127.13980102539062,128.7803192138672,124.8644790649414,126.754638671875,126.754638671875,335078,MSGS,0.9109785467471258,0.793427452440065,0.8971920281131847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-03,126.21968841552734,126.89729309082033,122.61769104003906,124.07988739013672,124.07988739013672,222357,MSGS,0.93124856618226,0.838871013371805,0.920958835234873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-04,124.63623046875,125.24250793457033,121.0627670288086,123.10270690917967,123.10270690917967,314469,MSGS,0.9262414288952968,0.8503969367074143,0.937655768544506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-05,123.10270690917967,125.32096862792967,120.1854476928711,121.05563354492188,121.05563354492188,463081,MSGS,0.9280580001114264,0.8952392020573008,0.9435541202359312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-06,120.94151306152344,121.9044189453125,119.0370864868164,121.36234283447266,121.36234283447266,409384,MSGS,0.9302380273593004,0.8908609652041324,0.9529238480298708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-09,121.0128402709961,124.71469116210938,120.53495025634766,123.65192413330078,123.65192413330078,283344,MSGS,0.9113982861431928,0.8675011669120807,0.935336874329199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-10,123.45934295654295,124.8074188232422,122.2681884765625,123.6590576171875,123.6590576171875,292317,MSGS,0.9139989906368612,0.8645670967359812,0.941800775408064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-11,123.89443969726562,125.099853515625,122.43936920166016,123.73751831054688,123.73751831054688,232311,MSGS,0.9248904524234144,0.8701291190246412,0.952732320154411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-12,122.82453918457033,124.01569366455078,120.00713348388672,121.36234283447266,121.36234283447266,295261,MSGS,0.966147478453946,0.8870995878911474,0.9816044364801988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
