,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Capital Surplus,6728000000.0,6892900000.0,6890100000.0,6684200000.0
Total Liab,15700300000.0,16168800000.0,16202700000.0,17276600000.0
Total Stockholder Equity,4804300000.0,5051600000.0,4872200000.0,4544900000.0
Minority Interest,90400000.0,94100000.0,85600000.0,
Deferred Long Term Liab,2032100000.0,2025800000.0,1981000000.0,2071100000.0
Other Current Liab,664200000.0,754000000.0,733100000.0,1178600000.0
Total Assets,22313800000.0,22194500000.0,22040500000.0,22701500000.0
Common Stock,3900000.0,3900000.0,3900000.0,3800000.0
Other Current Assets,210200000.0,324000000.0,240800000.0,1721000000.0
Retained Earnings,-1704100000.0,-1669800000.0,-1765200000.0,-1849600000.0
Other Liab,4718400000.0,4667100000.0,4574100000.0,4497600000.0
Good Will,1485900000.0,1485900000.0,1485900000.0,1485900000.0
Treasury Stock,-223500000.0,-175400000.0,-256600000.0,-293500000.0
Other Assets,2203400000.0,2196900000.0,2154700000.0,2239600000.0
Cash,77500000.0,89100000.0,116500000.0,58600000.0
Total Current Liabilities,1706900000.0,2258800000.0,2279400000.0,3446800000.0
Short Long Term Debt,50600000.0,17100000.0,70900000.0,92100000.0
Other Stockholder Equity,-123600000.0,-75500000.0,-156700000.0,-193600000.0
Property Plant Equipment,17155100000.0,16836700000.0,16659400000.0,16079000000.0
Total Current Assets,1384200000.0,1593500000.0,1659400000.0,2820800000.0
Long Term Investments,85200000.0,81500000.0,81100000.0,76200000.0
Net Tangible Assets,3318400000.0,3565700000.0,3386300000.0,3059000000.0
Net Receivables,595400000.0,848200000.0,825400000.0,545800000.0
Long Term Debt,9275000000.0,9242900000.0,9147600000.0,9332200000.0
Inventory,330900000.0,246200000.0,401100000.0,396500000.0
Accounts Payable,480400000.0,554900000.0,589000000.0,410300000.0
