,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,-15297000.0,3425000.0,-4922000.0,11335000.0
Total Cashflows From Investing Activities,-151302000.0,-123525000.0,-96932000.0,-147179000.0
Total Cash From Financing Activities,-43963000.0,-133456000.0,-70967000.0,-98875000.0
Change To Operating Activities,4956000.0,-13914000.0,20326000.0,-11914000.0
Net Income,30464000.0,126354000.0,131206000.0,-14961000.0
Change In Cash,-16323000.0,33546000.0,139943000.0,-116994000.0
Total Cash From Operating Activities,178942000.0,290527000.0,307842000.0,129060000.0
Depreciation,91549000.0,94148000.0,96497000.0,99649000.0
Dividends Paid,-43963000.0,-39887000.0,-39858000.0,-39857000.0
Change To Inventory,-1525000.0,-600000.0,-548000.0,3019000.0
Change To Account Receivables,15143000.0,16881000.0,-77985000.0,-18821000.0
Change To Netincome,92703000.0,40011000.0,-8103000.0,61493000.0
Capital Expenditures,-151322000.0,-123617000.0,-97425000.0,-147239000.0
Net Borrowings,,-88000000.0,-28000000.0,-59000000.0
Repurchase Of Stock,,-5569000.0,-3109000.0,-18000.0
