Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2020-08-13,15.93000030517578,15.994999885559082,15.140000343322754,15.710000038146973,15.710000038146973,1010400,GOCO,0.7975811395637101,0.7052832525016954,0.9127944059686536,1.000064240707307,-0.2024831011435969,-0.4235707953876211,-0.4208591498817849,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-08-14,15.75,16.908000946044922,15.710000038146973,16.81999969482422,16.81999969482422,1739500,GOCO,0.7449464899114636,0.6747919493103383,0.8590963181593655,1.005359460743004,-0.2604129708315402,-0.4537703630211338,-0.5030526417420401,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-08-17,17.100000381469727,19.270000457763672,17.100000381469727,19.190000534057617,19.190000534057617,1917100,GOCO,0.7058363574432861,0.6138613551398572,0.7389265195699032,0.999910744389532,-0.294074386946246,-0.502583949582465,-0.5910973128110756,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-08-18,19.39999961853028,19.5,18.100000381469727,19.030000686645508,19.030000686645508,890200,GOCO,0.7293746512674246,0.6316342629561137,0.7130845614917452,0.9949555639278014,-0.2655809126603767,-0.5005584896916192,-0.6199649886405774,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-08-19,19.09000015258789,19.43000030517578,18.68099975585937,19.020000457763672,19.020000457763672,979000,GOCO,0.7003154245134207,0.6114616106485807,0.7418506475859605,0.9768858377185572,-0.2765704132051366,-0.5229203724103854,-0.6352836689524579,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-08-20,18.010000228881836,18.239999771118164,16.614999771118164,17.030000686645508,17.030000686645508,2818700,GOCO,0.8191426451441292,0.6470933654398073,0.7974162875022751,0.9875636487882484,-0.1684210036441192,-0.5117799237349302,-0.5742681533678365,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-08-21,17.0,17.610000610351562,15.859999656677246,15.970000267028809,15.970000267028809,1533800,GOCO,0.8816530800425351,0.6856605902425802,0.834063836700385,0.9669804572148069,-0.0853273771722717,-0.49693575242874,-0.5274536227530455,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-08-24,16.049999237060547,16.10700035095215,14.685999870300291,15.510000228881836,15.510000228881836,2117900,GOCO,0.8658929791739913,0.7111540664217243,0.7794970969809906,0.9519424952921356,-0.0860495161181442,-0.4474640659955521,-0.5331324073917542,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-08-25,15.520000457763672,15.520000457763672,14.260000228881836,14.300000190734863,14.300000190734863,1905400,GOCO,0.9643356488056364,0.7783216759432056,0.8587412286139371,0.9667641278619096,-0.0024284790562733,-0.3841995225134523,-0.4803947032156865,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-08-26,14.489999771118164,14.579999923706056,13.880000114440918,13.960000038146973,13.960000038146973,1919200,GOCO,0.9656160104155443,0.7550143218518278,0.8495701736582175,0.9868389913626016,-0.0212229809470572,-0.3967518050223436,-0.5086748840602284,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-08-27,13.970000267028809,13.982999801635742,12.90999984741211,13.600000381469728,13.600000381469728,2839300,GOCO,0.9772058521381306,0.7389705815323497,0.7683823173640105,0.97477619582067,0.0024296563174607,-0.4142665201862143,-0.600241850093872,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-08-28,13.520000457763672,13.800000190734863,13.15999984741211,13.43000030517578,13.43000030517578,1979200,GOCO,0.9698435832135144,0.8004467427939718,0.7513030471562471,0.9723584880428094,-0.002514904829295,-0.3446221711308675,-0.6204114452555315,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-08-31,13.460000038146973,14.210000038146973,13.390000343322754,13.90999984741211,13.90999984741211,1970000,GOCO,0.9863407920584092,0.8023005010663875,0.748382455902675,0.9888494144827736,-0.0025086224243644,-0.3626337472776981,-0.6480487734393554,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-09-01,13.920000076293944,14.050000190734863,13.119999885559082,13.670000076293944,13.670000076293944,1328900,GOCO,1.0709583219908647,0.8683247856116431,0.7461594551819817,0.986478520747318,0.0844798012435465,-0.3080928788556295,-0.6461146810819691,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-09-02,13.640000343322754,14.359999656677246,13.5,14.300000190734863,14.300000190734863,1493700,GOCO,1.0496503516557287,0.8419580280602992,0.8083916269530232,0.9904882601530864,0.0591620915026424,-0.3141112186817398,-0.5741727457273503,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-09-03,14.300000190734863,14.479999542236328,13.350000381469728,13.854999542236328,13.854999542236328,1550100,GOCO,1.0104655692929938,0.9022014011544588,0.8206423862301951,1.0106128675925516,-0.0001472982995578,-0.2914151735560881,-0.5769998322702116,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-09-04,13.779999732971191,13.859999656677246,13.270000457763672,13.390000343322754,13.390000343322754,898500,GOCO,1.050037345714338,0.914861813734662,0.8700522270217733,1.0338377445022602,0.0161996012120777,-0.2772421975370958,-0.5391518160157659,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
