Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2020-09-08,13.279999732971191,13.399999618530272,12.75,13.06999969482422,13.06999969482422,1114000,GOCO,1.039785804889467,1.049732256111834,0.9257842895177254,1.0699737825781188,-0.0301879776886517,-0.1749344072813861,-0.4893640988126019,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-09-09,13.15999984741211,13.43000030517578,12.9350004196167,12.949999809265137,12.949999809265137,457300,GOCO,1.0301158570708029,1.026254838424371,0.926640940289014,1.0585994508262604,-0.0284835937554575,-0.1763048232097963,-0.4748837092675314,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-09-10,13.670000076293944,13.670000076293944,13.279999732971191,13.5,13.5,793500,GOCO,0.9637037206579138,1.0437037150065105,0.8607407322636357,1.0798213250395274,-0.1161176043816136,-0.1675415309910428,-0.5598714625845519,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-09-11,13.479999542236328,13.68000030517578,12.770000457763672,12.770000457763672,12.770000457763672,692200,GOCO,0.9913860135937046,1.0798746646457036,0.8888018774164853,1.0715698880496745,-0.0801838744559698,-0.1514759510122381,-0.4971051955276057,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-09-14,12.880000114440918,13.199999809265137,12.824999809265137,12.84000015258789,12.84000015258789,1071600,GOCO,0.970404975862533,1.061526476048663,0.8317757148175139,1.0477727369997762,-0.0773677611372432,-0.1438866125266502,-0.5020591225219143,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-09-15,13.140000343322754,13.199999809265137,12.31999969482422,12.529999732971191,12.529999732971191,776400,GOCO,0.9776536521198476,1.136472472034242,0.889864314138043,1.0501396738132378,-0.0724860216933902,-0.0794911257731776,-0.4701306278089933,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-09-16,12.56999969482422,12.770000457763672,12.399999618530272,12.529999732971191,12.529999732971191,1270800,GOCO,0.9624900779432785,1.1588188960256744,0.8970470878416265,1.041938601672908,-0.0794485237296295,-0.0457170209726975,-0.4692409967716454,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-09-17,12.40999984741211,13.989999771118164,12.220000267028809,13.545000076293944,13.545000076293944,2114400,GOCO,0.8903654744693397,1.039497958242795,0.8283499596774252,1.034780591985331,-0.1444151175159913,-0.1677398066798365,-0.5252293788867378,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-09-18,13.479999542236328,14.024999618530272,13.199999809265137,13.880000114440918,13.880000114440918,4688700,GOCO,0.8487031437928548,0.966138309571063,0.8134005669140288,1.04985344404155,-0.201150300248695,-0.2591282155507715,-0.5658087497634673,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-09-21,13.670000076293944,13.949999809265137,13.012999534606934,13.31999969482422,13.31999969482422,520700,GOCO,0.8506006143610182,1.0450450747159452,0.8776276162322817,1.0669078702205033,-0.216307255859485,-0.2150637803017838,-0.5396565800545744,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-09-22,13.359999656677246,14.0600004196167,13.05500030517578,13.949999809265137,13.949999809265137,832400,GOCO,0.830824395057711,1.0107527293373126,0.8229390465375982,1.073744026458738,-0.2429196314010271,-0.2415362292719267,-0.6035577944817764,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-09-23,14.0,14.640000343322754,13.8100004196167,14.079999923706056,14.079999923706056,885100,GOCO,0.8508522448260797,0.9495738606538222,0.8245738437206844,1.1048641288809902,-0.2540118840549105,-0.3297723893472282,-0.6460662028804214,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-09-24,13.609999656677246,13.989999771118164,13.109999656677246,13.43000030517578,13.43000030517578,590700,GOCO,0.8384214425179388,0.9910647890668453,0.8793745458862909,1.0795772912172472,-0.2411558486993084,-0.2782325863621383,-0.5971211255187843,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-09-25,13.56999969482422,13.970000267028809,13.449999809265137,13.789999961853027,13.789999961853027,357700,GOCO,0.810732439166263,0.976069621129882,0.8538795976144448,1.0516507496657936,-0.2409183104995306,-0.2837504137357483,-0.5910739016218934,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-09-28,13.93000030517578,14.0600004196167,13.380000114440918,13.479999542236328,13.479999542236328,316200,GOCO,0.791543059245816,1.0133531388196115,0.8798219628655622,1.0001758008813186,-0.2086327416355026,-0.2227269243628638,-0.5381190919053588,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-09-29,13.479999542236328,13.59000015258789,13.109999656677246,13.289999961853027,13.289999961853027,916600,GOCO,0.7848006271718245,1.1053423342775597,0.913092570633074,1.0177523484754358,-0.2329517213036113,-0.1169599459394565,-0.5210076255859138,735754000.0,,672898000.0,412961000.0,,5021000.0,1720411000.0,412880000.0,,188330000.0,386553000.0,81000.0,368789000.0,118341000.0,87333000.0,4170000.0,81000.0,12467000.0,216848000.0,-709346000.0,83488000.0,397235000.0,10243000.0,-16423000.0,-4242000.0,-1115000.0,-2267000.0,-26570000.0,-22866000.0,-34082000.0,183000.0,-27756000.0,24518000.0,-2859000.0,-1152000.0,15781000.0,-4242000.0,852407000.0
2020-09-30,13.369999885559082,13.5,12.885000228881836,13.024999618530272,13.024999618530272,546400,GOCO,0.7953934710246279,1.1163148090359565,0.9151631804530512,1.0045339769584258,-0.2091405059337979,-0.117268464566042,-0.5123298895344522,712240000.0,392490000.0,675089000.0,337679000.0,925490000.0,59171000.0,1938258000.0,32000.0,-54758000.0,132946000.0,386553000.0,-85000.0,406831000.0,294598000.0,145326000.0,4170000.0,-85000.0,15463000.0,417171000.0,-761114000.0,103043000.0,396817000.0,9181000.0,53424000.0,-4259000.0,-1116000.0,147678000.0,-52861000.0,-56420000.0,176257000.0,-166000.0,33004000.0,24777000.0,2046000.0,-703613000.0,61351000.0,-4259000.0,852407000.0
2020-10-01,13.260000228881836,13.90999984741211,13.210000038146973,13.720000267028809,13.720000267028809,1172200,GOCO,0.7631195381380399,1.0342565090529896,0.8965014541795298,1.0149206669190165,-0.2518011287809766,-0.2206876974250835,-0.5185939917794868,712240000.0,392490000.0,675089000.0,337679000.0,925490000.0,59171000.0,1938258000.0,32000.0,-54758000.0,132946000.0,386553000.0,-85000.0,406831000.0,294598000.0,145326000.0,4170000.0,-85000.0,15463000.0,417171000.0,-761114000.0,103043000.0,396817000.0,9181000.0,53424000.0,-4259000.0,-1116000.0,147678000.0,-52861000.0,-56420000.0,176257000.0,-166000.0,33004000.0,24777000.0,2046000.0,-703613000.0,61351000.0,-4259000.0,852407000.0
2020-10-02,13.710000038146973,14.989999771118164,13.609999656677246,14.640000343322754,14.640000343322754,1184800,GOCO,0.7855191072618454,0.9863387460212272,0.8073770094011832,1.0320563943288297,-0.246537287066984,-0.2794193638829778,-0.605317659690531,712240000.0,392490000.0,675089000.0,337679000.0,925490000.0,59171000.0,1938258000.0,32000.0,-54758000.0,132946000.0,386553000.0,-85000.0,406831000.0,294598000.0,145326000.0,4170000.0,-85000.0,15463000.0,417171000.0,-761114000.0,103043000.0,396817000.0,9181000.0,53424000.0,-4259000.0,-1116000.0,147678000.0,-52861000.0,-56420000.0,176257000.0,-166000.0,33004000.0,24777000.0,2046000.0,-703613000.0,61351000.0,-4259000.0,852407000.0
2020-10-05,14.920000076293944,15.300000190734863,14.779999732971191,15.010000228881836,15.010000228881836,1300800,GOCO,0.7721518971256727,1.065956013059429,0.8101265597594174,1.0169315507029275,-0.244779653577255,-0.1766769986374539,-0.5835946452006997,712240000.0,392490000.0,675089000.0,337679000.0,925490000.0,59171000.0,1938258000.0,32000.0,-54758000.0,132946000.0,386553000.0,-85000.0,406831000.0,294598000.0,145326000.0,4170000.0,-85000.0,15463000.0,417171000.0,-761114000.0,103043000.0,396817000.0,9181000.0,53424000.0,-4259000.0,-1116000.0,147678000.0,-52861000.0,-56420000.0,176257000.0,-166000.0,33004000.0,24777000.0,2046000.0,-703613000.0,61351000.0,-4259000.0,852407000.0
2020-10-06,15.0,15.177000045776367,13.90999984741211,14.0,14.0,1262800,GOCO,0.8342857360839843,1.0578571728297643,0.8742856979370117,1.0491302463111982,-0.2148445102272139,-0.1958428500324478,-0.5363775620288487,712240000.0,392490000.0,675089000.0,337679000.0,925490000.0,59171000.0,1938258000.0,32000.0,-54758000.0,132946000.0,386553000.0,-85000.0,406831000.0,294598000.0,145326000.0,4170000.0,-85000.0,15463000.0,417171000.0,-761114000.0,103043000.0,396817000.0,9181000.0,53424000.0,-4259000.0,-1116000.0,147678000.0,-52861000.0,-56420000.0,176257000.0,-166000.0,33004000.0,24777000.0,2046000.0,-703613000.0,61351000.0,-4259000.0,852407000.0
2020-10-07,14.149999618530272,14.289999961853027,13.699999809265137,14.0600004196167,14.0600004196167,544000,GOCO,0.8641535743895449,1.05334281490871,0.8605974409920818,1.0272682070512942,-0.1631146326617493,-0.1906461317115366,-0.5157937478366648,712240000.0,392490000.0,675089000.0,337679000.0,925490000.0,59171000.0,1938258000.0,32000.0,-54758000.0,132946000.0,386553000.0,-85000.0,406831000.0,294598000.0,145326000.0,4170000.0,-85000.0,15463000.0,417171000.0,-761114000.0,103043000.0,396817000.0,9181000.0,53424000.0,-4259000.0,-1116000.0,147678000.0,-52861000.0,-56420000.0,176257000.0,-166000.0,33004000.0,24777000.0,2046000.0,-703613000.0,61351000.0,-4259000.0,852407000.0
2020-10-08,14.109999656677246,14.270000457763672,13.479999542236328,13.59000015258789,13.59000015258789,570300,GOCO,0.9455482146571392,1.119941140260438,0.8852096834362703,1.0483293009850092,-0.1027810863278699,-0.100469919519049,-0.4483622124662508,712240000.0,392490000.0,675089000.0,337679000.0,925490000.0,59171000.0,1938258000.0,32000.0,-54758000.0,132946000.0,386553000.0,-85000.0,406831000.0,294598000.0,145326000.0,4170000.0,-85000.0,15463000.0,417171000.0,-761114000.0,103043000.0,396817000.0,9181000.0,53424000.0,-4259000.0,-1116000.0,147678000.0,-52861000.0,-56420000.0,176257000.0,-166000.0,33004000.0,24777000.0,2046000.0,-703613000.0,61351000.0,-4259000.0,852407000.0
2020-10-09,13.850000381469728,13.996000289916992,13.130000114440918,13.34000015258789,13.34000015258789,478900,GOCO,0.9782608726734708,1.1109444921519898,0.892803576550307,1.0518465726367494,-0.0735856999632785,-0.1155066128588784,-0.4614217783597575,712240000.0,392490000.0,675089000.0,337679000.0,925490000.0,59171000.0,1938258000.0,32000.0,-54758000.0,132946000.0,386553000.0,-85000.0,406831000.0,294598000.0,145326000.0,4170000.0,-85000.0,15463000.0,417171000.0,-761114000.0,103043000.0,396817000.0,9181000.0,53424000.0,-4259000.0,-1116000.0,147678000.0,-52861000.0,-56420000.0,176257000.0,-166000.0,33004000.0,24777000.0,2046000.0,-703613000.0,61351000.0,-4259000.0,852407000.0
2020-10-12,13.510000228881836,13.699999809265137,12.920000076293944,13.010000228881836,13.010000228881836,684500,GOCO,1.0245964403685277,1.1529592418223344,0.9046887202687822,1.0451976788667212,-0.0206012384981935,-0.0527179987906771,-0.4338639214616074,712240000.0,392490000.0,675089000.0,337679000.0,925490000.0,59171000.0,1938258000.0,32000.0,-54758000.0,132946000.0,386553000.0,-85000.0,406831000.0,294598000.0,145326000.0,4170000.0,-85000.0,15463000.0,417171000.0,-761114000.0,103043000.0,396817000.0,9181000.0,53424000.0,-4259000.0,-1116000.0,147678000.0,-52861000.0,-56420000.0,176257000.0,-166000.0,33004000.0,24777000.0,2046000.0,-703613000.0,61351000.0,-4259000.0,852407000.0
2020-10-13,12.9399995803833,13.131999969482422,12.5,12.65999984741211,12.65999984741211,851600,GOCO,0.8775671240587174,1.1745655659386702,0.9518167721935684,1.0383629693531184,-0.160795845294401,-0.0505230063476762,-0.4193039399486138,712240000.0,392490000.0,675089000.0,337679000.0,925490000.0,59171000.0,1938258000.0,32000.0,-54758000.0,132946000.0,386553000.0,-85000.0,406831000.0,294598000.0,145326000.0,4170000.0,-85000.0,15463000.0,417171000.0,-761114000.0,103043000.0,396817000.0,9181000.0,53424000.0,-4259000.0,-1116000.0,147678000.0,-52861000.0,-56420000.0,176257000.0,-166000.0,33004000.0,24777000.0,2046000.0,-703613000.0,61351000.0,-4259000.0,852407000.0
2020-10-14,12.760000228881836,12.800000190734863,12.460000038146973,12.460000038146973,12.460000038146973,592300,GOCO,0.921348275047326,1.1958266109882107,0.9831460644057748,1.0653468080457866,-0.1439985329984606,-0.0406787991928396,-0.4016016227389452,712240000.0,392490000.0,675089000.0,337679000.0,925490000.0,59171000.0,1938258000.0,32000.0,-54758000.0,132946000.0,386553000.0,-85000.0,406831000.0,294598000.0,145326000.0,4170000.0,-85000.0,15463000.0,417171000.0,-761114000.0,103043000.0,396817000.0,9181000.0,53424000.0,-4259000.0,-1116000.0,147678000.0,-52861000.0,-56420000.0,176257000.0,-166000.0,33004000.0,24777000.0,2046000.0,-703613000.0,61351000.0,-4259000.0,852407000.0
2020-10-15,12.5600004196167,12.5600004196167,12.050000190734863,12.25,12.25,795100,GOCO,0.9044897896902904,1.237551007952009,0.9983673095703124,1.0811920070010823,-0.1767022173107921,0.0151573774065985,-0.3809008498189105,712240000.0,392490000.0,675089000.0,337679000.0,925490000.0,59171000.0,1938258000.0,32000.0,-54758000.0,132946000.0,386553000.0,-85000.0,406831000.0,294598000.0,145326000.0,4170000.0,-85000.0,15463000.0,417171000.0,-761114000.0,103043000.0,396817000.0,9181000.0,53424000.0,-4259000.0,-1116000.0,147678000.0,-52861000.0,-56420000.0,176257000.0,-166000.0,33004000.0,24777000.0,2046000.0,-703613000.0,61351000.0,-4259000.0,852407000.0
2020-10-16,12.350000381469728,12.46500015258789,12.020000457763672,12.0600004196167,12.0600004196167,999700,GOCO,0.9411276937443476,1.245439463943323,1.000829127268624,1.0838882900645634,-0.1427605963202158,0.0193838378918844,-0.3818979085944491,712240000.0,392490000.0,675089000.0,337679000.0,925490000.0,59171000.0,1938258000.0,32000.0,-54758000.0,132946000.0,386553000.0,-85000.0,406831000.0,294598000.0,145326000.0,4170000.0,-85000.0,15463000.0,417171000.0,-761114000.0,103043000.0,396817000.0,9181000.0,53424000.0,-4259000.0,-1116000.0,147678000.0,-52861000.0,-56420000.0,176257000.0,-166000.0,33004000.0,24777000.0,2046000.0,-703613000.0,61351000.0,-4259000.0,852407000.0
2020-10-19,12.09000015258789,12.5600004196167,11.550000190734863,12.0600004196167,12.0600004196167,2015100,GOCO,0.9767826967742008,1.2155886681037151,1.013266985227617,1.085679938850043,-0.1088972420758425,-0.0232769814751228,-0.3893551644183246,712240000.0,392490000.0,675089000.0,337679000.0,925490000.0,59171000.0,1938258000.0,32000.0,-54758000.0,132946000.0,386553000.0,-85000.0,406831000.0,294598000.0,145326000.0,4170000.0,-85000.0,15463000.0,417171000.0,-761114000.0,103043000.0,396817000.0,9181000.0,53424000.0,-4259000.0,-1116000.0,147678000.0,-52861000.0,-56420000.0,176257000.0,-166000.0,33004000.0,24777000.0,2046000.0,-703613000.0,61351000.0,-4259000.0,852407000.0
2020-10-20,12.130000114440918,12.359999656677246,11.609999656677246,11.779999732971191,11.779999732971191,942300,GOCO,1.0203735764204425,1.2538201012368215,1.0127334953824108,1.0883390164590112,-0.0679654400385687,0.0251401818070609,-0.3677356343813605,712240000.0,392490000.0,675089000.0,337679000.0,925490000.0,59171000.0,1938258000.0,32000.0,-54758000.0,132946000.0,386553000.0,-85000.0,406831000.0,294598000.0,145326000.0,4170000.0,-85000.0,15463000.0,417171000.0,-761114000.0,103043000.0,396817000.0,9181000.0,53424000.0,-4259000.0,-1116000.0,147678000.0,-52861000.0,-56420000.0,176257000.0,-166000.0,33004000.0,24777000.0,2046000.0,-703613000.0,61351000.0,-4259000.0,852407000.0
2020-10-21,11.75,11.758999824523926,11.25,11.329999923706056,11.329999923706056,1994600,GOCO,1.0264783930057373,1.2903795219776897,1.0423654456436775,1.0914123806642604,-0.0649339876585231,0.0709623481200321,-0.3493654322784845,712240000.0,392490000.0,675089000.0,337679000.0,925490000.0,59171000.0,1938258000.0,32000.0,-54758000.0,132946000.0,386553000.0,-85000.0,406831000.0,294598000.0,145326000.0,4170000.0,-85000.0,15463000.0,417171000.0,-761114000.0,103043000.0,396817000.0,9181000.0,53424000.0,-4259000.0,-1116000.0,147678000.0,-52861000.0,-56420000.0,176257000.0,-166000.0,33004000.0,24777000.0,2046000.0,-703613000.0,61351000.0,-4259000.0,852407000.0
2020-10-22,11.31999969482422,11.699999809265137,11.199999809265137,11.59000015258789,11.59000015258789,926300,GOCO,0.950819699109586,1.270923153434758,1.0353753099235776,1.094738791139384,-0.143919092029798,0.0670481455604052,-0.328719439306292,712240000.0,392490000.0,675089000.0,337679000.0,925490000.0,59171000.0,1938258000.0,32000.0,-54758000.0,132946000.0,386553000.0,-85000.0,406831000.0,294598000.0,145326000.0,4170000.0,-85000.0,15463000.0,417171000.0,-761114000.0,103043000.0,396817000.0,9181000.0,53424000.0,-4259000.0,-1116000.0,147678000.0,-52861000.0,-56420000.0,176257000.0,-166000.0,33004000.0,24777000.0,2046000.0,-703613000.0,61351000.0,-4259000.0,852407000.0
2020-10-23,11.4399995803833,12.039999961853027,11.06999969482422,11.979999542236328,11.979999542236328,1456600,GOCO,0.9140233912914724,1.1110184414190802,0.9799666293582042,1.1082827557993673,-0.1942593645078949,-0.0741784066881805,-0.3766080420308427,712240000.0,392490000.0,675089000.0,337679000.0,925490000.0,59171000.0,1938258000.0,32000.0,-54758000.0,132946000.0,386553000.0,-85000.0,406831000.0,294598000.0,145326000.0,4170000.0,-85000.0,15463000.0,417171000.0,-761114000.0,103043000.0,396817000.0,9181000.0,53424000.0,-4259000.0,-1116000.0,147678000.0,-52861000.0,-56420000.0,176257000.0,-166000.0,33004000.0,24777000.0,2046000.0,-703613000.0,61351000.0,-4259000.0,852407000.0
2020-10-26,11.899999618530272,12.0,11.079999923706056,11.260000228881836,11.260000228881836,642000,GOCO,0.9795736686291804,1.1882770730431509,1.0426287329022546,1.131753622338089,-0.1521799537089087,-0.0414401316386932,-0.3507916333509591,712240000.0,392490000.0,675089000.0,337679000.0,925490000.0,59171000.0,1938258000.0,32000.0,-54758000.0,132946000.0,386553000.0,-85000.0,406831000.0,294598000.0,145326000.0,4170000.0,-85000.0,15463000.0,417171000.0,-761114000.0,103043000.0,396817000.0,9181000.0,53424000.0,-4259000.0,-1116000.0,147678000.0,-52861000.0,-56420000.0,176257000.0,-166000.0,33004000.0,24777000.0,2046000.0,-703613000.0,61351000.0,-4259000.0,852407000.0
2020-10-27,11.489999771118164,11.489999771118164,11.135000228881836,11.18000030517578,11.18000030517578,372100,GOCO,0.9955277111475824,1.2450804737321592,1.0733452300931157,1.148785200454681,-0.1532574893070986,-0.0058101026433312,-0.3557642525545883,712240000.0,392490000.0,675089000.0,337679000.0,925490000.0,59171000.0,1938258000.0,32000.0,-54758000.0,132946000.0,386553000.0,-85000.0,406831000.0,294598000.0,145326000.0,4170000.0,-85000.0,15463000.0,417171000.0,-761114000.0,103043000.0,396817000.0,9181000.0,53424000.0,-4259000.0,-1116000.0,147678000.0,-52861000.0,-56420000.0,176257000.0,-166000.0,33004000.0,24777000.0,2046000.0,-703613000.0,61351000.0,-4259000.0,852407000.0
2020-10-28,11.029999732971191,11.100000381469728,10.619999885559082,10.670000076293944,10.670000076293944,811100,GOCO,0.9878162967655696,1.338331736725828,1.107778782596758,1.1717206663972943,-0.1839043696317247,0.0397699042041979,-0.3514892449877884,712240000.0,392490000.0,675089000.0,337679000.0,925490000.0,59171000.0,1938258000.0,32000.0,-54758000.0,132946000.0,386553000.0,-85000.0,406831000.0,294598000.0,145326000.0,4170000.0,-85000.0,15463000.0,417171000.0,-761114000.0,103043000.0,396817000.0,9181000.0,53424000.0,-4259000.0,-1116000.0,147678000.0,-52861000.0,-56420000.0,176257000.0,-166000.0,33004000.0,24777000.0,2046000.0,-703613000.0,61351000.0,-4259000.0,852407000.0
2020-10-29,10.739999771118164,10.869999885559082,10.109999656677246,10.43000030517578,10.43000030517578,1472700,GOCO,0.9635666248013104,1.3940555643740205,1.1390220294188862,1.1675292886158797,-0.203962663814569,0.0950291681443213,-0.289632019939924,712240000.0,392490000.0,675089000.0,337679000.0,925490000.0,59171000.0,1938258000.0,32000.0,-54758000.0,132946000.0,386553000.0,-85000.0,406831000.0,294598000.0,145326000.0,4170000.0,-85000.0,15463000.0,417171000.0,-761114000.0,103043000.0,396817000.0,9181000.0,53424000.0,-4259000.0,-1116000.0,147678000.0,-52861000.0,-56420000.0,176257000.0,-166000.0,33004000.0,24777000.0,2046000.0,-703613000.0,61351000.0,-4259000.0,852407000.0
