,2021-04-30,2020-04-30,2019-04-30,2018-04-30
Change To Liabilities,111162000.0,91638000.0,74102000.0,45791000.0
Total Cashflows From Investing Activities,-1518000.0,-29187000.0,-8283000.0,8330000.0
Total Cash From Financing Activities,77258000.0,58539000.0,281788000.0,3427000.0
Change To Operating Activities,-85365000.0,-25295000.0,-36633000.0,-22494000.0
Issuance Of Stock,77258000.0,61463000.0,288066000.0,3903000.0
Net Income,-129434000.0,-167174000.0,-102303000.0,-52727000.0
Change In Cash,104319000.0,-891000.0,248671000.0,-8281000.0
Effect Of Exchange Rate,6034000.0,321000.0,-897000.0,781000.0
Total Cash From Operating Activities,22545000.0,-30564000.0,-23937000.0,-20819000.0
Depreciation,17237000.0,12859000.0,5695000.0,5066000.0
Other Cashflows From Investing Activities,2711000.0,249000.0,-2850000.0,-2850000.0
Change To Account Receivables,-24037000.0,-46753000.0,-29804000.0,-21606000.0
Change To Netincome,91991000.0,75847000.0,43632000.0,12420000.0
Capital Expenditures,-3912000.0,-5063000.0,-3447000.0,-2968000.0
Net Borrowings,,-90000.0,-106000.0,-132000.0
Repurchase Of Stock,,-2834000.0,-2834000.0,-344000.0
Other Cashflows From Financing Activities,,,-6172000.0,-6172000.0
Investments,,,,15000000.0
