Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Change To Netincome,Capital Expenditures,Net Borrowings,Repurchase Of Stock,Other Cashflows From Financing Activities,Investments
2018-10-19,67.22000122070312,67.41999816894531,64.25,64.45999908447266,64.45999908447266,201900,ESTC,0.9820043458906668,1.2562830361013817,1.3119764333846498,0.968237340120051,0.0137670057706157,0.2570570467791618,0.1988866707654868,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
2018-10-22,64.47000122070312,65.4800033569336,62.209999084472656,63.77000045776367,63.77000045776367,126800,ESTC,1.002038592867838,1.2601536778030262,1.348596509058515,0.9826563959246816,0.0193821969431564,0.2561625953532369,0.2175921868140768,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
2018-10-23,62.9900016784668,64.80000305175781,58.880001068115234,63.560001373291016,63.560001373291016,359900,ESTC,1.039490218176552,1.323945873312082,1.3297670676039843,0.9881077347865406,0.0513824833900113,0.3025358721987305,0.1957881161659296,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
2018-10-24,63.290000915527344,64.19999694824219,60.84999847412109,60.95000076293945,60.95000076293945,139000,ESTC,1.1168170441798266,1.3945857085482452,1.3850696819068251,1.035209336841041,0.0816077073387853,0.3314578674851485,0.233322015900341,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
2018-10-25,61.02999877929688,63.54999923706055,61.0,61.84999847412109,61.84999847412109,114500,ESTC,1.1021826976676257,1.4163298405055609,1.3468068731903318,1.0143747476211535,0.0878079500464721,0.3662104267927097,0.2152580031808579,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
2018-10-26,61.13999938964844,62.58000183105469,59.09999847412109,60.52000045776367,60.52000045776367,102700,ESTC,1.16672174613795,1.4648050372661,1.4115994656146205,1.053081568236106,0.1136401779018441,0.3904522678865565,0.2629557553148072,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
2018-10-29,61.40999984741211,62.560001373291016,60.0099983215332,62.43999862670898,62.43999862670898,121300,ESTC,1.1130685702845464,1.4412235721170552,1.414798178744719,1.055315029975959,0.0577535403085873,0.3568105235265568,0.2554724689689531,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
2018-10-30,62.91999816894531,68.68000030517578,61.060001373291016,67.9800033569336,67.9800033569336,308600,ESTC,1.0510443280370134,1.2994997348566684,1.223889273900076,1.039498234163286,0.0115460938737275,0.2402422034636993,0.1213921137290949,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
2018-10-31,68.4800033569336,70.30000305175781,66.0,68.0,68.0,507300,ESTC,1.2058823529411764,1.2520588145536535,1.2479411854463465,1.0407634740694096,0.1651188788717668,0.2105388746927854,0.1452243134158772,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
2018-11-01,68.06999969482422,68.87999725341797,66.4800033569336,67.19999694824219,67.19999694824219,123800,ESTC,1.0791666657205612,1.2949404850433206,1.2327380967248325,0.9864869819371144,0.0926796837834468,0.2697646661584143,0.1451395835619002,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
2018-11-02,67.5199966430664,67.5199966430664,63.25,64.5199966430664,64.5199966430664,236100,ESTC,1.1676999419990977,1.3485741888298894,1.3084315338075494,0.988961756405294,0.1787381855938036,0.3170243150031973,0.2077393811950942,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
2018-11-05,65.0,65.0,61.630001068115234,64.5,64.5,116000,ESTC,1.0716279495594114,1.373798459075218,1.2891473104787428,0.9641545570690644,0.1074733924903471,0.3314076681751907,0.1996795742321491,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
2018-11-06,64.3499984741211,67.43000030517578,64.0,67.05000305175781,67.05000305175781,138200,ESTC,1.0876957044860838,1.3179716439142697,1.2416106817435482,0.9564908430667262,0.1312048614193576,0.2772960835585212,0.1659638570623933,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
2018-11-07,67.81999969482422,76.80000305175781,67.22000122070312,72.19999694824219,72.19999694824219,612000,ESTC,1.0232687032712775,1.256094269732711,1.1632964184746324,0.938443196526784,0.0848255067444936,0.2337837405497662,0.0937493419897659,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
2018-11-08,71.98999786376953,75.9000015258789,71.23999786376953,73.01000213623047,73.01000213623047,316200,ESTC,1.0682097737546536,1.2436652567456812,1.14970551959143,0.9476590583772034,0.1205507153774502,0.2077858078225698,0.0817552397679193,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
2018-11-09,72.54000091552734,72.54000091552734,69.0,71.4000015258789,71.4000015258789,222000,ESTC,1.0831932028721143,1.2747898417071637,1.1696078480609318,0.9499672718524812,0.1332259310196332,0.2252758430410371,0.1052386404349035,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
2018-11-12,71.61000061035156,72.52999877929688,63.5,66.5,66.5,171400,ESTC,1.1532331194196428,1.3828571290898144,1.2482707088154958,0.9554368959668008,0.1977962234528418,0.3105208385125353,0.1591728515139236,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
2018-11-13,66.55000305175781,68.80000305175781,64.11000061035156,64.5199966430664,64.5199966430664,192600,ESTC,1.0430875163256872,1.4280843797835223,1.298202208527729,0.9321128663785744,0.1109746499471128,0.359178254163643,0.2177799102408399,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
2018-11-14,65.25,66.08999633789062,62.5,62.84999847412109,62.84999847412109,119400,ESTC,1.100716022032381,1.4980111982762547,1.3072395490341868,0.9389238595591888,0.1617921624731924,0.4118977556016205,0.2277260458470824,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
2018-11-15,62.5099983215332,66.66000366210938,62.5099983215332,66.29000091552734,66.29000091552734,105000,ESTC,1.0506863865431708,1.472167672199138,1.2650475102152057,0.9146569716831342,0.1360294148600366,0.3981694840258334,0.1962777387312126,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
2018-11-16,65.37000274658203,71.2300033569336,65.37000274658203,70.75,70.75,201600,ESTC,0.9207067051540416,1.374134292872129,1.1597173576220186,0.8964348880940413,0.0242718170600003,0.3068869715688997,0.1056470175744612,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
2018-11-19,70.0,71.86000061035156,66.91000366210938,67.0,67.0,481800,ESTC,0.9332835638701028,1.478656711863048,1.1853731069991835,0.8957911154576635,0.0374924484124392,0.3838398142003172,0.1051694684538382,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
2018-11-20,65.51000213623047,65.94999694824219,62.5,63.29999923706055,63.29999923706055,348100,ESTC,0.9932069461238788,1.4306476879951238,1.290047466766785,0.8879637982276005,0.1052431478962783,0.3218507493389666,0.1655117998552981,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
2018-11-21,64.37000274658203,66.27999877929688,63.34999847412109,63.900001525878906,63.900001525878906,133800,ESTC,1.0657276502026565,1.4579029958924248,1.2815336061687534,0.9212998027107722,0.1444278474918843,0.3529367096618494,0.1603449377075763,8297000.0,62542000.0,135621000.0,-153529000.0,6196000.0,100364000.0,183013000.0,33000.0,19638000.0,-214774000.0,10509000.0,19182000.0,-1330000.0,18770000.0,50941000.0,125112000.0,3946000.0,-961000.0,4536000.0,132228000.0,-181008000.0,582000.0,53233000.0,2176000.0,45791000.0,8330000.0,3427000.0,-22494000.0,3903000.0,-52727000.0,-8281000.0,781000.0,-20819000.0,5066000.0,-2850000.0,-21606000.0,12420000.0,-2968000.0,-132000.0,-344000.0,-6172000.0,15000000.0
