,2021-04-30,2021-01-29,2020-10-30,2020-07-31
Investments,20000000.0,33000000.0,22000000.0,85000000.0
Change To Liabilities,264000000.0,95000000.0,10000000.0,-187000000.0
Total Cashflows From Investing Activities,341000000.0,1000000.0,-10000000.0,-311000000.0
Total Cash From Financing Activities,-180000000.0,-122000000.0,-257000000.0,1003000000.0
Change To Operating Activities,183000000.0,-38000000.0,119000000.0,-197000000.0
Issuance Of Stock,6000000.0,43000000.0,1000000.0,48000000.0
Net Income,334000000.0,182000000.0,137000000.0,77000000.0
Change In Cash,721000000.0,278000000.0,-105000000.0,975000000.0
Repurchase Of Stock,-79000000.0,-54000000.0,-1000000.0,-33000000.0
Effect Of Exchange Rate,1000000.0,26000000.0,1000000.0,43000000.0
Total Cash From Operating Activities,559000000.0,373000000.0,161000000.0,240000000.0
Depreciation,41000000.0,45000000.0,41000000.0,39000000.0
Other Cashflows From Investing Activities,-6000000.0,-6000000.0,8000000.0,8000000.0
Dividends Paid,-106000000.0,-107000000.0,-107000000.0,-107000000.0
Change To Inventory,-8000000.0,10000000.0,20000000.0,9000000.0
Change To Account Receivables,-146000000.0,11000000.0,-194000000.0,391000000.0
Other Cashflows From Financing Activities,-1000000.0,-4000000.0,-4000000.0,-3000000.0
Change To Netincome,-110000000.0,64000000.0,65000000.0,92000000.0
Capital Expenditures,-38000000.0,-32000000.0,-40000000.0,-52000000.0
Net Borrowings,,,-150000000.0,1098000000.0
