,Unnamed: 0,2021-04-30,2021-01-29,2020-10-30,2020-07-31
0,Intangible Assets,101000000.0,110000000.0,125000000.0,140000000.0
1,Total Liab,8675000000.0,8208000000.0,8050000000.0,8132000000.0
2,Total Stockholder Equity,685000000.0,478000000.0,370000000.0,284000000.0
3,Deferred Long Term Liab,111000000.0,101000000.0,98000000.0,88000000.0
4,Other Current Liab,2084000000.0,1978000000.0,1839000000.0,1846000000.0
5,Total Assets,9360000000.0,8686000000.0,8420000000.0,8416000000.0
6,Common Stock,504000000.0,456000000.0,372000000.0,323000000.0
7,Other Current Assets,338000000.0,307000000.0,256000000.0,297000000.0
8,Retained Earnings,211000000.0,56000000.0,30000000.0,
9,Other Liab,2520000000.0,2450000000.0,2415000000.0,2436000000.0
10,Good Will,2039000000.0,2039000000.0,2039000000.0,2038000000.0
11,Treasury Stock,-30000000.0,-34000000.0,-32000000.0,-39000000.0
12,Other Assets,477000000.0,470000000.0,470000000.0,451000000.0
13,Cash,4529000000.0,3808000000.0,3529000000.0,3633000000.0
14,Total Current Liabilities,3452000000.0,3050000000.0,2920000000.0,2976000000.0
15,Deferred Long Term Asset Charges,219000000.0,224000000.0,225000000.0,208000000.0
16,Other Stockholder Equity,-30000000.0,-34000000.0,-32000000.0,-39000000.0
17,Property Plant Equipment,639000000.0,851000000.0,866000000.0,872000000.0
18,Total Current Assets,6001000000.0,5114000000.0,4821000000.0,4817000000.0
19,Long Term Investments,103000000.0,102000000.0,99000000.0,98000000.0
20,Net Tangible Assets,-1455000000.0,-1671000000.0,-1794000000.0,-1894000000.0
21,Short Term Investments,75000000.0,94000000.0,124000000.0,147000000.0
22,Net Receivables,945000000.0,799000000.0,796000000.0,604000000.0
23,Long Term Debt,2632000000.0,2632000000.0,2631000000.0,2630000000.0
24,Inventory,114000000.0,106000000.0,116000000.0,136000000.0
25,Accounts Payable,420000000.0,336000000.0,367000000.0,396000000.0
0,Investments,20000000.0,33000000.0,22000000.0,85000000.0
1,Change To Liabilities,264000000.0,95000000.0,10000000.0,-187000000.0
2,Total Cashflows From Investing Activities,341000000.0,1000000.0,-10000000.0,-311000000.0
3,Total Cash From Financing Activities,-180000000.0,-122000000.0,-257000000.0,1003000000.0
4,Change To Operating Activities,183000000.0,-38000000.0,119000000.0,-197000000.0
5,Issuance Of Stock,6000000.0,43000000.0,1000000.0,48000000.0
6,Net Income,334000000.0,182000000.0,137000000.0,77000000.0
7,Change In Cash,721000000.0,278000000.0,-105000000.0,975000000.0
8,Repurchase Of Stock,-79000000.0,-54000000.0,-1000000.0,-33000000.0
9,Effect Of Exchange Rate,1000000.0,26000000.0,1000000.0,43000000.0
10,Total Cash From Operating Activities,559000000.0,373000000.0,161000000.0,240000000.0
11,Depreciation,41000000.0,45000000.0,41000000.0,39000000.0
12,Other Cashflows From Investing Activities,-6000000.0,-6000000.0,8000000.0,8000000.0
13,Dividends Paid,-106000000.0,-107000000.0,-107000000.0,-107000000.0
14,Change To Inventory,-8000000.0,10000000.0,20000000.0,9000000.0
15,Change To Account Receivables,-146000000.0,11000000.0,-194000000.0,391000000.0
16,Other Cashflows From Financing Activities,-1000000.0,-4000000.0,-4000000.0,-3000000.0
17,Change To Netincome,-110000000.0,64000000.0,65000000.0,92000000.0
18,Capital Expenditures,-38000000.0,-32000000.0,-40000000.0,-52000000.0
19,Net Borrowings,,,-150000000.0,1098000000.0
