,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-27000000.0,-18000000.0,-3000000.0,-3000000.0
Change To Liabilities,319000000.0,-460000000.0,-129000000.0,225000000.0
Total Cashflows From Investing Activities,-418000000.0,-2284000000.0,-522000000.0,2072000000.0
Net Borrowings,191000000.0,191000000.0,723000000.0,-2744000000.0
Total Cash From Financing Activities,-835000000.0,-1831000000.0,-4597000000.0,-2886000000.0
Change To Operating Activities,7000000.0,43000000.0,-22000000.0,-100000000.0
Issuance Of Stock,72000000.0,84000000.0,39000000.0,233000000.0
Net Income,52000000.0,243000000.0,2208000000.0,2215000000.0
Change In Cash,1230000000.0,-1744000000.0,-758000000.0,1653000000.0
Repurchase Of Stock,-627000000.0,-1571000000.0,-5148000000.0,-286000000.0
Effect Of Exchange Rate,1000000.0,-2000000.0,-8000000.0,20000000.0
Total Cash From Operating Activities,2482000000.0,2373000000.0,4369000000.0,2447000000.0
Depreciation,1946000000.0,2039000000.0,1979000000.0,2129000000.0
Dividends Paid,-420000000.0,-319000000.0,-74000000.0,-74000000.0
Change To Inventory,163000000.0,128000000.0,-65000000.0,-120000000.0
Change To Account Receivables,-51000000.0,116000000.0,187000000.0,31000000.0
Other Cashflows From Financing Activities,-51000000.0,-25000000.0,-137000000.0,-89000000.0
Change To Netincome,31000000.0,245000000.0,193000000.0,-2006000000.0
Capital Expenditures,-392000000.0,-526000000.0,-611000000.0,-552000000.0
Other Cashflows From Investing Activities,,,,6000000.0
