Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Common Stock,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Investments
2020-08-17,25.280000686645508,25.81999969482422,25.04700088500977,25.14999961853028,25.14999961853028,426900,DNB,0.9833001955203016,1.073558664394836,0.8982107552774592,0.999910744389532,-0.0166105488692305,-0.0428866403274861,-0.4318130771035195,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-08-18,25.1200008392334,25.799999237060547,25.0049991607666,25.100000381469727,25.100000381469727,418300,DNB,0.988047763352599,1.1000000075989982,0.8709163457419656,0.9949555639278014,-0.0069078005752023,-0.0321927450487347,-0.4621332043903569,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-08-19,25.14999961853028,25.82999992370605,24.709999084472656,25.799999237060547,25.799999237060547,629800,DNB,0.9325581464119296,1.061627914713421,0.8817829718118999,0.9768858377185572,-0.0443276913066277,-0.0727540683455449,-0.4953513447265185,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-08-20,25.600000381469727,26.59000015258789,25.600000381469727,26.040000915527344,26.040000915527344,1253400,DNB,0.917818693480882,1.0418586100966418,0.889784917882931,0.9875636487882484,-0.0697449553073664,-0.1170146790780957,-0.4818995229871806,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-08-21,25.89999961853028,26.013999938964844,25.239999771118164,25.46999931335449,25.46999931335449,629600,DNB,0.9462112693828602,1.0490773472202095,0.9112681472395304,0.9669804572148069,-0.0207691878319467,-0.1335189954511106,-0.4502493122139001,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-08-24,25.520000457763672,25.940000534057617,25.350000381469727,25.71999931335449,25.71999931335449,652700,DNB,0.953732556046722,1.0474339523045662,0.8658631824379759,0.9519424952921356,0.0017900607545864,-0.1111841801127102,-0.4467663219347688,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-08-25,25.559999465942383,25.799999237060547,25.39999961853028,25.440000534057617,25.440000534057617,432800,DNB,0.9650156730222712,1.048742128344617,0.874606899878519,0.9667641278619096,-0.0017484548396384,-0.1137790701120409,-0.4645290319511046,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-08-26,25.57999992370605,25.81999969482422,25.075000762939453,25.280000686645508,25.280000686645508,271200,DNB,0.9992088426732428,1.0605221019675493,0.8686708262659706,0.9868389913626016,0.0123698513106412,-0.0912440249066222,-0.4895742314524753,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-08-27,25.26000022888184,25.645000457763672,25.25,25.450000762939453,25.450000762939453,358900,DNB,0.99174848779859,1.0620825098758686,0.8789783956238154,0.97477619582067,0.0169722919779201,-0.0911545918426954,-0.4896457718340671,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-08-28,25.450000762939453,25.520000457763672,24.920000076293945,25.299999237060547,25.299999237060547,373400,DNB,1.0142292735655192,1.0640316556555602,0.8699605095892899,0.9723584880428094,0.0418707855227097,-0.0810372582692791,-0.5017539828224886,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-08-31,25.200000762939453,25.625,25.040000915527344,25.36000061035156,25.36000061035156,702500,DNB,1.0011829171362336,1.056388023294924,0.88288639001488,0.9888494144827736,0.01233350265346,-0.1085462250491615,-0.5135448393271504,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-09-01,25.25,25.809999465942383,25.100000381469727,25.6299991607666,25.6299991607666,852300,DNB,0.9964885584008516,1.055403828435064,0.8849005481004243,0.986478520747318,0.0100100376535334,-0.1210138360322086,-0.5073735881635265,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-09-02,25.61000061035156,26.13999938964844,25.45499992370605,25.940000534057617,25.940000534057617,899900,DNB,1.0169621672185891,1.0408635097964114,0.9121048327022196,0.9904882601530864,0.0264739070655027,-0.1152057369456276,-0.4704595399781539,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-09-03,25.709999084472656,25.88999938964844,24.43000030517578,24.450000762939453,24.450000762939453,567300,DNB,1.0597136621233023,1.092433466299062,0.9856850564192928,1.0106128675925516,0.0491007945307506,-0.1011831084114849,-0.4119571620811139,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-09-04,24.530000686645508,25.354999542236328,23.70499992370605,24.65999984741211,24.65999984741211,894800,DNB,1.051094900108609,1.0555555899314886,0.9931062417945722,1.0338377445022602,0.0172571556063487,-0.1365484213402692,-0.416097801242967,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-09-08,24.520000457763672,25.34000015258789,24.520000457763672,24.6200008392334,24.6200008392334,1137900,DNB,1.1425669456493202,1.0446790591642945,0.9601949059228596,1.0699737825781188,0.0725931630712013,-0.1799876042289256,-0.4549534824074677,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-09-09,24.739999771118164,25.43000030517578,24.739999771118164,25.059999465942383,25.059999465942383,825100,DNB,1.1237031303884408,1.019553063909043,0.96608138868379,1.0585994508262604,0.0651036795621804,-0.1830065977251243,-0.4354432608727554,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-09-10,25.25,25.559999465942383,24.84000015258789,25.14999961853028,25.14999961853028,744400,DNB,1.0974155387713929,1.0242544977973724,0.9761431256234432,1.0798213250395274,0.0175942137318654,-0.1869907482001809,-0.4444690692247444,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-09-11,25.3799991607666,25.75,24.88999938964844,25.100000381469727,25.100000381469727,777300,DNB,1.0876493554643525,1.0358565579622343,0.9557768687855864,1.0715698880496745,0.016079467414678,-0.1954940576957073,-0.4301302041585045,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-09-14,25.299999237060547,25.979999542236328,25.1299991607666,25.170000076293945,25.170000076293945,1305500,DNB,1.0909812872958835,1.0715136762655737,0.96106477793938,1.0477727369997762,0.0432085502961072,-0.1338994123097394,-0.3727700594000481,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-09-15,25.34000015258789,25.739999771118164,24.75,25.25,25.25,943100,DNB,1.0899010082282643,1.0803960667978418,0.9643564507512764,1.0501396738132378,0.0397613344150264,-0.1355675310095778,-0.3956384911957599,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-09-16,25.270000457763672,25.63999938964844,24.61000061035156,25.51000022888184,25.51000022888184,1851800,DNB,1.0729126065724497,1.0721285823629545,0.971775801376147,1.041938601672908,0.0309740048995417,-0.1324073346354175,-0.3945122832371248,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-09-17,25.299999237060547,25.68000030517578,24.68000030517578,24.729999542236328,24.729999542236328,1677100,DNB,1.082895316714745,1.1023049225021022,0.9850384577948396,1.034780591985331,0.048114724729414,-0.1049328424205293,-0.3685408807693234,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-09-18,24.76000022888184,25.1299991607666,24.6299991607666,24.799999237060547,24.799999237060547,10051100,DNB,1.0693548900651897,1.0870967707202288,0.964112926732738,1.04985344404155,0.0195014460236397,-0.1381697544016056,-0.4150963899447581,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-09-21,24.280000686645508,24.549999237060547,23.584999084472656,24.059999465942383,24.059999465942383,1498700,DNB,1.1159601403764232,1.109310105008027,0.9896093098275468,1.0669078702205033,0.0490522701559199,-0.1507987500097021,-0.4276748864593093,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-09-22,24.0,24.270000457763672,23.625,23.89999961853028,23.89999961853028,1652800,DNB,1.1154811829679667,1.1083682089509237,0.980753176074697,1.073744026458738,0.0417371565092286,-0.1439207496583157,-0.4457436649446775,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-09-23,23.850000381469727,24.459999084472656,23.770000457763672,24.100000381469727,24.100000381469727,1454100,DNB,1.111203330404775,1.0892116010165456,0.9734439300055298,1.1048641288809902,0.0063392015237848,-0.1901346489845048,-0.497196116595576,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-09-24,24.030000686645508,24.65999984741211,23.76799964904785,24.530000686645508,24.530000686645508,821500,DNB,1.090909069702977,1.054626992053751,0.9604565351181908,1.0795772912172472,0.0113317784857298,-0.2146703833752326,-0.5160391362868844,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-09-25,24.420000076293945,24.86000061035156,24.32999992370605,24.549999237060547,24.549999237060547,454800,DNB,1.073319804494817,1.0350305758483818,0.9441955611217852,1.0516507496657936,0.0216690548290232,-0.2247894590172485,-0.500757938114553,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-09-28,24.71999931335449,25.280000686645508,24.57999992370605,25.26000022888184,25.26000022888184,729500,DNB,1.0166270812544855,0.9857481944936825,0.9168645937275716,1.0001758008813186,0.0164512803731669,-0.2503318686887928,-0.5010764610433495,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-09-29,25.170000076293945,25.57999992370605,25.030000686645508,25.239999771118164,25.239999771118164,1417800,DNB,1.0253565529101465,0.9635499174074204,0.9227417245137148,1.0177523484754358,0.0076042044347106,-0.2587523628095959,-0.511358471705273,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-09-30,25.299999237060547,25.71999931335449,25.11000061035156,25.65999984741211,25.65999984741211,1370500,DNB,1.007014820976078,0.9364770393429682,0.8932190262115492,1.0045339769584258,0.0024808440176522,-0.2971062342590302,-0.5342740437759542,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-10-01,25.799999237060547,25.959999084472656,25.21999931335449,25.38999938964844,25.38999938964844,1030400,DNB,1.0259944806332366,0.972823999870189,0.9003545159466065,1.0149206669190165,0.0110738137142201,-0.2821202066078841,-0.5147409300124101,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
