Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Common Stock,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Investments
2020-07-27,25.239999771118164,25.46999931335449,24.39999961853028,25.290000915527344,25.290000915527344,915000,DNB,0.9996045777572236,1.0154210903728749,0.988532981216727,1.045546571033957,-0.0459419932767337,-0.0176501656052019,-0.3578317948677143,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-07-28,25.350000381469727,25.600000381469727,24.850000381469727,25.209999084472656,25.209999084472656,1156100,DNB,1.0095200986585762,1.02657675924735,1.007933390329341,1.059971727560168,-0.0504516289015917,-0.0257626514697713,-0.3594912465674325,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-07-29,25.100000381469727,25.700000762939453,25.01000022888184,25.280000686645508,25.280000686645508,471400,DNB,1.000791081877842,1.0221518770067997,1.0217562983434207,1.0491737417135036,-0.0483826598356615,-0.0019096899613209,-0.333351804299999,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-07-30,25.020000457763672,25.31999969482422,24.670000076293945,24.670000076293945,24.670000076293945,518800,DNB,1.0279692149138115,1.055938352513127,1.0044588816380775,1.0469317050835845,-0.0189624901697729,0.0063026167162514,-0.3775010275608066,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-07-31,24.71999931335449,25.59000015258789,24.636999130249023,25.5,25.5,765700,DNB,1.005098006304573,1.0501961053586473,0.9549019757439108,1.0584584032817186,-0.0533603969771456,-0.0264625409200127,-0.4322915599773094,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-08-03,25.489999771118164,25.739999771118164,24.89999961853028,25.559999465942383,25.559999465942383,1137800,DNB,1.0148670217548936,1.100547720990708,0.9021909212740344,1.0645312650354448,-0.0496642432805511,0.0283428530890665,-0.4737958996708791,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-08-04,25.549999237060547,26.65999984741211,25.13999938964844,26.540000915527344,26.540000915527344,1421100,DNB,0.921250938941561,0.9996232016376464,0.8590805746250486,1.02982774469698,-0.1085768057554189,-0.0936200958779461,-0.5134666734960581,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-08-05,26.5,27.299999237060547,26.239999771118164,27.040000915527344,27.040000915527344,1267500,DNB,0.911982211999536,0.9663460900906188,0.8687129798738046,1.0154342721529666,-0.1034520601534305,-0.1118468351121567,-0.4960158390256169,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-08-06,26.40999984741211,26.6299991607666,24.84000015258789,25.049999237060547,25.049999237060547,2399200,DNB,0.9828343947735144,1.0331337304984065,0.9485030320372144,0.9945470827091798,-0.0117126879356653,-0.0814254822593851,-0.4149358278526539,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-08-07,24.89999961853028,26.049999237060547,24.81999969482422,26.049999237060547,26.049999237060547,849000,DNB,0.9619961689016204,1.003454900392467,0.9159309523666572,1.000982312548244,-0.0389861436466235,-0.1082688997816792,-0.431472926821169,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-08-10,25.809999465942383,26.09000015258789,24.690000534057617,24.700000762939453,24.700000762939453,1315500,DNB,1.0182185765866865,1.0769230591029408,0.9587044361839006,0.9799638681285404,0.0382547084581459,-0.025807424850043,-0.3623586826780411,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-08-11,24.76000022888184,25.600000381469727,24.690000534057617,24.75,24.75,1195000,DNB,1.0141414295543325,1.0917171902126737,0.951111148102115,0.9825449744444564,0.031596455109876,0.0030235349942089,-0.3909370181059824,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-08-12,24.790000915527344,26.07999992370605,24.714000701904297,25.8700008392334,25.8700008392334,922400,DNB,0.9729416026195924,1.0591418140573288,0.9099342926896056,0.9960166142981388,-0.0230750116785465,-0.0461718856943356,-0.4202349547853613,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-08-13,25.540000915527344,26.049999237060547,24.71999931335449,24.88999938964844,24.88999938964844,584400,DNB,1.014463664892707,1.1269586149016269,0.94977902649046,1.000064240707307,0.0143994241853999,-0.0018954329876896,-0.3838745293599785,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
2020-08-14,24.770000457763672,25.89999961853028,24.722999572753903,25.36000061035156,25.36000061035156,402400,DNB,1.0059148113138867,1.101340679533548,0.895110418635939,1.005359460743004,0.0005553505708828,-0.027221632797924,-0.4670385412654666,5631200000.0,2116900000.0,6503300000.0,1519900000.0,57800000.0,47000000.0,658800000.0,9112800000.0,4600000.0,-573500000.0,1523400000.0,2840100000.0,-23500000.0,82600000.0,98600000.0,1089800000.0,12600000.0,81900000.0,-23500000.0,117300000.0,417900000.0,23700000.0,-6951400000.0,279300000.0,3818900000.0,55000000.0,,46500000.0,-6154600000.0,3367300000.0,6321800000.0,-55700000.0,3176800000.0,-560000000.0,98600000.0,-5600000.0,-63000000.0,434000000.0,-7700000.0,-96100000.0,-15200000.0,-126200000.0,39000000.0,-12500000.0,
