Unnamed: 0,2021-05-31,2020-05-31,2019-05-31,2018-05-31
Intangible Assets,2430000000.0,3738000000.0,5279000000.0,6670000000.0
Total Liab,125155000000.0,102721000000.0,86346000000.0,90978000000.0
Total Stockholder Equity,5238000000.0,12074000000.0,21785000000.0,46372000000.0
Minority Interest,714000000.0,643000000.0,578000000.0,501000000.0
Other Current Liab,12488000000.0,12488000000.0,11923000000.0,12291000000.0
Total Assets,131107000000.0,115438000000.0,108709000000.0,137851000000.0
Common Stock,26533000000.0,26486000000.0,26909000000.0,28950000000.0
Retained Earnings,-20120000000.0,-12696000000.0,-3496000000.0,19111000000.0
Other Liab,22878000000.0,16278000000.0,15818000000.0,15575000000.0
Good Will,43935000000.0,43769000000.0,43779000000.0,43755000000.0
Treasury Stock,-1175000000.0,-1716000000.0,-1628000000.0,-1689000000.0
Other Assets,19456000000.0,9518000000.0,7008000000.0,5341000000.0
Cash,30098000000.0,37239000000.0,20514000000.0,21620000000.0
Total Current Liabilities,24164000000.0,17200000000.0,18630000000.0,19124000000.0
Deferred Long Term Asset Charges,13636000000.0,3252000000.0,2696000000.0,1395000000.0
Short Long Term Debt,8250000000.0,2622000000.0,4499000000.0,4498000000.0
Other Stockholder Equity,-1175000000.0,-1716000000.0,-1628000000.0,-1689000000.0
Property Plant Equipment,9649000000.0,6244000000.0,6252000000.0,5897000000.0
Total Current Assets,55567000000.0,52140000000.0,46386000000.0,76159000000.0
Long Term Investments,70000000.0,29000000.0,5000000.0,29000000.0
Net Tangible Assets,-41127000000.0,-35433000000.0,-27273000000.0,-4053000000.0
Short Term Investments,16456000000.0,5818000000.0,17313000000.0,45641000000.0
Net Receivables,6207000000.0,6329000000.0,5910000000.0,5938000000.0
Long Term Debt,75995000000.0,69243000000.0,51898000000.0,56279000000.0
Inventory,142000000.0,211000000.0,320000000.0,398000000.0
Accounts Payable,745000000.0,637000000.0,580000000.0,529000000.0
Investments,-10922000000.0,11531000000.0,28580000000.0,-2165000000.0
Change To Liabilities,382000000.0,-718000000.0,204000000.0,-24000000.0
Total Cashflows From Investing Activities,-13098000000.0,9843000000.0,26557000000.0,-5625000000.0
Net Borrowings,12303000000.0,15388000000.0,-4500000000.0,2643000000.0
Total Cash From Financing Activities,-10378000000.0,-6132000000.0,-42056000000.0,-9982000000.0
Change To Operating Activities,622000000.0,665000000.0,261000000.0,-258000000.0
Issuance Of Stock,1786000000.0,1588000000.0,2155000000.0,2402000000.0
Net Income,13746000000.0,10135000000.0,11083000000.0,3587000000.0
Change In Cash,-7141000000.0,16725000000.0,-1106000000.0,-164000000.0
Repurchase Of Stock,-21600000000.0,-19905000000.0,-36643000000.0,-11853000000.0
Effect Of Exchange Rate,448000000.0,-125000000.0,-158000000.0,57000000.0
Total Cash From Operating Activities,15887000000.0,13139000000.0,14551000000.0,15386000000.0
Depreciation,2295000000.0,2179000000.0,2919000000.0,2785000000.0
Dividends Paid,-3063000000.0,-3070000000.0,-2932000000.0,-3140000000.0
Change To Account Receivables,141000000.0,-690000000.0,-272000000.0,267000000.0
Other Cashflows From Financing Activities,196000000.0,-133000000.0,-136000000.0,-34000000.0
Change To Netincome,-435000000.0,1223000000.0,809000000.0,879000000.0
Capital Expenditures,-2135000000.0,-1564000000.0,-1660000000.0,-1736000000.0
