Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome
2017-09-29,51.97999954223633,52.43000030517578,51.88999938964844,52.09000015258789,43.23690414428711,430500,HIW,0.9800345764778488,0.9532010592630594,0.841762897471788,1.0206479989635429,-0.0406134224856941,-0.1370593294593866,-0.2475303015194149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,52.209999084472656,52.84999847412109,52.209999084472656,52.29999923706055,43.41120147705078,695000,HIW,0.975334855420736,0.9530379914351388,0.8294163103539847,1.012478214064533,-0.037143358643797,-0.1356695643262608,-0.2597145681229491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,52.47999954223633,52.77000045776367,52.310001373291016,52.66999816894531,43.71832275390625,509600,HIW,0.9682933443718316,0.9405980334533514,0.8313320819622465,1.0113391723313174,-0.0430458279594858,-0.1493653415515506,-0.2504685602583256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,52.79999923706055,52.880001068115234,52.47999954223633,52.81999969482422,43.84282302856445,672500,HIW,0.968951111937885,0.9281890325292504,0.8337964939586101,1.0126829906128405,-0.0437318786749555,-0.1602946544923159,-0.2561628726380539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,52.88999938964844,53.34000015258789,52.72999954223633,52.81999969482422,43.84282302856445,534700,HIW,0.9729272253266364,0.9180689895435824,0.8382357534712249,1.0121464877707815,-0.039219262444145,-0.1647314861395302,-0.2596859953000342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,52.619998931884766,52.83000183105469,52.22999954223633,52.75,43.78473281860352,582300,HIW,0.9745971063534676,0.919095514381762,0.8339366809535365,1.0081446760609294,-0.0335475697074617,-0.1758477084452742,-0.2666363854822271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,52.75,53.13999938964844,52.75,52.79999923706055,43.82623291015625,317000,HIW,0.983522538155474,0.9103937370569418,0.8192450132233315,1.0143616235707735,-0.0308390854152995,-0.1933216878957108,-0.2792371329533654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,52.97999954223633,53.2400016784668,52.560001373291016,52.70000076293945,43.74323272705078,344800,HIW,0.980645112342119,0.91480031526919,0.8211863302655806,1.008797349947511,-0.0281522376053918,-0.1780503608747555,-0.2681109824283749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,52.7599983215332,53.22999954223633,52.68000030517578,52.81999969482422,43.84282302856445,585600,HIW,0.9795534429123895,0.9173049681057376,0.8177767541713822,1.0091988628593096,-0.02964541994692,-0.1839272396369687,-0.2703202960216114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,52.90999984741211,52.959999084472656,52.63999938964844,52.70000076293945,43.74323272705078,387200,HIW,0.9894386739857396,0.9088674779319416,0.8269895786405298,1.0112728774332036,-0.021834203447464,-0.189817447891411,-0.2490455223245996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,52.93000030517578,52.93000030517578,52.470001220703125,52.54999923706055,43.61872482299805,651300,HIW,0.9943744251440852,0.9181792605060508,0.8392442900524532,1.0098252549340063,-0.0154508297899212,-0.1900702378812242,-0.2376463137911638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,52.650001525878906,52.97999954223633,52.380001068115234,52.59000015258789,43.65192413330078,473800,HIW,0.9828782260735518,0.923618008772106,0.8455846279282956,1.0047827275420922,-0.0219045014685403,-0.1914437563696016,-0.2400093694319108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,52.40999984741211,53.0,52.40999984741211,52.880001068115234,43.89263916015625,340200,HIW,0.9898855329373958,0.925800560254861,0.8598406840421227,1.016827126331923,-0.0269415933945272,-0.1951952099144552,-0.2270976022726776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,52.81999969482422,53.09000015258789,52.72999954223633,52.77999877929688,43.80963134765625,343400,HIW,0.983352768338913,0.9244970931083052,0.8502668656142507,1.016900814218988,-0.0335480458800748,-0.1920866309890012,-0.2257284788104046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
