Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,77.44999694824219,77.56999969482422,76.95999908447266,77.16999816894531,65.47227478027344,2030000,EIX,1.0360244766058286,0.8148339082467545,0.8335462505631246,1.0206479989635429,0.0153764776422857,-0.2754264804756915,-0.2557469484280783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,77.44000244140625,77.7300033569336,76.81999969482422,77.0,65.32804107666016,2148400,EIX,1.0270129306524116,0.8256787567719768,0.8318125277877467,1.012478214064533,0.0145347165878786,-0.2630287989894229,-0.257318350689187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,76.98999786376953,77.12000274658203,76.55000305175781,77.01000213623047,65.33653259277344,1758400,EIX,1.026749838564467,0.8415638403090221,0.8396456475462384,1.0113391723313174,0.0154106662331496,-0.2483995346958799,-0.2421549946743337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,77.1500015258789,77.87999725341797,76.95999908447266,77.8499984741211,66.0491943359375,1429400,EIX,1.0214515085709006,0.8236659659012152,0.8438093147900014,1.0126829906128405,0.0087685179580601,-0.2648177211203512,-0.2461500518066626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,77.87999725341797,77.87999725341797,77.37999725341797,77.68000030517578,65.90496063232422,975700,EIX,1.0150620000821922,0.8166316964169434,0.8557592673091161,1.0121464877707815,0.0029155123114106,-0.2661687792661692,-0.242162481462143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,77.3499984741211,77.69000244140625,77.01000213623047,77.62000274658203,65.85408020019531,1340000,EIX,1.0229320640166757,0.8104998988603075,0.8507739445615461,1.0081446760609294,0.0147873879557463,-0.2844433239667286,-0.2497991218742175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,77.79000091552734,77.87999725341797,77.4000015258789,77.55000305175781,65.794677734375,654900,EIX,1.0341716683055344,0.7995161088331879,0.8493077909608713,1.0143616235707735,0.0198100447347608,-0.3041993161194647,-0.2491743552158256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,77.55999755859375,78.55999755859375,77.38999938964844,78.54000091552734,66.63460540771484,1545000,EIX,1.0229182025825485,0.7882814737144135,0.8321136839757493,1.008797349947511,0.0141208526350375,-0.3045692024295321,-0.2571836287182063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,78.41999816894531,79.16000366210938,78.25,78.41999816894531,66.53279113769531,1934100,EIX,1.0209130441463452,0.7943795290821053,0.8318272992204881,1.0091988628593096,0.0117141812870356,-0.306852678660601,-0.2562697509725055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,78.5199966430664,79.68000030517578,78.43000030517578,79.66000366210938,67.58485412597656,2836700,EIX,1.018076347618023,0.7846749589828146,0.8287307012646185,1.0112728774332036,0.0068034701848194,-0.314009966840538,-0.247304399700511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
