,2021-01-01,2020-01-03,2018-12-28,2017-12-29
Change To Liabilities,151000000.0,-71000000.0,-14000000.0,152000000.0
Total Cashflows From Investing Activities,-2815000000.0,65000000.0,-114000000.0,-71000000.0
Net Borrowings,1769000000.0,-80000000.0,-59000000.0,-209000000.0
Total Cash From Financing Activities,1451000000.0,-709000000.0,-707000000.0,-429000000.0
Change To Operating Activities,265000000.0,12000000.0,-29000000.0,-105000000.0
Issuance Of Stock,35000000.0,27000000.0,14000000.0,13000000.0
Net Income,628000000.0,667000000.0,581000000.0,366000000.0
Change In Cash,-30000000.0,348000000.0,-53000000.0,26000000.0
Repurchase Of Stock,-105000000.0,-458000000.0,-438000000.0,-31000000.0
Total Cash From Operating Activities,1334000000.0,992000000.0,768000000.0,526000000.0
Depreciation,282000000.0,234000000.0,257000000.0,336000000.0
Other Cashflows From Investing Activities,11000000.0,6000000.0,40000000.0,2000000.0
Dividends Paid,-196000000.0,-198000000.0,-198000000.0,-198000000.0
Change To Account Receivables,-127000000.0,116000000.0,-58000000.0,-191000000.0
Other Cashflows From Financing Activities,-52000000.0,-52000000.0,-26000000.0,-4000000.0
Change To Netincome,121000000.0,121000000.0,21000000.0,251000000.0
Capital Expenditures,-183000000.0,-121000000.0,-73000000.0,-81000000.0
Change To Inventory,,,,-76000000.0
