,2021-01-01,2020-01-03,2018-12-28,2017-12-29
Intangible Assets,1216000000.0,530000000.0,652000000.0,856000000.0
Capital Surplus,2580000000.0,2587000000.0,2966000000.0,3344000000.0
Total Liab,8640000000.0,5950000000.0,5459000000.0,5607000000.0
Total Stockholder Equity,3862000000.0,3413000000.0,3308000000.0,3370000000.0
Minority Interest,9000000.0,4000000.0,3000000.0,13000000.0
Deferred Long Term Liab,187000000.0,207000000.0,22000000.0,24000000.0
Other Current Liab,505000000.0,423000000.0,317000000.0,356000000.0
Total Assets,12511000000.0,9367000000.0,8770000000.0,8990000000.0
Other Current Assets,402000000.0,338000000.0,635000000.0,453000000.0
Retained Earnings,1328000000.0,896000000.0,372000000.0,-7000000.0
Other Liab,422000000.0,291000000.0,313000000.0,349000000.0
Good Will,6313000000.0,4912000000.0,4860000000.0,4974000000.0
Treasury Stock,-46000000.0,-70000000.0,-30000000.0,33000000.0
Other Assets,443000000.0,407000000.0,156000000.0,180000000.0
Cash,524000000.0,668000000.0,327000000.0,390000000.0
Total Current Liabilities,2907000000.0,2333000000.0,2059000000.0,2202000000.0
Deferred Long Term Asset Charges,9000000.0,,,
Short Long Term Debt,94000000.0,56000000.0,69000000.0,55000000.0
Other Stockholder Equity,-46000000.0,-70000000.0,-30000000.0,33000000.0
Property Plant Equipment,1185000000.0,687000000.0,237000000.0,232000000.0
Total Current Assets,3339000000.0,2812000000.0,2839000000.0,2674000000.0
Long Term Investments,15000000.0,19000000.0,26000000.0,74000000.0
Net Tangible Assets,-3667000000.0,-2029000000.0,-2204000000.0,-2460000000.0
Net Receivables,2137000000.0,1734000000.0,1877000000.0,1831000000.0
Long Term Debt,4742000000.0,2998000000.0,3087000000.0,3056000000.0
Inventory,276000000.0,72000000.0,,76000000.0
Accounts Payable,731000000.0,592000000.0,547000000.0,557000000.0
