Unnamed: 0,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,193638000.0,195742000.0,197847000.0,199952000.0
Capital Surplus,282467000.0,279147000.0,276330000.0,273650000.0
Total Liab,270250000.0,279579000.0,300897000.0,283594000.0
Total Stockholder Equity,1574329000.0,1520983000.0,1489387000.0,1448008000.0
Deferred Long Term Liab,1198000.0,1031000.0,1041000.0,1044000.0
Other Current Liab,16723000.0,10240000.0,45990000.0,33422000.0
Total Assets,1844579000.0,1800562000.0,1790284000.0,1731602000.0
Common Stock,533000.0,532000.0,532000.0,532000.0
Other Current Assets,8639000.0,13953000.0,13145000.0,14696000.0
Retained Earnings,1594708000.0,1507953000.0,1455907000.0,1408897000.0
Other Liab,20291000.0,19294000.0,18626000.0,18851000.0
Good Will,160766000.0,160766000.0,160766000.0,160766000.0
Treasury Stock,-303379000.0,-266649000.0,-243382000.0,-235071000.0
Other Assets,966756000.0,966596000.0,1041706000.0,966666000.0
Cash,245769000.0,166950000.0,172532000.0,132493000.0
Total Current Liabilities,118718000.0,122663000.0,150586000.0,133084000.0
Short Long Term Debt,33144000.0,33144000.0,33144000.0,33144000.0
Property Plant Equipment,189677000.0,185622000.0,167346000.0,155894000.0
Total Current Assets,333742000.0,291757000.0,222619000.0,248324000.0
Net Tangible Assets,1219925000.0,1164475000.0,1130774000.0,1087290000.0
Net Receivables,68494000.0,98042000.0,22251000.0,84086000.0
Long Term Debt,74630000.0,82916000.0,91202000.0,99488000.0
Accounts Payable,16583000.0,15337000.0,19901000.0,19222000.0
Long Term Investments,,79000.0,,
Investments,1938000.0,1854000.0,2536000.0,4263000.0
Change To Liabilities,-9158000.0,-365000.0,-1575000.0,12110000.0
Total Cashflows From Investing Activities,-5610000.0,66836000.0,-78699000.0,-1878000.0
Net Borrowings,-8286000.0,-8286000.0,-8286000.0,-8286000.0
Total Cash From Financing Activities,-44311000.0,-31449000.0,-16595000.0,-73920000.0
Change To Operating Activities,4849000.0,10162000.0,5337000.0,-226000.0
Issuance Of Stock,705000.0,104000.0,2000.0,72000.0
Net Income,86755000.0,52046000.0,47010000.0,71385000.0
Change In Cash,78819000.0,-5582000.0,40039000.0,9921000.0
Repurchase Of Stock,-36730000.0,-23267000.0,-8311000.0,-65706000.0
Total Cash From Operating Activities,128740000.0,-40969000.0,135333000.0,85719000.0
Depreciation,7498000.0,7644000.0,7416000.0,7094000.0
Other Cashflows From Investing Activities,75000000.0,75000000.0,-75000000.0,-75000000.0
Change To Account Receivables,26862000.0,-73496000.0,61835000.0,-28451000.0
Change To Netincome,3843000.0,3616000.0,2278000.0,4633000.0
Capital Expenditures,-82262000.0,-9927000.0,-6144000.0,-6085000.0
