,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,10591000.0,47779000.0,18168000.0,-28110000.0
Change To Liabilities,1012000.0,-3120000.0,-14713000.0,20951000.0
Total Cashflows From Investing Activities,-19351000.0,-405875000.0,-238235000.0,-152064000.0
Net Borrowings,-33144000.0,82567000.0,-6719000.0,-31805000.0
Total Cash From Financing Activities,-166275000.0,40090000.0,-26845000.0,-35733000.0
Change To Operating Activities,20122000.0,8047000.0,-14336000.0,311000.0
Issuance Of Stock,883000.0,3821000.0,4632000.0,7372000.0
Net Income,257196000.0,259175000.0,229011000.0,203319000.0
Change In Cash,123197000.0,-59441000.0,-65995000.0,117101000.0
Repurchase Of Stock,-134014000.0,-43913000.0,-24758000.0,-11300000.0
Total Cash From Operating Activities,308823000.0,306344000.0,199085000.0,304898000.0
Depreciation,29652000.0,26919000.0,35673000.0,54228000.0
Other Cashflows From Investing Activities,75000000.0,100000000.0,-131550000.0,-131550000.0
Change To Account Receivables,-13250000.0,766000.0,-59264000.0,-19848000.0
Change To Netincome,14370000.0,15601000.0,28339000.0,29889000.0
Capital Expenditures,-104418000.0,-192210000.0,-124853000.0,-123954000.0
Other Cashflows From Financing Activities,,-2385000.0,-2385000.0,-2385000.0
