Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome
2017-11-13,126.19000244140624,126.37000274658205,125.29000091552734,125.93000030517578,109.96380615234376,386700,BXP,1.0061939852812454,0.953978429181743,0.9611390300097632,1.0305050740272153,-0.0243110887459698,-0.1126887855845777,-0.1504935308208436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,125.72000122070312,126.41000366210938,124.18000030517578,124.77999877929688,108.95960235595705,542700,BXP,1.0371054184373365,0.9342236800157516,0.9708089169294124,1.043144349882203,-0.0060389314448665,-0.1307171024270706,-0.1428433039088384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,124.8499984741211,125.0199966430664,123.94000244140624,124.1500015258789,108.40949249267578,409300,BXP,1.0548530066155275,0.9601995123104352,0.9741848540362122,1.0570826794517585,-0.0022296728362309,-0.1077502059631618,-0.1364432453944356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,123.88999938964844,125.73999786376952,123.83999633789062,125.18000030517578,109.30890655517578,604200,BXP,1.0292378827970614,0.97239445125078,0.9882599257628965,1.0412088647392546,-0.0119709819421931,-0.0980847610868381,-0.1239547850002517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,124.55999755859376,125.48999786376952,124.54000091552734,125.04000091552734,109.18666076660156,360000,BXP,1.0224727792290769,0.9771850439449516,0.9864499514160614,1.0392013474275237,-0.0167285681984468,-0.0981360037340137,-0.1134894205016143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,125.25,125.38999938964844,124.41999816894533,124.56999969482422,108.77622985839844,473500,BXP,1.0190256116106602,0.9653630456577365,0.9879764486357304,1.0381241126825425,-0.0190985010718822,-0.0923465149711222,-0.1191915031534013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,125.12000274658205,125.43000030517578,124.43000030517578,125.1999969482422,109.32636260986328,480400,BXP,1.0170927013093505,0.9553615673822587,0.9997526801992376,1.03199537924298,-0.0149026779336296,-0.0872399724211879,-0.105816785020167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,124.68000030517578,125.58999633789062,124.56999969482422,125.0,109.1517333984375,351400,BXP,1.0279199951687092,0.949886542954312,0.9896019609224632,1.0328322263084138,-0.0049122311397045,-0.0846171033640676,-0.1200220777735471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-24,125.41000366210938,125.75,125.0,125.16000366210938,109.29144287109376,134900,BXP,1.0313996853623106,0.9561492568820712,0.9923026435932362,1.032019884081241,-0.00062019871893,-0.0865617651126374,-0.124722427896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-27,125.48999786376952,126.02999877929688,124.97000122070312,125.2300033569336,109.3525619506836,351500,BXP,1.0352425117345851,0.9751400590760144,0.9898873645883968,1.0369551897736955,-0.0017126780391105,-0.0818911777143538,-0.1271801308974027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-28,125.4499969482422,125.68000030517578,124.1500015258789,124.69000244140624,108.88101959228516,400700,BXP,1.049329165420864,0.9853346444071868,0.9963678031634644,1.020376345675996,0.028952819744868,-0.0680785353461975,-0.1150314468676703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,124.7300033569336,125.4000015258789,124.18000030517578,125.0500030517578,109.19536590576172,534300,BXP,1.0402733143964469,0.9876481707715412,0.9907455429554188,1.026253639124301,0.0140196752721459,-0.0664051838836685,-0.1215387204867983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30,125.4800033569336,126.2699966430664,124.5999984741211,125.37999725341795,109.48352813720705,1001400,BXP,1.0380973120630512,0.9815977101404332,0.9861988226665434,1.0246409570196735,0.0134563550433777,-0.0678274723334151,-0.1246028792673917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,125.93000030517578,127.12999725341795,125.33999633789062,127.12999725341795,111.01166534423828,780800,BXP,1.001091163677232,0.9784542422913928,0.954536610750914,1.029880242563007,-0.0287890788857749,-0.0897860333999488,-0.1546273199174767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-04,127.08000183105467,128.32000732421875,126.8499984741211,127.83999633789062,111.63165283203124,1802200,BXP,1.0063932053671651,0.9882897396517062,0.949869065863739,1.036157586789428,-0.0297643814222627,-0.0823215583018525,-0.167541656591371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-05,128.19000244140625,128.52000427246094,125.41000366210938,125.48999786376952,109.57958221435548,549100,BXP,1.0162590689916982,1.004391827089606,0.9692714137166004,1.0465343935592823,-0.0302753245675841,-0.0670178279356004,-0.1557537953382634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-06,125.83000183105467,126.13999938964844,124.4800033569336,125.41000366210938,109.50973510742188,1411500,BXP,1.0061556425329847,1.0076800620886937,0.960116513836889,1.048372731047773,-0.0422170885147883,-0.0614592824976296,-0.1678658412441569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-07,125.02999877929688,125.37999725341795,123.8000030517578,123.9499969482422,108.23484802246094,836700,BXP,1.0119185358421685,1.0221472326127308,0.970690071545191,1.0387885930282448,-0.0268700571860762,-0.0348715802960433,-0.1439209312378156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-08,124.37000274658205,125.02999877929688,123.29000091552734,124.66000366210938,108.85482788085938,518500,BXP,0.9997784524895884,1.026415458002694,0.9850692677648022,1.0447156071702373,-0.0449371546806488,-0.0305665792885905,-0.1287565999394667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-11,124.45999908447266,125.16000366210938,124.2699966430664,125.0500030517578,109.19536590576172,511300,BXP,0.9843490861630656,1.0161334306378604,0.9912317628247564,1.0484619827112251,-0.0641128965481595,-0.0284900891967905,-0.1132194286161627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-12,125.58999633789062,126.52999877929688,124.70999908447266,126.18000030517578,110.1821060180664,499300,BXP,0.96939326561273,1.0021689141144494,1.0082840844718062,1.0415757419863072,-0.0721824763735772,-0.0466182927341436,-0.0992123874576287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-13,126.37000274658205,127.04000091552734,125.80999755859376,126.37000274658205,110.3480224609375,761200,BXP,0.9754205334020672,0.9901514401457568,1.0033213869692723,1.0495576207370112,-0.0741370873349439,-0.0587243520096324,-0.0871728245688281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-14,126.37999725341795,127.13999938964844,125.8499984741211,126.70999908447266,110.6449203491211,608300,BXP,0.9623206449723566,0.9734384208572744,0.9958327044166536,1.0539026313731312,-0.0915819864007746,-0.0572880718776007,-0.1046194598950115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-15,127.26000213623048,129.77999877929688,127.08999633789062,129.41000366210938,113.00259399414062,2158100,BXP,0.948230142627244,0.9208602167670528,0.9724726286563202,1.0520989179928428,-0.1038687753655988,-0.0798629808457185,-0.1013619329152791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-18,129.4499969482422,132.0,129.4499969482422,130.9600067138672,114.3560791015625,1882500,BXP,0.9486862260555824,0.921025386820096,0.9726400504907636,1.049480051520865,-0.1007938254652827,-0.0948681015868887,-0.0987523254226369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-19,130.8800048828125,130.8800048828125,128.3300018310547,128.83999633789062,112.50486755371094,925100,BXP,0.9696070957216342,0.943990392668286,0.9924425470414896,1.0585213557872055,-0.0889142600655715,-0.0606165756240979,-0.0851321664256644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-20,128.72000122070312,128.8300018310547,127.69000244140624,127.8499984741211,111.64038848876952,1903200,BXP,0.9699531105495012,0.9776833469225472,0.994306334705786,1.0561912314345747,-0.0862381208850735,-0.0244440333209101,-0.0861497212246801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-21,127.8499984741211,128.4199981689453,126.70999908447266,126.94000244140624,110.84576416015624,702500,BXP,0.9724673984924816,0.9832557126629252,1.0005508378682415,1.054691754118366,-0.0822243556258843,-0.0307406757454763,-0.0778396038086663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-22,127.3000030517578,127.76000213623048,126.7699966430664,127.33999633789062,111.1950454711914,382100,BXP,0.971704388682277,0.9661669304940108,1.0093370247891582,1.0628648969920689,-0.0911605083097916,-0.0249709697112644,-0.0788057895697662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-26,127.69000244140624,128.58999633789062,126.94000244140624,128.49000549316406,112.19924926757812,330900,BXP,0.9502422110976472,0.963274623321624,1.0021283569220558,1.054562443450246,-0.1043202323525989,-0.038136740670068,-0.0948278807009492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-27,128.9499969482422,129.33999633789062,128.0,129.08999633789062,112.72315979003906,544500,BXP,0.9308598056833064,0.9645255958605332,0.9954171446749036,1.0427572783556516,-0.1118974726723451,-0.0474221265486363,-0.1088637284167719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-28,128.05999755859375,128.8800048828125,127.66999816894533,128.83999633789062,113.2064208984375,457100,BXP,0.9601832217833548,0.9553294633200596,0.9896738767095076,1.039387058829826,-0.0792038370464711,-0.0604145026379722,-0.1122395218685473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-29,129.10000610351562,130.4199981689453,129.02999877929688,130.02999877929688,114.25202941894533,650600,BXP,0.9166346026327988,0.9364449669661432,0.981317831124198,1.0452598484191695,-0.1286252457863707,-0.0635997716745093,-0.1204631621805715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,130.38999938964844,130.38999938964844,128.88999938964844,129.27999877929688,113.59302520751952,690000,BXP,0.9231127423077584,0.935336844010608,0.995004790492761,1.0173995405954512,-0.0942867982876928,-0.058171774718045,-0.105591019463566,6377908000.0,11269777000.0,5613957000.0,2288499000.0,679038000.0,139040000.0,19372233000.0,1543000.0,148573000.0,443980000.0,-765494000.0,883963000.0,434767000.0,554186000.0,-762772000.0,16302083000.0,1537101000.0,649086000.0,5613957000.0,953761000.0,10271611000.0,331500000.0,140316000.0,10482000.0,-882044000.0,647505000.0,55346000.0,-258495000.0,241000.0,462439000.0,85281000.0,911979000.0,617547000.0,-15770000.0,-526578000.0,-55922000.0,-65822000.0,135928000.0
2018-01-03,129.57000732421875,129.8000030517578,128.72999572753906,129.35000610351562,113.65455627441406,570600,BXP,0.8870504862411248,0.9451811212108804,0.9972859508637014,0.9765980219270426,-0.0895475356859177,-0.058767671112975,-0.0981625100218127,6377908000.0,11269777000.0,5613957000.0,2288499000.0,679038000.0,139040000.0,19372233000.0,1543000.0,148573000.0,443980000.0,-765494000.0,883963000.0,434767000.0,554186000.0,-762772000.0,16302083000.0,1537101000.0,649086000.0,5613957000.0,953761000.0,10271611000.0,331500000.0,140316000.0,10482000.0,-882044000.0,647505000.0,55346000.0,-258495000.0,241000.0,462439000.0,85281000.0,911979000.0,617547000.0,-15770000.0,-526578000.0,-55922000.0,-65822000.0,135928000.0
2018-01-04,129.0,129.0,126.45999908447266,126.4800033569336,111.13279724121094,2079000,BXP,0.911764734150474,0.9626491051528318,1.0167915911675625,0.9849127815791188,-0.0731480474286448,-0.0357078311661603,-0.072803268615635,6377908000.0,11269777000.0,5613957000.0,2288499000.0,679038000.0,139040000.0,19372233000.0,1543000.0,148573000.0,443980000.0,-765494000.0,883963000.0,434767000.0,554186000.0,-762772000.0,16302083000.0,1537101000.0,649086000.0,5613957000.0,953761000.0,10271611000.0,331500000.0,140316000.0,10482000.0,-882044000.0,647505000.0,55346000.0,-258495000.0,241000.0,462439000.0,85281000.0,911979000.0,617547000.0,-15770000.0,-526578000.0,-55922000.0,-65822000.0,135928000.0
2018-01-05,126.83000183105467,127.97000122070312,126.5199966430664,127.86000061035156,112.3453369140625,860900,BXP,0.9020803475481156,0.9355680905715648,0.9958328941806932,0.9789917900086822,-0.0769114424605665,-0.0640587285100904,-0.0940564767077053,6377908000.0,11269777000.0,5613957000.0,2288499000.0,679038000.0,139040000.0,19372233000.0,1543000.0,148573000.0,443980000.0,-765494000.0,883963000.0,434767000.0,554186000.0,-762772000.0,16302083000.0,1537101000.0,649086000.0,5613957000.0,953761000.0,10271611000.0,331500000.0,140316000.0,10482000.0,-882044000.0,647505000.0,55346000.0,-258495000.0,241000.0,462439000.0,85281000.0,911979000.0,617547000.0,-15770000.0,-526578000.0,-55922000.0,-65822000.0,135928000.0
2018-01-08,127.54000091552734,128.0,125.81999969482422,126.73999786376952,111.36124420166016,724300,BXP,0.8844089761947873,0.9523342870655048,1.000635844284537,0.942840182406444,-0.0584312062116566,-0.039390197408812,-0.0867141613685176,6377908000.0,11269777000.0,5613957000.0,2288499000.0,679038000.0,139040000.0,19372233000.0,1543000.0,148573000.0,443980000.0,-765494000.0,883963000.0,434767000.0,554186000.0,-762772000.0,16302083000.0,1537101000.0,649086000.0,5613957000.0,953761000.0,10271611000.0,331500000.0,140316000.0,10482000.0,-882044000.0,647505000.0,55346000.0,-258495000.0,241000.0,462439000.0,85281000.0,911979000.0,617547000.0,-15770000.0,-526578000.0,-55922000.0,-65822000.0,135928000.0
2018-01-09,126.0500030517578,126.4000015258789,125.22000122070312,125.4000015258789,110.183837890625,598900,BXP,0.9198566183557751,0.9674880570690408,1.0244983802815342,0.9530778204901076,-0.0332212021343325,-0.0337361899783742,-0.0647994380693439,6377908000.0,11269777000.0,5613957000.0,2288499000.0,679038000.0,139040000.0,19372233000.0,1543000.0,148573000.0,443980000.0,-765494000.0,883963000.0,434767000.0,554186000.0,-762772000.0,16302083000.0,1537101000.0,649086000.0,5613957000.0,953761000.0,10271611000.0,331500000.0,140316000.0,10482000.0,-882044000.0,647505000.0,55346000.0,-258495000.0,241000.0,462439000.0,85281000.0,911979000.0,617547000.0,-15770000.0,-526578000.0,-55922000.0,-65822000.0,135928000.0
2018-01-10,124.9800033569336,124.9800033569336,123.62000274658205,124.6500015258789,109.52484893798828,582600,BXP,0.9237063674133394,0.982192784007346,1.0175760176783468,0.966664672858564,-0.0429583054452245,-0.0310817939888622,-0.0682090217813022,6377908000.0,11269777000.0,5613957000.0,2288499000.0,679038000.0,139040000.0,19372233000.0,1543000.0,148573000.0,443980000.0,-765494000.0,883963000.0,434767000.0,554186000.0,-762772000.0,16302083000.0,1537101000.0,649086000.0,5613957000.0,953761000.0,10271611000.0,331500000.0,140316000.0,10482000.0,-882044000.0,647505000.0,55346000.0,-258495000.0,241000.0,462439000.0,85281000.0,911979000.0,617547000.0,-15770000.0,-526578000.0,-55922000.0,-65822000.0,135928000.0
2018-01-11,124.91000366210938,125.1500015258789,123.7300033569336,123.86000061035156,108.8307113647461,447800,BXP,0.9380752109111056,0.9821179742186618,1.0161315458014104,0.9609362737659176,-0.022861062854812,-0.0227557956294889,-0.0589500604053105,6377908000.0,11269777000.0,5613957000.0,2288499000.0,679038000.0,139040000.0,19372233000.0,1543000.0,148573000.0,443980000.0,-765494000.0,883963000.0,434767000.0,554186000.0,-762772000.0,16302083000.0,1537101000.0,649086000.0,5613957000.0,953761000.0,10271611000.0,331500000.0,140316000.0,10482000.0,-882044000.0,647505000.0,55346000.0,-258495000.0,241000.0,462439000.0,85281000.0,911979000.0,617547000.0,-15770000.0,-526578000.0,-55922000.0,-65822000.0,135928000.0
