Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome
2017-09-29,122.4000015258789,123.3499984741211,122.29000091552734,122.87999725341795,107.30049896240234,705900,BXP,0.9861653341122436,1.035715568108881,0.9970306648328712,1.0206479989635429,-0.0344826648512992,-0.054544820613565,-0.0922625341583317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,122.93000030517578,123.30999755859376,121.7699966430664,121.93000030517578,106.47096252441406,662000,BXP,1.0004098782962418,1.055173488154589,0.9871866455345264,1.012478214064533,-0.0120683357682911,-0.0335340676068107,-0.1019442329424074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,121.73999786376952,122.5999984741211,120.72000122070312,122.36000061035156,106.84644317626952,849400,BXP,1.003350547467446,1.0422550427620914,0.9925752130892638,1.0113391723313174,-0.0079886248638714,-0.0477083322428106,-0.0892254291313083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,121.81999969482422,123.88999938964844,121.81999969482422,123.6999969482422,108.01654052734376,831300,BXP,0.9755862150606048,1.020064495240269,0.9869002165851198,1.0126829906128405,-0.0370967755522356,-0.0684191917812973,-0.1030591500115442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,123.87999725341795,126.04000091552734,123.87999725341795,125.05999755859376,109.20411682128906,737500,BXP,0.9869661738533736,1.002936996571513,0.9850774808465402,1.0121464877707815,-0.0251803139174079,-0.0798634791115997,-0.1128442679247189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,124.9499969482422,126.94000244140624,124.41999816894533,126.91999816894533,110.82828521728516,1226000,BXP,0.978490529539665,0.9819759563307984,0.9644162369630368,1.0081446760609294,-0.0296541465212644,-0.1129672664962377,-0.1361568294727267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,126.62999725341795,127.27999877929688,126.4000015258789,127.16999816894533,111.04660034179688,738700,BXP,0.9808916462270956,0.9679392103111624,0.9505723079882652,1.0143616235707735,-0.0334699773436779,-0.1357762146414902,-0.1479098381884317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,127.06999969482422,127.9800033569336,126.51000213623048,127.0999984741211,110.98546600341795,474200,BXP,0.9914239874966034,0.962376385045336,0.9463938037904084,1.008797349947511,-0.0173733624509074,-0.1304742910986096,-0.1429035089035472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,127.0,128.72999572753906,127.0,128.27999877929688,112.01586151123048,602500,BXP,0.9810568525316774,0.9608971932775752,0.9361878575899988,1.0091988628593096,-0.0281420103276321,-0.1403350144651312,-0.1519091926029948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,128.10000610351562,128.47999572753906,127.25,128.0,111.77135467529295,542400,BXP,0.9838281594760993,0.9526223550086194,0.937286413501073,1.0112728774332036,-0.0274447179571043,-0.1460625708147332,-0.1387486874640564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,128.3000030517578,128.99000549316406,127.1999969482422,128.2899932861328,112.0246124267578,502700,BXP,0.9726398511505258,0.9565082484919936,0.934219851273114,1.0098252549340063,-0.0371854037834807,-0.1517412498952814,-0.142670752570503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,128.30999755859375,128.72000122070312,127.7699966430664,128.3800048828125,112.10320281982422,409100,BXP,0.9670508046671504,0.9677514502751574,0.9513178228521536,1.0047827275420922,-0.0377319228749417,-0.1473103148665502,-0.1342761745080528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,128.16000366210938,128.72999572753906,127.93000030517578,128.05999755859375,111.82374572753906,506800,BXP,0.9775106874125756,0.9755130019440592,0.9685659279187598,1.016827126331923,-0.0393164389193474,-0.145482768225257,-0.1183723583960404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,128.1199951171875,128.64999389648438,126.66000366210938,126.66999816894533,110.60999298095705,497200,BXP,0.9871319744627366,0.97898877994034,0.9708776590883365,1.016900814218988,-0.0297688397562513,-0.1375949441569665,-0.1051176853363188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,126.55999755859376,126.58999633789062,123.45999908447266,123.62999725341795,107.95540618896484,909400,BXP,1.0076033586312187,0.9985038796302258,1.0050746537209263,1.0195478153138224,-0.0119444566826036,-0.1180470227089757,-0.0727588875968978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,123.87000274658205,123.93000030517578,121.98999786376952,122.93000030517578,107.34416198730467,687700,BXP,1.0184658446799653,1.0065634840659587,0.995471439778806,1.0187296628598663,-0.000263818179901,-0.1103620417115858,-0.070002569445658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,123.31999969482422,123.68000030517578,122.33999633789062,122.87999725341795,107.30049896240234,413300,BXP,1.0172528036116946,0.9936250412486664,1.004202404549288,1.0231439317955078,-0.0058911281838132,-0.1206131117160157,-0.0642547473163004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,122.5999984741211,123.04000091552734,121.37000274658205,121.41999816894533,106.02561950683594,452200,BXP,1.030802209687134,0.9896613583229176,1.0347973913775572,1.023176662025299,0.0076255476618347,-0.1111315255234769,-0.0445834289202959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,121.47000122070312,122.18000030517578,120.25,121.48999786376952,106.08673858642578,563900,BXP,1.030784463805504,1.0246229396171924,1.035118372159772,1.028738706809164,0.0020457569963399,-0.0835908819373731,-0.0587028901255324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,122.25,122.25,120.4000015258789,121.27999877929688,105.9033660888672,409600,BXP,1.0281167031170595,0.9888955134678666,1.025384976809251,1.0357335667629224,-0.0076168636458628,-0.1154730172195747,-0.0656370575116103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,121.08999633789062,121.83999633789062,120.55999755859376,121.2300033569336,105.85970306396484,452100,BXP,1.03151022292006,0.990548489853475,1.0381738899996202,1.0327543330408862,-0.0012441101208262,-0.0878704637425656,-0.0579549087354493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,121.08999633789062,121.80999755859376,120.30999755859376,120.80999755859376,105.49295043945312,393000,BXP,1.0378279087003477,0.9556783556319398,1.0469816966188024,1.0448229351223306,-0.0069950264219829,-0.0904325779405389,-0.0634077957760645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,120.5,121.5199966430664,119.91999816894533,121.18000030517578,105.81603240966795,577400,BXP,1.0491006212976817,0.9575766830846838,1.0396891197164084,1.0378093145840102,0.0112913067136715,-0.0960796853298074,-0.067890831412015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,121.23999786376952,122.73999786376952,121.08000183105467,121.9800033569336,106.5146026611328,614900,BXP,1.0480408323652852,0.951461283588192,1.016760233913102,1.0388512590749122,0.009189573290373,-0.1031227347636577,-0.0926823723459664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,122.0,123.69000244140624,121.44000244140624,122.7699966430664,107.20443725585938,682600,BXP,1.0221552859125362,0.9187015621108066,0.9818352489058108,1.0310647944789963,-0.0089095085664601,-0.0993447800091928,-0.1226667623797713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,122.06999969482422,122.12999725341795,119.73999786376952,120.68000030517578,105.37944793701172,1067600,BXP,1.039194427863002,0.9617941116954132,0.9830590788858766,1.0262436118253355,0.0129508160376663,-0.0638422938723393,-0.1247512398034895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,120.95999908447266,123.79000091552734,120.95999908447266,123.43000030517578,107.78076934814452,639900,BXP,1.004212984162784,0.9386535368588512,0.9621414703900132,1.0311845275729687,-0.0269715434101847,-0.0974573923435931,-0.1435868139460935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,123.5199966430664,124.62000274658205,123.06999969482422,124.19000244140624,108.44442749023438,563200,BXP,1.003784430423241,0.9414166765395424,0.9550298479783492,1.0414917955670933,-0.0377073651438522,-0.1044931334881236,-0.1567965111167208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,124.08000183105467,125.25,123.91000366210938,124.73999786376952,108.9246826171875,620900,BXP,1.002485050055418,0.9313771347657934,0.959751700920419,1.0390384642435906,-0.0365534141881724,-0.1296276283319452,-0.1549016044809327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,124.62000274658205,126.12999725341795,124.0999984741211,126.01000213623048,110.03365325927734,752400,BXP,1.0013491577748423,0.9374821587439646,0.9585192573932744,1.0401272810196784,-0.038778123244836,-0.1380926939901277,-0.154159735433049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,125.0999984741211,126.6500015258789,125.08999633789062,125.8499984741211,109.89392852783205,566900,BXP,1.0041321112020347,0.9565839862588332,0.9656136201449914,1.0393664161720684,-0.0352343049700336,-0.1193092623815845,-0.1477243402099366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
