Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Accounts Payable,Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-10-13,40.459999084472656,40.459999084472656,39.2400016784668,39.63999938964844,39.63999938964844,685900,TEAM,1.32139258008651,1.3387992056499094,1.3917759590922791,1.0098252549340063,0.3115673251525035,0.2305497072626343,0.3148853552486621,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-10-16,39.81999969482422,40.0,39.209999084472656,39.54999923706055,39.54999923706055,758900,TEAM,1.3122630221758822,1.3213653433541075,1.4169406320244564,1.0047827275420922,0.30748029463379,0.2063035782123998,0.3313466346642499,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-10-17,39.61000061035156,39.970001220703125,39.33000183105469,39.75,39.75,992200,TEAM,1.318993718369202,1.3567295674258055,1.3942137904137186,1.016827126331923,0.3021665920372789,0.2357337972564892,0.3072755040989183,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-10-18,39.75,39.93999862670898,39.470001220703125,39.810001373291016,39.810001373291016,632000,TEAM,1.315498546227642,1.3255463109119023,1.4061792919151703,1.016900814218988,0.2985977320086541,0.2089625868145959,0.330183947490515,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-10-19,39.4900016784668,40.29999923706055,39.060001373291016,40.25,40.25,1311300,TEAM,1.2645963112019605,1.3190062149711277,1.39726712244638,1.0195478153138224,0.245048495888138,0.2024553126319261,0.3194335811285558,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-10-20,45.97999954223633,50.880001068115234,41.93000030517578,50.16999816894531,50.16999816894531,7226400,TEAM,1.0406617697823652,1.0733506166929394,1.1255731170358592,1.0187296628598663,0.0219321069224989,-0.0435749090846051,0.060099107811395,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-10-23,48.65999984741211,49.06999969482422,47.470001220703125,49.0,49.0,3398300,TEAM,1.0559184016013632,1.1171428913972816,1.1936735036421795,1.0231439317955078,0.0327744698058554,0.0029047384325995,0.1252163517765909,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-10-24,48.54999923706055,49.560001373291016,48.0,49.27999877929688,49.27999877929688,1320100,TEAM,1.0598620299515669,1.0834009884772606,1.2173296096685238,1.023176662025299,0.0366853679262675,-0.0173918953691338,0.1379487893706705,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-10-25,49.27000045776367,49.27000045776367,46.81100082397461,48.2599983215332,48.2599983215332,1700000,TEAM,1.068172420844436,1.11873194273148,1.2973477577270347,1.028738706809164,0.039433714035272,0.0105181211769143,0.2035264954417301,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-10-26,48.08000183105469,48.7400016784668,47.58000183105469,47.90999984741211,47.90999984741211,817700,TEAM,1.068461673757948,1.1116676787969155,1.3187226154539111,1.0357335667629224,0.0327281069950255,0.0072991481094741,0.2277005811330499,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-10-27,48.02000045776367,48.3759994506836,46.400001525878906,47.02999877929688,47.02999877929688,1260000,TEAM,0.9906442985726234,1.1209866593471196,1.3669998423182717,1.0327543330408862,-0.0421100344682627,0.0425677057510789,0.270871043583202,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-10-30,46.91999816894531,48.53499984741211,46.59999847412109,48.310001373291016,48.310001373291016,1028400,TEAM,0.9664665141682716,1.0604429328490907,1.351480005372635,1.0448229351223306,-0.078356420954059,0.0143319992766119,0.241090512977768,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-10-31,48.27000045776367,49.15999984741211,47.540000915527344,48.369998931884766,48.369998931884766,1097100,TEAM,0.9718833855616428,1.075460029077505,1.3411206156513005,1.0378093145840102,-0.0659259290223673,0.0218036606630136,0.233540664522877,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-11-01,48.23500061035156,48.7599983215332,46.93000030517578,48.68999862670898,48.68999862670898,1261800,TEAM,0.9094269876402712,1.0636681531372616,1.283220400584748,1.0388512590749122,-0.1294242714346409,0.0090841347854118,0.1737777943256795,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-11-02,48.61000061035156,50.47999954223633,48.18000030517578,49.43000030517578,49.43000030517578,2227400,TEAM,0.9097714129691062,0.9884685476167288,1.2502528597109783,1.0310647944789963,-0.1212933815098901,-0.0295777945032706,0.1457508484253962,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-11-03,49.56999969482422,51.77000045776367,48.79999923706055,50.9900016784668,50.9900016784668,2127900,TEAM,0.8858599074732079,0.9843105898132248,1.211413971846353,1.0262436118253355,-0.1403837043521278,-0.0413258157545276,0.1036036531569868,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-11-06,50.97999954223633,52.09000015258789,49.86000061035156,52.060001373291016,52.060001373291016,1615300,TEAM,0.8743757060505449,0.983864768912226,1.184018397304007,1.0311845275729687,-0.1568088215224238,-0.0522461602902184,0.0782901129679003,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-11-07,52.27000045776367,52.48899841308594,50.77999877929688,51.810001373291016,51.810001373291016,1097600,TEAM,0.8967380400113948,0.99980694584124,1.2237019850488315,1.0414917955670933,-0.1447537555556984,-0.046102864186426,0.1118756259537614,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-11-08,51.7599983215332,53.209999084472656,51.29999923706055,52.93999862670898,52.93999862670898,1215900,TEAM,0.8898753651758484,0.983944116052692,1.1615036508037275,1.0390384642435906,-0.1491630990677421,-0.0770606470450465,0.0468503454023758,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-11-09,52.27999877929688,52.459999084472656,51.27999877929688,52.33000183105469,52.33000183105469,1023900,TEAM,0.8687177048309389,1.011274533102357,1.1782915667857026,1.0401272810196784,-0.1714095761887395,-0.0643003196317353,0.0656125739593791,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-11-10,52.290000915527344,52.81999969482422,51.91999816894531,52.400001525878906,52.400001525878906,634300,TEAM,0.8774808817424954,1.015839656339466,1.2011449769829616,1.0393664161720684,-0.1618855344295729,-0.0600535923009517,0.0878070166280335,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-11-13,51.900001525878906,52.369998931884766,51.2599983215332,52.27000045776367,52.27000045776367,873800,TEAM,0.8691409968875953,1.0380715103566438,1.22288114806112,1.0305050740272153,-0.1613640771396199,-0.0285957044096769,0.1112485872305131,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-11-14,52.2599983215332,52.84000015258789,51.77000045776367,52.380001068115234,52.380001068115234,963700,TEAM,0.8978617376914296,1.0586101495269535,1.201603614800646,1.043144349882203,-0.1452826121907734,-0.0063306329158687,0.087951393962395,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-11-15,51.720001220703125,52.18000030517578,50.900001525878906,51.900001525878906,51.900001525878906,777000,TEAM,0.901926782216955,1.0098265569660707,1.2082851106122523,1.0570826794517585,-0.1551558972348035,-0.0581231613075263,0.0976570111816044,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
2017-11-16,51.93999862670898,53.45000076293945,51.93999862670898,52.43000030517578,52.43000030517578,835700,TEAM,0.8939538176439388,1.0160213646328162,1.2096127751249437,1.0412088647392546,-0.1472550470953157,-0.0544578477048018,0.0973980643617955,120789000.0,450959000.0,389810000.0,894048000.0,259991000.0,1283858000.0,22726000.0,4388000.0,-23229000.0,62943000.0,311900000.0,443592000.0,197508000.0,244420000.0,326867000.0,188239000.0,,443592000.0,41173000.0,612488000.0,,461359000.0,305499000.0,45197000.0,12464000.0,,176535000.0,77090000.0,-224573000.0,990494000.0,9438000.0,-6438000.0,9438000.0,-37449000.0,-15289000.0,465000.0,199381000.0,46958000.0,-3371000.0,-10208000.0,-87700000.0,114840000.0,-15129000.0
