Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Accounts Payable,Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2018-10-03,94.0,94.58999633789062,91.76000213623048,92.9000015258789,92.9000015258789,1929500,TEAM,0.8232508299327504,1.031323961086311,1.2319698069796068,0.9398574419912976,-0.1166066120585472,0.1310616473712578,0.1949219438738096,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-10-04,90.22000122070312,90.83000183105467,85.41999816894531,85.66999816894531,85.66999816894531,3062200,TEAM,0.8708999907204047,1.1147426408445749,1.3186646858322666,0.951596492949428,-0.0806965022290232,0.1991956772814351,0.2701562650319726,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-10-05,86.0999984741211,87.25800323486328,84.05000305175781,85.36000061035156,85.36000061035156,1707100,TEAM,0.8445407195691644,1.120548276030348,1.3026007690529735,0.963805777686949,-0.1192650581177845,0.1970838559852431,0.2546065000896071,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-10-08,84.3499984741211,84.71199798583984,79.7699966430664,81.08999633789062,81.08999633789062,3316200,TEAM,0.9570847714305176,1.155629588315632,1.257121803491476,0.9817406222856884,-0.0246558508551708,0.2362910932161817,0.2051700451285867,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-10-09,80.68000030517578,83.8499984741211,80.51200103759766,81.29000091552734,81.29000091552734,1699800,TEAM,0.9343092150677396,1.1733300058949718,1.2762947328271286,0.985404470737889,-0.0510952556701493,0.2409867667074815,0.2203271866031455,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-10-10,80.23999786376953,80.69000244140625,77.51000213623047,78.6500015258789,78.6500015258789,2382300,TEAM,0.9318499617754246,1.1992370993634285,1.3568976370024366,1.004670879558299,-0.0728209177828744,0.2343091629916982,0.2544866954818525,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-10-11,76.62000274658203,81.22000122070312,76.12000274658203,78.33999633789062,78.33999633789062,2084800,TEAM,0.9037529532984424,1.186111852343843,1.316951786976855,1.005569825537468,-0.1018168722390256,0.1928294196753194,0.192216695495951,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-10-12,81.22000122070312,82.36000061035156,79.87000274658203,81.70999908447266,81.70999908447266,1667000,TEAM,0.8935259203803436,1.1096560908685085,1.2972708504183936,0.9966747140918392,-0.1031487937114955,0.1119106141471677,0.189157032350455,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-10-15,81.70999908447266,82.13999938964844,78.61199951171875,79.77999877929688,79.77999877929688,1287300,TEAM,0.9074956459471256,1.146151965912729,1.356354985462264,0.9891317727722226,-0.081636126825097,0.1628712774819548,0.2397438706744492,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-10-16,80.87000274658203,83.19999694824219,80.66000366210938,82.83999633789062,82.83999633789062,1613500,TEAM,0.914413367318708,1.130492584088199,1.32846460546524,0.9777864585235492,-0.0633730912048411,0.1700913033389539,0.2369270293043701,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-10-17,83.98999786376953,84.05000305175781,81.58000183105469,83.62999725341797,83.62999725341797,1125000,TEAM,0.9081669190792434,1.1158675446567734,1.3171111460412857,0.9825023252332036,-0.0743354061539601,0.1473561721412455,0.221359966488444,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-10-18,83.02999877929688,83.9000015258789,80.13500213623047,81.88999938964844,81.88999938964844,2485100,TEAM,0.8463792657855984,1.170594716385711,1.3260471015660709,0.9779319429497442,-0.1315526771641457,0.1757781982907111,0.2237616016906631,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-10-19,78.0,80.86000061035156,69.55999755859375,70.18000030517578,70.18000030517578,8073000,TEAM,1.0005699759953464,1.3496722828272418,1.5532915597350174,0.968237340120051,0.0323326358752953,0.350446293505022,0.4402017971158545,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-10-22,71.02999877929688,73.20999908447266,70.41999816894531,72.63999938964844,72.63999938964844,3574600,TEAM,0.9929790454224158,1.2833150055613498,1.519961516930345,0.9826563959246816,0.0103226494977343,0.2793239231115605,0.3889571946859069,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-10-23,71.19999694824219,72.62999725341797,69.68000030517578,72.45999908447266,72.45999908447266,2069400,TEAM,1.0102125016991357,1.31120622877002,1.5259453642267309,0.9881077347865406,0.0221047669125951,0.2897962276566685,0.3919664127886761,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-10-24,72.05999755859375,73.27999877929688,67.01000213623047,67.12000274658203,67.12000274658203,1984300,TEAM,1.13483306096593,1.4660309520158616,1.6488378075130663,1.035209336841041,0.0996237241248887,0.402903110952765,0.4970901415065822,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-10-25,69.29000091552734,70.65499877929688,68.0,70.43000030517578,70.43000030517578,1942400,TEAM,1.060059681081994,1.4053670726686014,1.6636376212018091,1.0143747476211535,0.0456849334608404,0.3552476589557503,0.5320887511923353,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-10-26,67.98999786376953,70.69000244140625,66.80000305175781,68.91999816894531,68.91999816894531,1634000,TEAM,1.170922795883138,1.4825885522326827,1.8155832933524407,1.053081568236106,0.1178412276470322,0.4082357828531393,0.6669395830526279,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-10-29,71.81999969482422,72.41500091552734,67.37000274658203,68.93000030517578,68.93000030517578,1604600,TEAM,1.217176862823531,1.4909327751061925,1.8695777534692823,1.055315029975959,0.161861832847572,0.4065197265156941,0.7102520436935165,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-10-30,68.70999908447266,72.56999969482422,68.2699966430664,71.33999633789062,71.33999633789062,2255300,TEAM,1.20465386673648,1.4513597733468682,1.6930194137835597,1.039498234163286,0.165155632573194,0.3921022419538991,0.5905222536125787,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-10-31,72.5,76.66000366210938,72.05999755859375,75.91000366210938,75.91000366210938,2289900,TEAM,1.1803450685228345,1.3483071207544848,1.6304833443822693,1.0407634740694096,0.1395815944534248,0.3067871808936167,0.5277664723518001,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-11-01,76.66999816894531,77.43000030517578,74.43000030517578,76.75,76.75,1389400,TEAM,1.1168729800743078,1.359478779646783,1.642736180209181,0.9864869819371144,0.1303859981371934,0.3343029607618768,0.5551376670462489,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-11-02,77.06999969482422,78.56500244140625,75.19999694824219,76.4800033569336,76.4800033569336,1130200,TEAM,1.1132321607296287,1.3672855008490794,1.6963912107543333,0.988961756405294,0.1242704043243346,0.3357356270223872,0.5956990581418782,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-11-05,76.19999694824219,77.0,73.31999969482422,74.61000061035156,74.61000061035156,772000,TEAM,1.0784076990519345,1.4223294716319663,1.7310011103064622,0.9641545570690644,0.1142531419828701,0.3799386807319391,0.6415333740598685,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-11-06,74.1500015258789,75.63999938964844,71.55000305175781,72.08999633789062,72.08999633789062,1118000,TEAM,1.152170922152444,1.459980653996516,1.7277016143541415,0.9564908430667262,0.1956800790857179,0.4193050936407676,0.6520547896729867,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-11-07,73.63999938964844,78.0,73.09500122070312,77.61000061035156,77.61000061035156,1854100,TEAM,1.0691921492636325,1.3504702581411174,1.617575053836334,0.938443196526784,0.1307489527368486,0.3281597289581726,0.5480279773514676,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-11-08,76.81999969482422,77.26000213623047,74.7249984741211,75.94999694824219,75.94999694824219,984900,TEAM,1.106649195904979,1.381171899155774,1.6622778811437724,0.9476590583772034,0.1589901375277754,0.3452924502326626,0.5943276013202616,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-11-09,75.0199966430664,75.45700073242188,71.91000366210938,73.29000091552734,73.29000091552734,684300,TEAM,1.14954289736065,1.417792364088985,1.7363896922706814,0.9499672718524812,0.1995756255081689,0.3682783654228583,0.6720204846446531,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-11-12,72.06999969482422,72.83000183105469,69.62999725341797,70.80000305175781,70.80000305175781,1284800,TEAM,1.1749999838360292,1.4706214443305303,1.8293785125655475,0.9554368959668008,0.2195630878692283,0.3982851537532512,0.7402806552639754,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-11-13,74.2699966430664,74.2699966430664,70.41799926757812,73.01000213623047,73.01000213623047,1323800,TEAM,1.093685743566036,1.411313489941603,1.7593479412391386,0.9321128663785744,0.1615728771874617,0.3424073643217238,0.6789256429522497,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-11-14,74.0199966430664,74.75,71.70999908447266,72.4000015258789,72.4000015258789,899700,TEAM,1.0928176944623558,1.4537292511296298,1.7099447574943254,0.9389238595591888,0.1538938349031671,0.3676158084549956,0.630431254307221,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-11-15,72.27999877929688,75.93000030517578,71.98999786376953,75.75,75.75,1262800,TEAM,1.0700989776712049,1.4092409240924093,1.666270643177599,0.9146569716831342,0.1554420059880706,0.3352427359191048,0.5975008716936061,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-11-16,75.2699966430664,76.68000030517578,74.52999877929688,75.94999694824219,75.94999694824219,876800,TEAM,1.0829493522699032,1.3940750692270891,1.6574062187152117,0.8964348880940413,0.1865144641758619,0.3268277479238599,0.6033358786676544,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-11-19,75.4800033569336,75.75,68.94000244140625,69.30999755859375,69.30999755859375,2160600,TEAM,1.1705381634854588,1.534122140765691,1.6923965832287606,0.8957911154576635,0.2747470480277952,0.4393052431029602,0.6121929446834153,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
2018-11-20,66.04000091552734,70.56999969482422,65.16999816894531,70.22000122070312,70.22000122070312,1871200,TEAM,1.1201937096936117,1.530618078731178,1.7466533664729946,0.8879637982276005,0.2322299114660111,0.4218211400750209,0.6221176995615079,63577000.0,454766000.0,1514508000.0,907320000.0,339849000.0,2421828000.0,23531000.0,2876000.0,-128016000.0,249985000.0,311943000.0,557039000.0,172621000.0,1410339000.0,444886000.0,59220000.0,,557039000.0,51656000.0,1822031000.0,,531800000.0,323134000.0,64404000.0,17119000.0,819637000.0,-17841000.0,141153000.0,-51696000.0,990494000.0,906789000.0,-8449000.0,3995000.0,-113432000.0,1165919000.0,-630000.0,311456000.0,58247000.0,-3131000.0,-19635000.0,-87700000.0,224906000.0,-30209000.0
