Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Accounts Payable,Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2018-04-17,146.02000427246094,149.83999633789062,146.0,148.49000549316406,148.49000549316406,1743100,SPOT,1.0691628300474718,1.2309918952393586,1.0320559925297803,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-04-18,149.94000244140625,155.99000549316406,149.55999755859375,154.91000366210938,154.91000366210938,2235300,SPOT,0.9734684622478202,1.2139306604235425,0.9445484724367628,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-04-19,154.39999389648438,155.02999877929688,152.00999450683594,153.47000122070312,153.47000122070312,1056900,SPOT,0.9788232229481368,1.223757060433633,0.9753045643137024,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-04-20,152.35000610351562,159.0,151.22999572753906,158.4499969482422,158.4499969482422,2339000,SPOT,0.9493846359928888,1.1864311083235373,0.9229410432928784,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-04-23,159.39999389648438,160.67999267578125,154.6060028076172,158.0399932861328,158.0399932861328,2436500,SPOT,0.9767780414777624,1.2419641047689125,0.8802202386739645,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-04-24,159.0,159.25999450683594,153.52000427246094,155.07000732421875,155.07000732421875,1180400,SPOT,0.9969045530169832,1.2011994291262884,0.9136518087573068,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-04-25,153.9499969482422,154.60000610351562,150.0590057373047,153.3300018310547,153.3300018310547,1884600,SPOT,1.0213265781869876,1.1530032686031486,0.9762603577500824,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-04-26,153.0,157.8000030517578,151.32000732421875,156.60000610351562,156.60000610351562,1277200,SPOT,0.987356252176521,1.1674967733411232,0.9014048413816784,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-04-27,157.3699951171875,160.0,157.0,159.97999572753906,159.97999572753906,1737800,SPOT,0.9774972437750424,1.125890735888934,0.8687961570512671,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-04-30,161.50999450683594,162.8800048828125,159.6999969482422,161.6699981689453,161.6699981689453,3638400,SPOT,0.9755057122537978,1.1115853822554638,0.888229156491073,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-05-01,162.1199951171875,165.1699981689453,161.2100067138672,164.8800048828125,164.8800048828125,2963900,SPOT,0.965793308936053,1.0644104488275312,0.8649320498972012,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-05-02,166.52000427246094,171.22999572753906,166.0,170.0,170.0,6942800,SPOT,0.9578235401826748,1.0585293938131894,0.8574706133674173,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-05-03,154.12100219726562,161.11000061035156,151.11000061035156,160.3800048828125,160.3800048828125,11094800,SPOT,1.02855718725287,1.1193415563469635,0.8542211985845994,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-05-04,161.11000061035156,161.11000061035156,152.55999755859375,154.25999450683594,154.25999450683594,4292600,SPOT,1.0737715887984698,1.158433834511275,0.8949825131264069,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-05-07,154.5,154.7100067138672,148.06100463867188,150.0,150.0,5623700,SPOT,1.1068666585286455,1.2492000325520831,0.8753999837239583,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-05-08,151.02000427246094,154.64999389648438,150.25999450683594,150.63999938964844,150.63999938964844,2460300,SPOT,1.1383430458200248,1.2550451296110758,0.8738051342016784,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-05-09,150.52000427246094,150.97000122070312,148.49000549316406,150.07000732421875,150.07000732421875,1857400,SPOT,1.148597232655495,1.2764043026793728,0.8929831942855446,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-05-10,151.39999389648438,159.9499969482422,150.35000610351562,158.1300048828125,158.1300048828125,3606600,SPOT,1.0765192592872783,1.2252576615272028,0.8661228260592666,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-05-11,158.0,158.24000549316406,155.27999877929688,156.77000427246094,156.77000427246094,1601300,SPOT,1.0896217558770962,1.214071548408378,0.8560949356141802,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-05-14,159.47999572753906,164.9499969482422,156.77000427246094,159.97000122070312,159.97000122070312,4753300,SPOT,1.1133337797366103,1.2024754587890607,0.7920234792862203,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-05-15,156.75,160.99000549316406,155.32400512695312,158.7100067138672,158.7100067138672,2976200,SPOT,1.1027660315584165,1.1868816530062487,0.8172137323519484,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-05-16,158.16000366210938,163.0,158.0800018310547,161.38999938964844,161.38999938964844,2077800,SPOT,1.0803024150373624,1.154966197418798,0.8177705943780075,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-05-17,159.1699981689453,159.47999572753906,156.75,158.75999450683594,158.75999450683594,2470900,SPOT,1.0701058532874492,1.1991686285590988,0.8151298068767393,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-05-18,160.0,160.0500030517578,150.77999877929688,150.8000030517578,150.8000030517578,4152400,SPOT,1.1697612090627088,1.266777154598142,0.9151193448758448,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-05-21,153.36000061035156,153.74000549316406,149.97999572753906,150.22000122070312,150.22000122070312,1948700,SPOT,1.1951138152071477,1.264811599361207,0.9236453126914078,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-05-22,150.6300048828125,153.38999938964844,150.0500030517578,150.42999267578125,150.42999267578125,1194400,SPOT,1.2028186615110898,1.2788673419498549,0.9189657131148704,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
