Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Accounts Payable,Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2018-09-27,182.83999633789065,185.9199981689453,182.509994506836,184.41000366210932,184.41000366210932,964800,SPOT,0.7543517046138123,0.5911826607997986,0.7664443009114895,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-09-28,183.0599975585937,183.44000244140625,180.22000122070312,180.8300018310547,180.8300018310547,1163700,SPOT,0.783498264896052,0.6553669243832208,0.7939501513601316,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-10-01,182.6199951171875,184.9499969482422,179.30999755859375,180.3999938964844,180.3999938964844,1023000,SPOT,0.8297672256424803,0.6616408239949371,0.7860310856391951,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-10-02,179.38999938964844,181.0,178.07000732421875,178.8800048828125,178.8800048828125,831000,SPOT,0.7891323781804782,0.6567531314296243,0.8103197282625385,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-10-03,179.25999450683594,180.66000366210932,173.53399658203125,176.9499969482422,176.9499969482422,1673900,SPOT,0.785476167788907,0.6933597318868167,0.7829895758194539,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-10-04,174.4600067138672,175.60000610351562,167.30999755859375,168.5800018310547,168.5800018310547,1955100,SPOT,0.8518211207959697,0.7351405798973376,0.826966438177059,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-10-05,167.9499969482422,169.89999389648438,162.22000122070312,164.3800048828125,164.3800048828125,2395600,SPOT,0.8675629418068158,0.7331791766826253,0.8376323053376613,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-10-08,162.30999755859375,165.89999389648438,156.72999572753906,163.47000122070312,163.47000122070312,1850600,SPOT,0.8917232714500003,0.7751269232169377,0.8542851462265604,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-10-09,161.5800018310547,165.3300018310547,160.36000061035156,161.52999877929688,161.52999877929688,1214500,SPOT,0.8481396708681158,0.812542567893724,0.8414535949737532,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-10-10,160.63999938964844,160.63999938964844,149.0500030517578,149.47999572753906,149.47999572753906,3194000,SPOT,0.9236018297072952,0.8981134856646694,0.9284853977324752,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-10-11,147.1999969482422,153.5800018310547,146.5,152.27000427246094,152.27000427246094,2990500,SPOT,0.8623497331991739,0.8750902755710973,0.8906547009384651,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-10-12,157.60000610351562,161.86000061035156,155.44000244140625,158.49000549316406,158.49000549316406,2775300,SPOT,0.8305255872332589,0.8433339581647901,0.8380339625260944,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-10-15,160.39999389648438,162.60000610351562,157.41000366210938,159.25,159.25,1349700,SPOT,0.8415070298702414,0.8401884022088403,0.8681318681318682,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-10-16,160.86000061035156,165.49000549316406,156.72999572753906,164.75,164.75,1636000,SPOT,0.8313202228459313,0.7946585624822173,0.8384825456124336,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-10-17,168.08999633789062,168.10000610351562,157.4499969482422,159.27999877929688,159.27999877929688,2083700,SPOT,0.8426042675944051,0.8331240454874392,0.8523983256716866,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-10-18,157.4600067138672,158.3000030517578,149.8300018310547,152.49000549316406,152.49000549316406,2317000,SPOT,0.8308741057388316,0.8831398342036416,0.8951406327158873,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-10-19,154.0800018310547,156.30999755859375,148.2100067138672,148.92999267578125,148.92999267578125,2018500,SPOT,0.8708789587507566,0.8947156822204618,0.8910226514086282,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-10-22,149.5,151.86500549316406,146.52999877929688,148.5399932861328,148.5399932861328,1426500,SPOT,0.888514889544298,0.8917464164597697,0.916722797385892,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-10-23,143.6999969482422,153.6199951171875,140.32000732421875,153.25,153.25,2404200,SPOT,0.8444372180235522,0.8905057175902324,0.8939641109298532,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-10-24,153.94000244140625,155.0,145.72999572753906,146.32000732421875,146.32000732421875,1652400,SPOT,0.9431382797447302,0.9257107037187978,0.9298796524600312,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-10-25,149.0,152.0,147.8800048828125,149.67999267578125,149.67999267578125,1195600,SPOT,0.9269775974705152,0.916689026108352,0.9200294859190566,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-10-26,143.75,149.0500030517578,141.75,146.24000549316406,146.24000549316406,1326800,SPOT,0.9452954068688546,0.9477571177333854,0.9219775490049286,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-10-29,148.7899932861328,148.7899932861328,137.00999450683594,139.11000061035156,139.11000061035156,2306700,SPOT,0.9989217605073232,1.002084632915394,0.9909424591955456,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-10-30,137.0500030517578,142.22999572753906,131.00999450683594,141.67999267578125,141.67999267578125,3071400,SPOT,0.9625918402953536,0.956027695866729,0.934429744731905,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-10-31,142.07000732421875,152.49000549316406,141.9199981689453,149.69000244140625,149.69000244140625,3165300,SPOT,0.939808874215552,0.8764112519321955,0.8923775780105451,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-11-01,133.39999389648438,145.0,133.25,141.16000366210938,141.16000366210938,8785800,SPOT,0.9528194708888558,0.9543071919742836,0.9664918470982036,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-11-02,140.41000366210938,143.8800048828125,137.8800048828125,138.99000549316406,138.99000549316406,2239200,SPOT,0.9844592878858788,0.9915821417173564,0.9743865553156056,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-11-05,140.5399932861328,143.86000061035156,137.39999389648438,143.60000610351562,143.60000610351562,1952500,SPOT,0.942270137934772,0.9781337099151308,0.9245124572706108,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-11-06,142.74000549316406,145.38999938964844,138.14999389648438,142.61000061035156,142.61000061035156,1749700,SPOT,0.917116560734656,1.0065212304312532,0.9222354933705424,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-11-07,144.1999969482422,147.27000427246094,142.16000366210938,145.77000427246094,145.77000427246094,2330900,SPOT,0.8806338159752619,1.0075460712937248,0.9071825589439666,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-11-08,144.57000732421875,144.9600067138672,135.2899932861328,137.0,137.0,2444100,SPOT,0.937737235187614,1.0840876224267222,0.927664206845917,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-11-09,135.07000732421875,138.83999633789062,133.0500030517578,138.05999755859375,138.05999755859375,2571600,SPOT,0.9093872611324174,1.0595393406204754,0.8806316382807059,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-11-12,136.83999633789062,137.4499969482422,126.75,131.30999755859375,131.30999755859375,2657200,SPOT,0.9571243823159336,1.1258091887869337,0.9492803582625688,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-11-13,132.27000427246094,136.05999755859375,130.52000427246094,131.6300048828125,131.6300048828125,1106300,SPOT,0.9152168711682044,1.128314204688249,0.9447693990520376,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-11-14,134.25999450683594,136.74000549316406,132.02999877929688,134.00999450683594,134.00999450683594,1303900,SPOT,0.8992613019626919,1.1281994525691437,0.9377658631463852,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-11-15,132.47999572753906,138.28599548339844,132.25,136.9600067138672,136.9600067138672,1070500,SPOT,0.8664573039695245,1.0903183010426578,0.9317318513056926,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-11-16,134.72999572753906,137.49000549316406,132.6699981689453,134.2100067138672,134.2100067138672,868500,SPOT,0.8533640790546441,1.080917964883981,0.935697753884988,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
2018-11-19,133.88999938964844,134.38999938964844,125.6999969482422,126.6999969482422,126.6999969482422,1556100,SPOT,0.8432517672556494,1.14443570238785,0.9692975573532372,15000000.0,2488000000.0,2869000000.0,238000000.0,12000000.0,646000000.0,3107000000.0,480000000.0,-2427000000.0,65000000.0,135000000.0,177000000.0,75000000.0,477000000.0,1860000000.0,9000000.0,177000000.0,73000000.0,1898000000.0,911000000.0,88000000.0,581000000.0,360000000.0,242000000.0,944000000.0,-306000000.0,524000000.0,-435000000.0,-4000000.0,34000000.0,8000000.0,29000000.0,-1235000000.0,-278000000.0,-56000000.0,179000000.0,54000000.0,-44000000.0,-112000000.0,5000000.0,940000000.0,-36000000.0,-72000000.0
