Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Other Current Liab,Long Term Investments,Deferred Long Term Asset Charges,Net Income,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Net Borrowings
2017-09-29,46.2400016784668,46.77999877929688,46.09999847412109,46.34999847412109,43.38162612915039,1139600,EHC,0.9954693154809614,1.1373444423799617,1.244276915536289,1.0206479989635429,-0.0251786834825814,0.0470840536575156,0.154983716545086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,46.38999938964844,46.52000045776367,45.34999847412109,45.95000076293945,43.00724029541016,734100,EHC,0.9867247822218908,1.1476826954547992,1.2575253523787726,1.012478214064533,-0.0257534318426422,0.0589751396933995,0.1683944739018388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,46.04999923706055,46.16999816894531,45.619998931884766,46.0,43.05404281616211,675900,EHC,1.0508694610901532,1.093778161761468,1.2475994251113225,1.0113391723313174,0.0395302887588357,0.0038147867565658,0.1657987828907503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,46.04999923706055,46.209999084472656,45.58000183105469,45.650001525878906,42.72645568847656,479800,EHC,1.0501643500405875,1.1021642457593797,1.265347193924834,1.0126829906128405,0.0374813594277469,0.0136805587378132,0.1753878273281699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,45.63999938964844,46.34000015258789,45.630001068115234,46.09999847412109,43.14763641357422,604400,EHC,1.0527115716936255,1.0829028191759202,1.2768643221305054,1.0121464877707815,0.0405650839228439,0.0001023434928075,0.1789425733592462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,46.08000183105469,46.68999862670898,46.08000183105469,46.5,43.52202224731445,677400,EHC,1.052903150371061,1.091743676525898,1.2765180794838338,1.0081446760609294,0.0447584743101316,-0.003199546301138,0.1759450130480702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,46.75,46.93000030517578,45.84999847412109,45.86000061035156,42.92301177978516,1011700,EHC,1.0763190754362997,1.127799833096487,1.2800244578524191,1.0143616235707735,0.0619574518655261,0.0240844081438342,0.1815423116757222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,45.79999923706055,46.18000030517578,45.150001525878906,45.290000915527344,42.38951110839844,540900,EHC,1.0869949089987578,1.1386650799358828,1.29100770363555,1.008797349947511,0.0781975590512469,0.0458144037919372,0.2017103909415945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,45.290000915527344,45.7599983215332,45.290000915527344,45.709999084472656,42.78261184692383,488800,EHC,1.06103695830794,1.1488712867932418,1.2769371580813726,1.0091988628593096,0.0518380954486303,0.0476390790505354,0.188840107888379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,45.63999938964844,45.709999084472656,45.150001525878906,45.40999984741211,42.50182342529297,431500,EHC,1.0724511869841291,1.1491574188908988,1.2758140259592925,1.0112728774332036,0.0611783095509255,0.0504724930675462,0.199778924994163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
