,Unnamed: 0,2020-12-31,2019-12-31,2018-12-31,2017-12-31
0,Intangible Assets,518190000.0,553114000.0,587528000.0,639203000.0
1,Capital Surplus,1842680000.0,1825569000.0,1812682000.0,1808391000.0
2,Total Liab,4924746000.0,4833512000.0,4571324000.0,4981048000.0
3,Total Stockholder Equity,596343000.0,491714000.0,666901000.0,1247099000.0
4,Other Current Liab,48258000.0,50800000.0,16245000.0,25659000.0
5,Total Assets,5521089000.0,5325226000.0,5238225000.0,6228147000.0
6,Common Stock,441369000.0,441369000.0,441369000.0,441369000.0
7,Other Current Assets,5623000.0,14287000.0,14479000.0,7689000.0
8,Retained Earnings,1539809000.0,1413181000.0,1626693000.0,2169002000.0
9,Other Liab,465350000.0,439001000.0,469644000.0,484126000.0
10,Good Will,1393834000.0,1390714000.0,1386424000.0,1396669000.0
11,Treasury Stock,-3227515000.0,-3188405000.0,-3213843000.0,-3171663000.0
12,Other Assets,360780000.0,280098000.0,259478000.0,306748000.0
13,Cash,762181000.0,630028000.0,594481000.0,1079221000.0
14,Total Current Liabilities,1355379000.0,1276907000.0,1249932000.0,1623803000.0
15,Deferred Long Term Asset Charges,72682000.0,67900000.0,49937000.0,77740000.0
16,Other Stockholder Equity,-944576000.0,-869484000.0,-859226000.0,-781786000.0
17,Property Plant Equipment,765395000.0,853326000.0,657595000.0,785285000.0
18,Total Current Assets,2482890000.0,2247974000.0,2347200000.0,3100242000.0
19,Net Tangible Assets,-1315681000.0,-1452114000.0,-1307051000.0,-788773000.0
20,Net Receivables,1033966000.0,936359000.0,970083000.0,1124652000.0
21,Long Term Debt,2854664000.0,2846751000.0,2851723000.0,2873119000.0
22,Inventory,514673000.0,495504000.0,542889000.0,600704000.0
23,Accounts Payable,495363000.0,459357000.0,537965000.0,572166000.0
24,Short Long Term Debt,,,,250000000.0
0,Change To Liabilities,11209000.0,-58679000.0,-47397000.0,93844000.0
1,Total Cashflows From Investing Activities,-134910000.0,-114176000.0,-160758000.0,-235663000.0
2,Net Borrowings,969000.0,-23830000.0,-274027000.0,796454000.0
3,Total Cash From Financing Activities,-5842000.0,-33138000.0,-285157000.0,458450000.0
4,Change To Operating Activities,-19768000.0,45592000.0,46038000.0,-15381000.0
5,Net Income,126628000.0,-213512000.0,-533299000.0,-1054579000.0
6,Change In Cash,132153000.0,35547000.0,-484740000.0,209690000.0
7,Effect Of Exchange Rate,-15597000.0,1884000.0,-11508000.0,14517000.0
8,Total Cash From Operating Activities,288502000.0,180977000.0,-27317000.0,-27614000.0
9,Depreciation,199898000.0,244518000.0,271932000.0,274767000.0
10,Other Cashflows From Investing Activities,-13311000.0,2176000.0,-8344000.0,61496000.0
11,Change To Inventory,-50562000.0,-26920000.0,-53840000.0,-91644000.0
12,Change To Account Receivables,-92280000.0,41029000.0,72415000.0,-3484000.0
13,Other Cashflows From Financing Activities,-6811000.0,-9308000.0,-11130000.0,-27806000.0
14,Change To Netincome,113377000.0,148949000.0,216834000.0,768863000.0
15,Capital Expenditures,-121599000.0,-116352000.0,-152414000.0,-297159000.0
16,Issuance Of Stock,,,,1775000.0
17,Dividends Paid,,,,-311973000.0
