Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome
2017-09-29,95.3000030517578,95.5199966430664,95.0199966430664,95.51000213623048,84.73536682128906,11438400,JPM,1.0595548490181457,1.154315777683458,1.1769808383140798,1.0206479989635429,0.0389068500546028,0.064055388961012,0.0876876393228769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,95.7699966430664,96.87999725341795,95.45999908447266,96.83999633789062,85.91531372070312,13797200,JPM,1.0482230320114605,1.1311542433007384,1.1896741452782733,1.012478214064533,0.0357448179469275,0.0424466875393387,0.1005432668013395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,96.83000183105467,97.43000030517578,96.7699966430664,97.3499984741211,86.36778259277344,9633500,JPM,1.049654261272439,1.1268900616391757,1.151394412104592,1.0113391723313174,0.0383150889411216,0.0369266866342736,0.0695937698840198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,97.3000030517578,97.44000244140624,96.27999877929688,96.36000061035156,85.4894790649414,12166600,JPM,1.058559462653177,1.144238647558646,1.1622745247618602,1.0126829906128405,0.0458764720403364,0.0557549605370795,0.0723151581651961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,96.0,97.4000015258789,95.5500030517578,97.08999633789062,86.640625,14236200,JPM,1.0380060689528854,1.1414597892245264,1.146832027727683,1.0121464877707815,0.0258595811821038,0.0586593135414137,0.0489102789564237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,97.5500030517578,97.63999938964844,96.47000122070312,96.91999816894533,86.4889144897461,10231900,JPM,1.0188816873267454,1.149581321906887,1.1395662155337625,1.0081446760609294,0.010737011265816,0.0546380990798509,0.0389931490979988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,96.95999908447266,97.06999969482422,96.13999938964844,96.41000366210938,86.03382873535156,7765100,JPM,1.012757805393209,1.174742427389185,1.1707443343425596,1.0143616235707735,-0.0016038181775646,0.0710270024365324,0.0722621881658627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,96.45999908447266,97.18000030517578,96.23999786376952,97.12999725341795,86.67631530761719,10631500,JPM,1.005147947713012,1.161895011617981,1.1594657013857603,1.008797349947511,-0.0036494022344988,0.0690443354740353,0.0701683886918047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,96.83000183105467,97.01000213623048,96.13999938964844,96.83999633789062,86.41753387451172,14283600,JPM,1.0069185627618595,1.172848062213564,1.1573040294540822,1.0091988628593096,-0.00228030009745,0.0716158544708576,0.0692069792610885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,97.3000030517578,97.5,95.62000274658205,95.98999786376952,85.65902709960938,18251600,JPM,1.019481095524382,1.1860610109107104,1.1620789133823202,1.0112728774332036,0.0082082180911784,0.0873760850873577,0.0860438124171907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,95.4800033569336,96.70999908447266,94.95999908447266,95.86000061035156,85.54299926757812,13190600,JPM,1.0147090354050714,1.185048338020451,1.1592286394253737,1.0098252549340063,0.0048837804710648,0.076798839633176,0.0823380355817566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,96.33999633789062,97.9499969482422,96.33999633789062,97.83999633789062,87.30990600585938,12434000,JPM,1.0035773693616608,1.1746277749756988,1.1369048305627705,1.0047827275420922,-0.0012053581804314,0.0595660098339911,0.051310833202564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,98.06999969482422,98.18000030517578,97.31999969482422,97.62000274658205,87.11357879638672,10335700,JPM,1.0087074518457495,1.1760393604884014,1.1322226339448482,1.016827126331923,-0.0081196744861735,0.0550435903190851,0.0452843476300479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,98.1500015258789,98.5500030517578,97.62999725341795,97.98999786376952,87.44376373291016,10158600,JPM,1.0015306991824493,1.1865759496481634,1.1215549998172132,1.016900814218988,-0.0153701150365386,0.0699922255508569,0.0455596553925579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,97.19000244140624,98.1999969482422,97.08999633789062,98.11000061035156,87.55085754394531,9133900,JPM,1.009173396531348,1.1854318595863558,1.120183093218175,1.0195478153138224,-0.0103744187824743,0.0688809572471542,0.0423495519003509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,99.27999877929688,99.88999938964844,98.7300033569336,99.51000213623048,88.80017852783203,15326600,JPM,0.9941713433128706,1.175016927685084,1.095691832191117,1.0187296628598663,-0.0245583195469957,0.0580914019075393,0.0302178229666529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,99.51000213623048,99.98999786376952,99.23999786376952,99.33999633789062,88.6484603881836,9238600,JPM,0.9929533808788132,1.1758137366084158,1.0906514325136276,1.0231439317955078,-0.0301905509166945,0.0615755836437337,0.022194280648039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,99.87999725341795,101.19000244140624,99.76000213623048,100.91999816894533,90.05841064453125,13000800,JPM,0.9742371656849768,1.146548294597758,1.0854893572896822,1.023176662025299,-0.0489394963403225,0.0457554107513635,0.006108536991829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,101.25,101.4499969482422,100.19000244140624,101.0199966430664,90.14765167236328,14632700,JPM,0.9694121438581604,1.1509858001547584,1.0938157301309186,1.028738706809164,-0.0593265629510035,0.0427719786001927,-5.532154385923249e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,101.3499984741211,102.41999816894533,101.31999969482422,101.73999786376952,90.79016876220705,13054400,JPM,0.9962649733627146,1.154696421838263,1.1021617642078614,1.0357335667629224,-0.0394685934002078,0.0503278911508215,0.0111397298870001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,101.43000030517578,102.2300033569336,101.0500030517578,101.7699966430664,90.8169403076172,10400400,JPM,1.019259115635846,1.1287739346504633,1.1258612760991291,1.0327543330408862,-0.0134952174050402,0.0503549810544226,0.0297324773640594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,101.12999725341795,101.93000030517578,100.87000274658205,101.41000366210938,90.49569702148438,8839500,JPM,1.0306673247086444,1.0784613047373963,1.1386246810255607,1.0448229351223306,-0.0141556104136861,0.0323503711649175,0.0282351886306937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,101.37000274658205,101.6999969482422,100.56999969482422,100.61000061035156,89.78176879882812,8690200,JPM,1.0415466648356937,1.1201077407681723,1.1433611299099344,1.0378093145840102,0.0037373502516835,0.066451372353681,0.0357811787815109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,101.0999984741211,101.6999969482422,100.7300033569336,100.91999816894533,90.05841064453125,8418200,JPM,1.059750328190051,1.124236962366411,1.14024923128639,1.0388512590749122,0.0208990691151389,0.0696529440145612,0.0308066250273215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,100.87000274658205,101.7699966430664,100.16000366210938,101.58999633789062,90.65631103515624,8731800,JPM,1.0406536366408967,1.0674474841329742,1.1240768780721642,1.0310647944789963,0.0095888421619003,0.0494011420129747,0.019574866786582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,101.0999984741211,101.52999877929688,100.7300033569336,101.41000366210938,90.49569702148438,7103500,JPM,1.0347105059313144,1.0907525486761656,1.1291601567835037,1.0262436118253355,0.0084668941059786,0.065116143108413,0.0213498380941374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,101.33999633789062,101.69000244140624,100.66000366210938,100.77999877929688,89.9334945678711,8121500,JPM,1.038102649332193,1.114527752212188,1.1324096862144242,1.0311845275729687,0.0069181217592242,0.0784168230097435,0.0266814018783174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,100.55999755859376,100.75,98.25,98.75,88.1219711303711,18822600,JPM,1.0727089623381094,1.1444627132938188,1.1369659532465022,1.0414917955670933,0.0312171667710161,0.0985529032661527,0.025139594151432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,98.2699966430664,98.37000274658205,97.1500015258789,97.63999938964844,87.13143157958984,18524700,JPM,1.0817288853868017,1.1842403273204278,1.1604458162087776,1.0390384642435906,0.042690421143211,0.1232355642226892,0.0457925108074259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,97.12000274658205,98.22000122070312,96.80999755859376,97.62999725341795,87.12252044677734,13697800,JPM,1.0944379977692198,1.1893037792170342,1.1694638990420008,1.0401272810196784,0.0543107167495413,0.1137289264829419,0.0567849062156773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
