Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Intangible Assets,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,65.75,66.0999984741211,65.48999786376953,65.93000030517578,57.55298614501953,1729200,EQR,1.0201730344391955,0.9591393216885606,0.9646469152266464,1.0206479989635429,-0.0004749645243473,-0.1311210670338853,-0.1246462837645565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,66.08999633789062,66.25,65.56999969482422,65.5999984741211,57.264915466308594,1410200,EQR,1.033689092487743,0.9631959276439492,0.9527547064434072,1.012478214064533,0.0212108784232101,-0.1255116281174504,-0.1363761720335266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,65.6500015258789,65.83999633789062,65.16999816894531,65.55000305175781,57.22127151489258,1595900,EQR,1.019832185049639,0.9703886871473092,0.9565846831641658,1.0113391723313174,0.0084930127183215,-0.1195746878575928,-0.1252159590564063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,65.63999938964844,66.55000305175781,65.45999908447266,66.5199966430664,58.06802749633789,1254100,EQR,1.0254059453357058,0.9447228502347068,0.9430943061065148,1.0126829906128405,0.0127229547228653,-0.1437608367868595,-0.1468650604901492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,66.69999694824219,67.19999694824219,66.36000061035156,66.56999969482422,58.11167526245117,1377100,EQR,1.039657463058535,0.9305380786860542,0.9538448722684362,1.0121464877707815,0.0275109752877533,-0.1522623969970584,-0.1440768765028229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,66.47000122070312,66.47000122070312,65.6500015258789,66.41999816894531,57.98072814941406,1327100,EQR,1.0472747429157925,0.9250523379366156,0.94910831419868,1.0081446760609294,0.039130066854863,-0.1698908848904206,-0.1514647522370835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,66.44000244140625,66.56999969482422,66.11000061035156,66.44000244140625,57.998191833496094,1251100,EQR,1.0591508955807196,0.91658180893059,0.9292275957489268,1.0143616235707735,0.044789272009946,-0.1871336160220625,-0.1692545504277701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,66.54000091552734,66.94000244140625,66.27999877929688,66.4000015258789,57.96327209472656,1356200,EQR,1.0524095074053337,0.9209288039716944,0.9207497944681324,1.008797349947511,0.0436121574578227,-0.1719218721722512,-0.1685475182258231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,66.4000015258789,66.83000183105469,66.36000061035156,66.47000122070312,58.02437973022461,1017200,EQR,1.041823203508205,0.9226884577564686,0.9243706241042926,1.0091988628593096,0.0326243406488953,-0.1785437499862378,-0.163726426088701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,66.4800033569336,67.2699966430664,66.33999633789062,67.2300033569336,58.68781280517578,1343600,EQR,1.0434328796909234,0.9062612246564076,0.9184597408665178,1.0112728774332036,0.0321600022577197,-0.192423701166945,-0.1575753600986116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,67.61000061035156,67.72000122070312,67.23999786376953,67.48999786376953,58.91476821899414,1250600,EQR,1.0368946746383567,0.9030686888429555,0.9088935469624004,1.0098252549340063,0.0270694197043501,-0.2051808095443195,-0.1679970568812165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,67.41000366210938,67.54000091552734,66.9000015258789,67.2699966430664,58.72272491455078,1654000,EQR,1.0261633734598516,0.9166599431849556,0.9242639086749804,1.0047827275420922,0.0213806459177594,-0.198401821956752,-0.161330088685226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
