Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Other Current Assets,Deferred Long Term Asset Charges,Long Term Investments,Short Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Net Borrowings
2017-09-29,58.48535537719727,59.472801208496094,58.368202209472656,59.23849487304688,58.33789443969727,1267776,FTV,1.020765610041085,1.0498914890666136,1.053689780420742,1.0206479989635429,0.000117611077542,-0.0403688996558324,-0.035603418570461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,59.4393310546875,59.87447738647461,59.330543518066406,59.87447738647461,58.964202880859375,1068091,FTV,1.0183091123361208,1.0268480942623694,1.0466983741852942,1.012478214064533,0.0058308982715877,-0.0618594614990302,-0.0424325042916395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,60.03347396850586,60.17573165893555,59.648536682128906,59.81589889526367,58.906524658203125,1082312,FTV,1.0256014897559849,1.0257531541267475,1.0470224955433212,1.0113391723313174,0.0142623174246674,-0.0642102208781545,-0.0347781466772509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,59.7740592956543,60.20083618164063,59.69874572753906,60.17573165893555,59.260887145996094,1263832,FTV,1.0240578527579798,1.0269969795722993,1.0485637937735752,1.0126829906128405,0.0113748621451392,-0.0614867074492671,-0.0413955728230888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,60.25941467285156,60.25941467285156,59.53137969970703,59.891212463378906,58.98069381713867,1516336,FTV,1.0180243942428373,1.0212467342132214,1.0741232621680976,1.0121464877707815,0.0058779064720557,-0.0615537414698912,-0.0237984866031615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,59.799163818359375,60.15062713623047,59.65690231323242,59.87447738647461,58.964202880859375,1255706,FTV,1.0268345082833068,1.0311849975596994,1.0801646517150163,1.0081446760609294,0.0186898322223774,-0.0637582252673367,-0.0204084147207472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,60.05020904541016,60.3347282409668,59.81589889526367,60.167362213134766,59.25264739990234,775675,FTV,1.0121001297518544,1.036745771476301,1.0697507314556378,1.0143616235707735,-0.0022614938189191,-0.0669696534763515,-0.0287314147210591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,60.46025085449219,60.51045989990234,59.74895477294922,60.18410110473633,59.26913070678711,1167157,FTV,1.0098720818698688,1.0297767651729444,1.0690353836221258,1.008797349947511,0.0010747319223578,-0.0630739109710012,-0.0202619290718297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,60.30125427246094,60.71129608154297,60.12552261352539,60.5439338684082,59.62349319458008,1181855,FTV,1.0041464647883187,1.0340328859846626,1.0565885693362502,1.0091988628593096,-0.0050523980709908,-0.0671993217580437,-0.0315084808567434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,60.66108703613281,61.09623336791992,60.47698593139648,60.99581527709961,60.068504333496094,1169188,FTV,0.9960213628365948,1.0225272785905883,1.0040890102103326,1.0112728774332036,-0.0152515145966087,-0.0761576472327643,-0.0719460907547968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,61.23849487304688,61.26359939575195,60.41004180908203,60.5439338684082,59.62349319458008,861834,FTV,1.004422921366114,1.0315424735128558,0.999812603259347,1.0098252549340063,-0.0054023335678925,-0.0767070248744192,-0.07707800058427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,60.61924743652344,60.83681869506836,60.167362213134766,60.26778030395508,59.351539611816406,1311154,FTV,0.9976395766984923,1.0312656303728152,1.0053676893560817,1.0047827275420922,-0.0071431508435998,-0.0837961347688924,-0.0802263080041247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,60.3179931640625,60.48535537719727,59.81589889526367,59.82426834106445,58.91475677490234,1575249,FTV,1.0132885914731469,1.0509526260752455,0.9993672037632372,1.016827126331923,-0.0035385348587761,-0.0700431440940707,-0.0875710825515631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
