,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,-79500000.0,43900000.0,34100000.0,-43300000.0
Total Cashflows From Investing Activities,-148400000.0,-4054600000.0,-1966600000.0,-1669700000.0
Net Borrowings,-2123000000.0,2976700000.0,-374800000.0,682100000.0
Total Cash From Financing Activities,-696100000.0,2802900000.0,879100000.0,599700000.0
Change To Operating Activities,207800000.0,148200000.0,14500000.0,35500000.0
Net Income,1613300000.0,738900000.0,2913800000.0,1044500000.0
Change In Cash,619600000.0,26800000.0,216300000.0,158900000.0
Effect Of Exchange Rate,27400000.0,7100000.0,-40600000.0,52500000.0
Total Cash From Operating Activities,1436700000.0,1271400000.0,1344400000.0,1176400000.0
Depreciation,384000000.0,341500000.0,174200000.0,158300000.0
Other Cashflows From Investing Activities,-37600000.0,-40300000.0,881900000.0,-23500000.0
Dividends Paid,-163400000.0,-162800000.0,-131500000.0,-97200000.0
Change To Inventory,-7300000.0,93500000.0,-34100000.0,17500000.0
Change To Account Receivables,82400000.0,-204900000.0,-36000000.0,-55400000.0
Other Cashflows From Financing Activities,1590300000.0,-11000000.0,5000000.0,14800000.0
Change To Netincome,-764000000.0,110300000.0,-1722100000.0,19300000.0
Capital Expenditures,-75700000.0,-74500000.0,-69900000.0,-111100000.0
