Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,146.6999969482422,147.41000366210938,145.52000427246094,146.10000610351562,140.2279815673828,1292900,AON,0.98419474425464,0.9292314097276152,0.9633796848981516,1.0206479989635429,-0.0364532547089028,-0.1610289789948308,-0.1259135140930513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,146.27999877929688,147.52000427246094,145.55999755859375,147.2899932861328,141.37010192871094,930900,AON,0.9722277718827252,0.9295515482149648,0.9662419098632236,1.012478214064533,-0.0402504421818077,-0.1591560075464348,-0.1228889686137102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,146.97999572753906,147.50999450683594,146.4499969482422,147.30999755859375,141.38931274414062,712800,AON,0.9456903613066568,0.9294934540890494,0.968976019011255,1.0113391723313174,-0.0656488110246605,-0.1604699209158526,-0.1128246232093171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,147.2899932861328,147.2899932861328,146.02999877929688,146.64999389648438,140.75587463378906,785700,AON,0.9477586885555837,0.936000642631093,0.9853986800695576,1.0126829906128405,-0.0649243020572568,-0.1524830443904734,-0.1045606865271064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,146.86000061035156,147.2100067138672,146.5,146.63999938964844,140.74627685546875,1394100,AON,0.9583511312075914,0.9342869235602804,0.9875222627013942,1.0121464877707815,-0.0537953565631901,-0.1485135521228322,-0.1103994860698649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,147.1199951171875,147.1999969482422,146.5,146.83999633789062,140.93826293945312,752200,AON,0.9572510455766398,0.9235245270680656,0.9869985806358016,1.0081446760609294,-0.0508936304842896,-0.1714186957589705,-0.1135744857999619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,146.8300018310547,147.8699951171875,146.75999450683594,147.35000610351562,141.42774963378906,555000,AON,0.9584280661747626,0.9290364929624284,0.9878114396669446,1.0143616235707735,-0.0559335573960109,-0.1746789319902242,-0.1106707065097523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,147.32000732421875,147.64999389648438,147.0,147.6300048828125,141.6964874267578,830300,AON,0.9741987617998752,0.913624928805808,0.9806276417500726,1.008797349947511,-0.0345985881476357,-0.1792257473381375,-0.108669670943883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,147.66000366210938,147.80999755859375,146.94000244140625,147.77000427246094,141.8308563232422,801100,AON,0.9718507541720964,0.9260569119379642,0.9779300264539308,1.0091988628593096,-0.0373481086872131,-0.1751752958047421,-0.1101670237390628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,147.58999633789062,149.5,147.5500030517578,149.24000549316406,143.24179077148438,1461400,AON,0.9531424467488342,0.9073963722373618,0.9585324901406064,1.0112728774332036,-0.0581304306843694,-0.1912885535859908,-0.117502610824523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,149.52000427246094,150.1199951171875,148.92999267578125,149.3800048828125,143.37615966796875,694400,AON,0.963322690846397,0.907217202515884,0.955211838702468,1.0098252549340063,-0.0465025640876095,-0.201032295871391,-0.121678765141149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,149.9499969482422,150.16000366210938,148.88999938964844,149.9499969482422,143.9232177734375,521700,AON,0.9549143185987672,0.9091171346687372,0.961836280840258,1.0047827275420922,-0.049868408943325,-0.2059446304729704,-0.1237577165199484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,150.0399932861328,150.14999389648438,148.5,149.1999969482422,143.20339965820312,852000,AON,0.9492990820010446,0.9233627399020008,0.9715885322267138,1.016827126331923,-0.0675280443308784,-0.1976330302673155,-0.1153497540880864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,149.25,149.9600067138672,148.83999633789062,149.60000610351562,143.58729553222656,998200,AON,0.946090901758391,0.930342884487229,0.9598285338460004,1.016900814218988,-0.0708099124605969,-0.1862408396100774,-0.1161668105786548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,149.32000732421875,150.86000061035156,148.9199981689453,150.82000732421875,144.75830078125,637300,AON,0.9442205445836775,0.9276027524328336,0.9546701339112544,1.0195478153138224,-0.0753272707301448,-0.1889481499063678,-0.1231634074065697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,151.64999389648438,151.85000610351562,150.97999572753906,151.5399932861328,145.4493408203125,773200,AON,0.935699098043593,0.9491286767081738,0.929716513599005,1.0187296628598663,-0.0830305648162733,-0.1677968490693707,-0.1357574956254591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,151.66000366210938,152.47000122070312,151.27999877929688,151.94000244140625,145.83328247070312,650300,AON,0.918719767968669,0.9391739115422404,0.9286619798625768,1.0231439317955078,-0.1044241638268387,-0.1750642414224417,-0.1397951720030117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,151.91000366210938,152.77999877929688,151.85000610351562,152.3800048828125,146.2555694580078,790500,AON,0.9120540886520144,0.9325806298483934,0.9226073434494818,1.023176662025299,-0.1111225733732849,-0.1682122539980011,-0.1567734768483714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,151.89999389648438,152.33999633789062,150.8800048828125,151.64999389648438,145.55491638183594,928300,AON,0.9130728129432092,0.9422392310710658,0.932896827547542,1.028738706809164,-0.1156658938659548,-0.1659745904834998,-0.1609244347377625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,152.14999389648438,152.14999389648438,149.8000030517578,151.2100067138672,145.13259887695312,1510200,AON,0.9277960891182276,0.9603354287114108,0.9392108005017132,1.0357335667629224,-0.1079374776446947,-0.1440331019760306,-0.1518112338191479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,146.75,147.97999572753906,144.91000366210938,146.17999267578125,140.30474853515625,1738700,AON,0.9633561109001272,0.9872608105351032,0.974148919000867,1.0327543330408862,-0.0693982221407589,-0.0911581430609375,-0.1219798797342026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,143.47000122070312,145.52999877929688,143.0,143.4499969482422,137.68446350097656,1532600,AON,0.9799430119106236,0.9832789352086584,1.0134142882933264,1.0448229351223306,-0.0648799232117069,-0.0628319983638203,-0.0969752041015405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
