Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Deferred Long Term Asset Charges,Long Term Investments,Short Term Investments,Net Income,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Issuance Of Stock,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Investments,Change To Operating Activities,Other Cashflows From Investing Activities
2017-09-29,47.59819412231445,47.7381477355957,47.26862335205078,47.58916473388672,46.368839263916016,2230727,TNL,1.0136609398704914,1.0979035258080152,1.0576796335890322,1.0206479989635429,-0.0069870590930514,0.0076431370855691,-0.0316135654021707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,47.56207656860352,48.13092422485352,47.28216552734375,47.864559173583984,46.63717269897461,2030269,TNL,1.0113187391595788,1.0605546287704013,1.056687433106856,1.012478214064533,-0.0011594749049541,-0.0281529269909983,-0.0324434453700777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,47.85552978515625,48.05868911743164,47.25959396362305,47.53047561645508,46.31165313720703,1984418,TNL,1.020706617172098,1.081497014659084,1.0454028319841928,1.0113391723313174,0.0093674448407805,-0.0084663603458179,-0.0363978102363793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,47.643341064453125,48.09932327270508,47.53498840332031,47.81038284301758,46.58438491821289,1320140,TNL,1.0284232068004295,1.0705382335814564,1.0555242516326604,1.0126829906128405,0.015740216187589,-0.01794545344011,-0.0344351149640036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,47.851016998291016,48.361175537109375,47.74717712402344,48.22573471069336,46.98908996582031,1440415,TNL,1.0207824250676332,1.05513947660593,1.065062590173591,1.0121464877707815,0.0086359372968516,-0.0276609990771825,-0.032859158597668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,48.22121810913086,48.41083526611328,47.80587005615234,48.32957077026367,47.09025955200195,3438788,TNL,1.015226544702878,1.0919197639680216,1.072676427560967,1.0081446760609294,0.0070818686419487,-0.0030234588590145,-0.0278966388747965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,48.41083526611328,48.72234725952149,48.08126449584961,48.71331787109375,47.46416473388672,2526208,TNL,1.011028780032479,1.092956481386377,1.0574608079472476,1.0143616235707735,-0.0033328435382944,-0.0107589435662756,-0.0410213382294493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,48.73589324951172,49.23250579833984,48.55078887939453,49.06997680664063,47.81168365478516,2466846,TNL,0.983899129583918,1.0771920412627038,1.0556627789134854,1.008797349947511,-0.0248982203635929,-0.0156586348812417,-0.0336345337804702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,49.19187545776367,49.521446228027344,48.98419952392578,49.196388244628906,47.934852600097656,3905045,TNL,0.973387202154668,1.0748829723518551,1.0618519232388397,1.0091988628593096,-0.0358116607046415,-0.0263492353908512,-0.0262451269541539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,49.00225830078125,49.55756378173828,48.87584686279297,49.51241683959961,48.24277877807617,2247782,TNL,0.9692713944627608,1.119084446317594,1.0560772479145506,1.0112728774332036,-0.0420014829704428,0.0203995204942413,-0.0199578530505788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
