Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Intangible Assets,Other Current Assets,Good Will,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Net Borrowings,Issuance Of Stock
2017-09-29,70.19999694824219,70.3499984741211,66.94000244140625,67.4000015258789,67.4000015258789,1471400,W,1.0370919872908326,1.1765578821435156,1.0040058848212747,1.0206479989635429,0.0164439883272897,0.0862974934210696,-0.0852873141699281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,67.33000183105469,69.33999633789062,67.11000061035156,68.45999908447266,68.45999908447266,1305600,W,1.086912133467823,1.1795209038837808,0.989190799391387,1.012478214064533,0.0744339194032899,0.0908133481223811,-0.0999400790855468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,70.06999969482422,72.97000122070312,70.05999755859375,72.80000305175781,72.80000305175781,1969900,W,0.8631867790982266,1.140796697394541,0.9177197082133992,1.0113391723313174,-0.1481523932330908,0.0508333223896388,-0.1640809340071729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,72.0999984741211,74.5,71.58999633789062,73.02999877929688,73.02999877929688,1374300,W,0.9242777095477022,1.1125565022333452,0.901821192814015,1.0126829906128405,-0.0884052810651383,0.0240728152117788,-0.188138173782649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,73.0,73.5,70.8499984741211,71.16999816894531,71.16999816894531,1601800,W,0.8999579134414777,1.1656597051968431,0.958830962757362,1.0121464877707815,-0.1121885743293038,0.0828592295137304,-0.1390907860138971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,70.68000030517578,71.66999816894531,68.05999755859375,68.98999786376953,68.98999786376953,1588000,W,0.8734599244447733,1.2377156404362124,1.0100014851829502,1.0081446760609294,-0.1346847516161561,0.1427724176091762,-0.0905715812528134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,68.83999633789062,69.26899719238281,68.16000366210938,68.27999877929688,68.27999877929688,805000,W,0.8472466243168965,1.2533685319426708,1.012302343033138,1.0143616235707735,-0.167114999253877,0.1496531069900182,-0.086179803143559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,69.2699966430664,69.2699966430664,65.11000061035156,65.94999694824219,65.94999694824219,2048600,W,0.8789993010340578,1.2812737514804728,1.0600455935877453,1.008797349947511,-0.1297980489134531,0.1884230753365272,-0.0292517191062102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,66.27999877929688,66.70999908447266,65.29000091552734,66.22000122070312,66.22000122070312,1719900,W,0.9297795010546585,1.2920567197429187,1.106010216153117,1.0091988628593096,-0.0794193618046511,0.1908245120002123,0.0179131659601232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,65.87999725341797,69.41000366210938,65.86000061035156,69.18000030517578,69.18000030517578,1587000,W,0.9040185117034228,1.236773593251813,0.9940733787178272,1.0112728774332036,-0.1072543657297807,0.1380886674284602,-0.0819617222473022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,69.63999938964844,72.2699966430664,69.4749984741211,71.41999816894531,71.41999816894531,1919500,W,0.908709089747619,1.229907569167161,0.9446934045153796,1.0098252549340063,-0.1011161651863875,0.121658070779886,-0.1321971993282373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,71.37000274658203,71.44999694824219,67.74800109863281,69.7300033569336,69.7300033569336,2346100,W,0.9099383007075434,1.2998708594015242,0.971604714446974,1.0047827275420922,-0.0948444268345487,0.1848090942598166,-0.1139892829132324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,69.55000305175781,69.55000305175781,67.45999908447266,67.76000213623047,67.76000213623047,1736100,W,0.972550168953477,1.3308736343288514,0.983028313317245,1.016827126331923,-0.044276957378446,0.2098778641595351,-0.1039099729975552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,65.77999877929688,68.58000183105469,64.80999755859375,67.12999725341797,67.12999725341797,3130500,W,0.9889766439141056,1.353195293528266,0.9280500787431284,1.016900814218988,-0.0279241703048823,0.2366115694309596,-0.1479452656815268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,67.3499984741211,68.5199966430664,66.62000274658203,67.1500015258789,67.1500015258789,1527700,W,0.9930007265819348,1.3575577303148276,0.9705137258087698,1.0195478153138224,-0.0265470887318876,0.2410068279756261,-0.1073198155090543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,67.5199966430664,68.70999908447266,67.08000183105469,68.04000091552734,68.04000091552734,1683100,W,1.0007347945574745,1.371252230986756,1.0886243194908714,1.0187296628598663,-0.0179948683023918,0.2543267052092115,0.0231503102664072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,67.83000183105469,67.87000274658203,65.20999908447266,67.0999984741211,67.0999984741211,3014400,W,1.017138622235922,1.406259355531044,1.1351713845168314,1.0231439317955078,-0.0060053095595857,0.292021202566362,0.0667142326512428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,67.38999938964844,67.38999938964844,65.80000305175781,66.44999694824219,66.44999694824219,1068400,W,1.0391272569288568,1.3992476693318074,1.2058690885393286,1.023176662025299,0.0159505949035574,0.2984547854854129,0.1264882682414754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,66.76000213623047,66.822998046875,64.41000366210938,64.5199966430664,64.5199966430664,1305900,W,1.0657161455946806,1.4260695431409058,1.273403718797909,1.028738706809164,0.0369774387855166,0.3178557215863402,0.1795824565126045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,64.62999725341797,64.83000183105469,63.59999847412109,63.83000183105469,63.83000183105469,1411300,W,1.0977596378625456,1.437098554371417,1.3242988618899143,1.0357335667629224,0.0620260710996232,0.3327300236839756,0.2332768275690531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,64.5999984741211,70.05999755859375,64.44000244140625,67.55000305175781,67.55000305175781,3117700,W,1.0047372269484434,1.343893333501997,1.2322723035258756,1.0327543330408862,-0.0280171060924427,0.2654743799059562,0.1361435047908059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,67.55000305175781,71.76000213623047,67.52999877929688,69.66000366210938,69.66000366210938,2212100,W,1.0047372119482052,1.2815100768021297,1.2008325743367596,1.0448229351223306,-0.0400857231741254,0.2353991432296509,0.0904430819418926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,69.48999786376953,70.0,68.69000244140625,69.9000015258789,69.9000015258789,1643600,W,1.0047210561352065,1.316022830553334,1.2118740663132987,1.0378093145840102,-0.0330882584488037,0.2623664621388426,0.1042941151848753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,70.5999984741211,74.5,70.18000030517578,74.41000366210938,74.41000366210938,4635500,W,0.9662679476857948,1.2247008838654665,1.1252519719948637,1.0388512590749122,-0.0725833113891173,0.1701168655136167,0.0158093657357951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,59.2400016784668,63.39500045776367,56.540000915527344,62.84000015258789,62.84000015258789,14186600,W,1.1549968436476157,1.4159771346415122,1.346117061306325,1.0310647944789963,0.1239320491686193,0.3979307925215127,0.2416150500207428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,62.505001068115234,69.44000244140625,61.68999862670898,67.5,67.5,6132900,W,1.0928888391565394,1.3434074119285302,1.2600000452112268,1.0262436118253355,0.0666452273312037,0.3177710063607777,0.1521897265218605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
