Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Effect Of Exchange Rate
2017-09-29,46.43000030517578,47.27000045776367,45.93999862670898,47.119998931884766,47.119998931884766,1792900,EXAS,1.1670204355895395,1.19142616006428,0.8989813576096615,1.0206479989635429,0.1463724366259966,0.1011657713418339,-0.1903118413815414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,47.02000045776367,47.93999862670898,46.56999969482422,47.93999862670898,47.93999862670898,1373500,EXAS,1.1057571931593582,1.2000417277284816,0.952023377076629,1.012478214064533,0.0932789790948251,0.1113341719670819,-0.1371075014003048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,49.08000183105469,50.650001525878906,48.5099983215332,49.119998931884766,49.119998931884766,2992100,EXAS,1.1192996892869986,1.0160830808775636,0.9153094475189052,1.0113391723313174,0.1079605169556812,-0.0738802941273384,-0.1664911947016669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,49.060001373291016,49.25,47.18000030517578,47.9900016784668,47.9900016784668,1728100,EXAS,1.1817044613673882,1.093352769025772,0.9351948218049964,1.0126829906128405,0.1690214707545476,0.0048690820042056,-0.1547645447916676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,48.56999969482422,48.7400016784668,47.369998931884766,48.130001068115234,48.130001068115234,1214200,EXAS,1.210887128317679,1.1211302282770907,0.9906503064003136,1.0121464877707815,0.1987406405468974,0.038329752593978,-0.1072714423709455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,48.130001068115234,49.02000045776367,48.04999923706055,48.630001068115234,48.630001068115234,1173600,EXAS,1.2440879841902257,1.1322229110414657,0.9829323090103964,1.0081446760609294,0.2359433081292963,0.0372796882144295,-0.1176407574253671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,48.630001068115234,48.91999816894531,47.75,47.9900016784668,47.9900016784668,1353100,EXAS,1.2608876058590377,1.0964783724001297,0.9752031173205772,1.0143616235707735,0.2465259822882641,-0.0072370525525229,-0.1232790288561197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,48.13999938964844,48.84000015258789,47.88999938964844,48.59999847412109,48.59999847412109,1212800,EXAS,1.217695517761969,1.089506222744733,0.977777817895766,1.008797349947511,0.2088981678144581,-0.0033444533992126,-0.1115194947981895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,48.54999923706055,49.02999877929688,48.16999816894531,48.90999984741211,48.90999984741211,1038800,EXAS,1.2343078945047066,0.9748517778353376,0.9957064182145204,1.0091988628593096,0.2251090316453969,-0.1263804299073687,-0.0923906319784731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,48.709999084472656,49.119998931884766,47.97999954223633,48.06999969482422,48.06999969482422,1225500,EXAS,1.2111504387417704,1.014978182343959,0.9762845975268192,1.0112728774332036,0.1998775613085668,-0.0837067434793936,-0.0997505034383102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
