,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,295000000.0,265000000.0,-15000000.0,149000000.0
Total Cashflows From Investing Activities,-1694000000.0,-348000000.0,-326000000.0,-236000000.0
Net Borrowings,-221000000.0,-540000000.0,-540000000.0,1091000000.0
Total Cash From Financing Activities,-354000000.0,-806000000.0,-101000000.0,986000000.0
Change To Operating Activities,-34000000.0,-270000000.0,2000000.0,-61000000.0
Net Income,380000000.0,-70000000.0,-30000000.0,-20000000.0
Change In Cash,-582000000.0,-777000000.0,110000000.0,1142000000.0
Repurchase Of Stock,-1000000.0,-13000000.0,-2000000.0,-2000000.0
Total Cash From Operating Activities,1466000000.0,377000000.0,537000000.0,392000000.0
Depreciation,649000000.0,478000000.0,400000000.0,401000000.0
Other Cashflows From Investing Activities,-31000000.0,-24000000.0,-23000000.0,-24000000.0
Dividends Paid,-122000000.0,-91000000.0,-91000000.0,-91000000.0
Change To Inventory,-12000000.0,-90000000.0,-33000000.0,-21000000.0
Change To Account Receivables,-263000000.0,-330000000.0,-62000000.0,-97000000.0
Other Cashflows From Financing Activities,-10000000.0,-168000000.0,-11000000.0,-18000000.0
Change To Netincome,451000000.0,394000000.0,275000000.0,41000000.0
Capital Expenditures,-729000000.0,-464000000.0,-305000000.0,-263000000.0
Issuance Of Stock,,6000000.0,3000000.0,6000000.0
