Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Accounts Payable,Long Term Debt,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Change To Netincome,Capital Expenditures
2017-09-29,50.40999984741211,50.720001220703125,50.040000915527344,50.34000015258789,46.4726791381836,997500,RHI,1.0284068158562083,1.1169020336819908,1.1680730790490712,1.0206479989635429,0.0077588168926654,0.0266416449595447,0.0787798800578682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,50.2599983215332,51.5,50.0,51.15999984741211,47.22967147827149,1398800,RHI,1.0076233091497238,1.105478930375031,1.1623718648975545,1.012478214064533,-0.0048549049148092,0.0167713746136313,0.0732409864206207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,51.15999984741211,51.7599983215332,51.0099983215332,51.380001068115234,47.43278503417969,1298200,RHI,1.009147176099506,1.109737321681617,1.150322818801662,1.0113391723313174,-0.0021919962318113,0.019773946676715,0.0685221765810899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,51.310001373291016,51.61000061035156,50.970001220703125,51.459999084472656,47.50663375854492,1162300,RHI,1.017100545955504,1.105279775396294,1.1624598840220952,1.0126829906128405,0.0044175553426635,0.0167960883747275,0.0725005174254311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,51.45000076293945,51.61000061035156,50.880001068115234,51.16999816894531,47.23891067504883,725800,RHI,1.02110608260399,1.0950562273017654,1.1775294775738838,1.0121464877707815,0.0089595948332084,0.0122557516186527,0.0796077288026246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,51.209999084472656,51.380001068115234,50.7599983215332,51.13999938964844,47.211212158203125,568900,RHI,1.0252250783281631,1.1114102980122391,1.1930221193432264,1.0081446760609294,0.0170804022672337,0.0164670751852029,0.0924490529074628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,51.11000061035156,51.31999969482422,50.7599983215332,51.2599983215332,47.32199478149414,621300,RHI,1.028872461876199,1.1043019378119312,1.192197983148487,1.0143616235707735,0.0145108383054255,0.0005865128592785,0.09371583697179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,51.400001525878906,51.43999862670898,51.08000183105469,51.369998931884766,47.42354202270508,535000,RHI,1.0229704523006609,1.089033065774803,1.1505470206760935,1.008797349947511,0.0141731023531499,-0.0038176103691425,0.0612497079821379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,49.5,50.13999938964844,48.52000045776367,48.7400016784668,44.99559020996094,1557200,RHI,1.0853509407626276,1.1770587225921052,1.2084888045466151,1.0091988628593096,0.076152077903318,0.0758265148493988,0.1203917543536214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,48.560001373291016,49.150001525878906,48.209999084472656,48.900001525878906,45.14330291748047,1209100,RHI,1.094682832904317,1.1485601796714326,1.1857524467963028,1.0112728774332036,0.0834099554711134,0.04987525384808,0.1097173458311733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,49.0099983215332,49.380001068115234,48.869998931884766,49.0099983215332,45.24484634399414,1090900,RHI,1.0918179545581972,1.1685249520157597,1.2454893549392043,1.0098252549340063,0.0819926996241906,0.0602754536284846,0.1685987510955873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,49.0099983215332,49.15999984741211,48.65999984741211,49.04999923706055,45.281776428222656,614200,RHI,1.0892968073550675,1.1763769986148678,1.249206046731915,1.0047827275420922,0.0845140798129753,0.0613152334731601,0.1636120493717086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,49.09000015258789,49.36000061035156,48.72999954223633,48.97999954223633,45.21715545654297,363500,RHI,1.1208656819820395,1.1700605716196677,1.26047002861456,1.016827126331923,0.1040385556501164,0.0490648014503514,0.1735317422997597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,49.56999969482422,50.41999816894531,49.52000045776367,50.06999969482422,46.22341537475586,1058700,RHI,1.0964650140449217,1.1520110560277543,1.2245641749808187,1.016900814218988,0.0795641998259337,0.0354273319304478,0.1485688305561634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,49.79999923706055,51.0099983215332,49.52999877929688,50.91999816894531,47.00811767578125,855900,RHI,1.078161821701652,1.1310054876710798,1.2045191325156035,1.0195478153138224,0.0586140063878295,0.0144545853318782,0.1266855911977793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,51.08000183105469,51.869998931884766,50.7400016784668,51.650001525878906,47.68202590942383,1338600,RHI,1.0669894941076712,1.1383555433204553,1.2056680088742344,1.0187296628598663,0.0482598312478048,0.0214300175429107,0.1401939996497703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,51.59000015258789,51.68999862670898,50.790000915527344,50.84000015258789,46.93425750732422,998700,RHI,1.0784577016652288,1.138119421623088,1.2191199699208377,1.0231439317955078,0.055313769869721,0.023881268658406,0.1506628180552491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,50.90999984741211,51.4900016784668,50.4900016784668,50.86000061035156,46.95272445678711,1799700,RHI,1.080008205794835,1.1335248560431417,1.2313408553119318,1.023176662025299,0.0568315437695357,0.0327319721967471,0.1519600350140786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,51.97999954223633,53.4900016784668,51.2400016784668,51.59000015258789,47.62663269042969,2517500,RHI,1.0690092523561807,1.1268301509102576,1.211178806372685,1.028738706809164,0.0402705455470167,0.018616329355692,0.1173575440873804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,51.84000015258789,53.47999954223633,51.7599983215332,53.2599983215332,49.1683464050293,1134700,RHI,1.0543475705643808,1.1037551088365776,1.189308836934401,1.0357335667629224,0.0186140038014583,-0.0006134218508637,0.0982868026135397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,53.13999938964844,53.5,52.16999816894531,52.84000015258789,48.78061294555664,1166600,RHI,1.0800252120324894,1.0690006564981789,1.2054473317591454,1.0327543330408862,0.0472708789916032,-0.0094182970978617,0.1093185330240757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,52.54999923706055,52.63999938964844,50.900001525878906,51.0,47.08197021484375,1795500,RHI,1.1233232400948416,1.071529224478896,1.2479484301735435,1.0448229351223306,0.078500304972511,0.0254182909064173,0.1375589377786765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,50.970001220703125,52.150001525878906,50.970001220703125,51.77000045776367,47.79281997680664,718100,RHI,1.0879907501244552,1.086632737366287,1.2311416095061212,1.0378093145840102,0.050181435540445,0.0329763689517956,0.1235616583776977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,51.97999954223633,52.09000015258789,51.04999923706055,51.54999923706055,47.58971786499024,856200,RHI,1.1039344839695593,1.09536190501612,1.2305221837704228,1.0388512590749122,0.0650832248946471,0.0407778866642702,0.1210795775113542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,51.56999969482422,51.9900016784668,50.9900016784668,51.84999847412109,47.866661071777344,589200,RHI,1.0322681985387585,1.0123160278349672,1.2216508853472414,1.0310647944789963,0.0012034040597621,-0.0057303142850322,0.1171488740616593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,51.68999862670898,52.43000030517578,51.630001068115234,52.34000015258789,48.31902313232422,925500,RHI,1.0185742091251109,1.0212606566180416,1.2215907861830009,1.0262436118253355,-0.0076694027002248,-0.0043757489497109,0.1137804674936346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,52.0099983215332,52.61000061035156,51.540000915527344,52.25,48.235939025878906,942400,RHI,1.0289786395346945,1.030324176920056,1.231035111613805,1.0311845275729687,-0.0022058880382742,-0.0057867522823884,0.1253068272776982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,52.29999923706055,52.47999954223633,51.540000915527344,52.43000030517578,48.40211868286133,947500,RHI,1.0474758488610594,1.0467095538615223,1.2391287266049695,1.0414917955670933,0.0059840532939661,0.0007997438338562,0.1273023675098994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,52.34999847412109,52.90999984741211,52.150001525878906,52.7400016784668,48.68829727172852,670300,RHI,1.0390338896268962,1.0687422458610965,1.2448587733074674,1.0390384642435906,-4.574616694341671e-06,0.0077374827633578,0.1302054679061157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,52.58000183105469,53.09000015258789,52.31999969482422,52.54999923706055,48.512882232666016,834900,RHI,1.0389682261909527,1.0775760788735964,1.2374518581331455,1.0401272810196784,-0.0011590548287256,0.0020012261395041,0.124772865306822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,52.560001373291016,52.970001220703125,52.22999954223633,52.900001525878906,48.83600616455078,461800,RHI,1.0319038348966487,1.067028790509282,1.2189616113524175,1.0393664161720684,-0.0074625812754196,-0.0088644581311359,0.1056236509974895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,52.75,53.70000076293945,52.59000015258789,53.52999877929688,49.417598724365234,920500,RHI,1.0173205088846549,1.0567224878222108,1.2072669268434115,1.0305050740272153,-0.0131845651425603,-0.0099447269441099,0.0956343660128047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,53.18000030517578,53.709999084472656,52.959999084472656,53.5099983215332,49.39913558959961,784200,RHI,1.0372211312906636,1.0805795537760874,1.2052552312654352,1.043144349882203,-0.0059232185915394,0.015638771333265,0.0916030104271843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,53.380001068115234,53.93000030517578,52.900001525878906,53.43000030517578,49.325294494628906,970900,RHI,1.0408418037281335,1.082952871272427,1.1994706244929558,1.0570826794517585,-0.0162408757236249,0.0150031529988299,0.0888425250623079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,53.77999877929688,55.15999984741211,53.459999084472656,54.900001525878906,50.68235778808594,1357400,RHI,1.0135212985384097,1.0635155180506268,1.181756374116782,1.0412088647392546,-0.0276875662008448,-0.0069636942869912,0.0695416633536338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,54.81999969482422,55.220001220703125,54.2400016784668,54.900001525878906,50.68235778808594,1202500,RHI,1.0221196988486294,1.0603903665762562,1.1758475564944837,1.0392013474275237,-0.0170816485788942,-0.0149306811027092,0.0759081845768079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,54.900001525878906,55.040000915527344,54.540000915527344,54.900001525878906,50.68235778808594,1121800,RHI,1.0221196988486294,1.0557942013879795,1.1841568571487924,1.0381241126825425,-0.016004413833913,-0.0019153592408791,0.0769889053596606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,54.9900016784668,55.119998931884766,54.5,55.11000061035156,50.876220703125,1077500,RHI,1.01476220553868,1.045178278364021,1.1925207334600194,1.03199537924298,-0.0172331737043001,0.0025767385605743,0.0869512682406148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
