Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,966.0,975.8099975585938,966.0,973.719970703125,973.719970703125,2031100,GOOGL,1.0609210760220311,1.125333815403185,1.0527257213935464,1.0206479989635429,0.0402730770584882,0.0350734266807388,-0.0365674775976565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,975.6500244140624,977.739990234375,961.9500122070312,967.469970703125,967.469970703125,1539100,GOOGL,1.0776561621113785,1.1476222236185565,1.0721676852756803,1.012478214064533,0.0651779480468455,0.0589146678571568,-0.0169631932012535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,967.5599975585938,972.4400024414062,962.7100219726562,972.0800170898438,972.0800170898438,1083300,GOOGL,1.0729260476164375,1.146212185570028,1.0657970751874275,1.0113391723313174,0.06158687528512,0.0562488105651259,-0.0160035670331446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,971.760009765625,974.4000244140624,965.6099853515624,966.780029296875,966.780029296875,1057800,GOOGL,1.0860691764578727,1.1510271264827594,1.0820454952371643,1.0126829906128405,0.0733861858450322,0.062543439461193,-0.0079138713594997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,972.7899780273438,986.510009765625,970.27001953125,985.1900024414062,985.1900024414062,1780900,GOOGL,1.0583542779840078,1.126828339606971,1.0955856054941615,1.0121464877707815,0.0462077902132262,0.0440278639238582,-0.0023361432770976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,980.0,994.260009765625,978.510009765625,993.6400146484376,993.6400146484376,1553000,GOOGL,1.0591260407530854,1.1191679405358714,1.0822732567074849,1.0081446760609294,0.0509813646921559,0.0242247177088352,-0.0182998097282787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,995.0,1000.4600219726562,991.5,992.3099975585938,992.3099975585938,1295500,GOOGL,1.0664913602263797,1.1394121062932252,1.0978927490928008,1.0143616235707735,0.0521297366556061,0.0356966813405725,-0.0005893970838961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,995.2999877929688,997.469970703125,981.1099853515624,987.7999877929688,987.7999877929688,1163400,GOOGL,1.0606600360909448,1.144664876639841,1.0906255918225989,1.008797349947511,0.0518626861434339,0.0518142004958954,0.0013282791286433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,989.0399780273438,1007.5700073242188,987.9400024414062,1005.6500244140624,1005.6500244140624,1815000,GOOGL,1.0382836961819115,1.132700191848182,1.0677770919554253,1.0091988628593096,0.0290848333226019,0.0314679841054756,-0.0203199582375683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,1003.8400268554688,1011.5399780273438,1001.0999755859376,1005.6500244140624,1005.6500244140624,1530700,GOOGL,1.035350197280138,1.1295877722122991,1.0168945356952328,1.0112728774332036,0.0240773198469343,0.0309028463889464,-0.0591405652698966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,1009.1099853515624,1014.760009765625,1007.0599975585938,1007.8699951171876,1007.8699951171876,1327600,GOOGL,1.0335063249177523,1.134570932302675,1.0150019300013284,1.0098252549340063,0.0236810699837457,0.0263214339153998,-0.0618886738422885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,1009.6300048828124,1012.0,1001.52001953125,1009.3499755859376,1009.3499755859376,1071000,GOOGL,1.0268093914383276,1.1533759967684956,1.0336454984190178,1.0047827275420922,0.0220266638962354,0.0383142316267879,-0.0519484989411886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,1007.4400024414062,1014.5599975585938,1006.0499877929688,1011.0,1011.0,1013000,GOOGL,1.0370622855619436,1.1633729415878462,1.0202274492303411,1.016827126331923,0.0202351592300205,0.0423771714185299,-0.0667108370844591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,1011.0499877929688,1016.3099975585938,1005.3200073242188,1012.739990234375,1012.739990234375,1279800,GOOGL,1.0228588034809458,1.1565555328682462,1.0057665609255908,1.016900814218988,0.0059579892619578,0.0399718087709397,-0.0702287834990644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,1004.75,1007.3200073242188,997.2999877929688,1001.8400268554688,1001.8400268554688,1714200,GOOGL,1.03275972854392,1.1799688402936808,1.038838509244495,1.0195478153138224,0.0132119132300976,0.0634179379544792,-0.0389950320733292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,1007.0499877929688,1008.6500244140624,1002.27001953125,1005.0700073242188,1005.0700073242188,1606000,GOOGL,1.0450018816344162,1.181569492612133,1.0208742091108272,1.0187296628598663,0.0262722187745498,0.0646439668345884,-0.0445998001136369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,1005.1799926757812,1005.7899780273438,983.0999755859376,985.5399780273438,985.5399780273438,1639300,GOOGL,1.0673540063294389,1.2038882307378411,1.0413581099798372,1.0231439317955078,0.0442100745339311,0.089650077773159,-0.0270990418857512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,986.5,989.260009765625,977.0800170898438,988.489990234375,988.489990234375,1445100,GOOGL,1.0688221731822949,1.1910793298352251,1.0632378783631422,1.023176662025299,0.0456455111569955,0.0902864459888306,-0.0161429419347109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,986.27001953125,994.4299926757812,977.719970703125,991.4600219726562,991.4600219726562,1528700,GOOGL,1.0812438081292504,1.1924030666924157,1.0685856589855711,1.028738706809164,0.0525051013200863,0.08418924513785,-0.0252356032997334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,998.469970703125,1006.510009765625,990.469970703125,991.4199829101562,991.4199829101562,2369800,GOOGL,1.0724920390865842,1.191815765455869,1.067751290137394,1.0357335667629224,0.0367584723236618,0.0874472347684276,-0.0232707441834671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,1030.989990234375,1063.6199951171875,1026.8499755859375,1033.6700439453125,1033.6700439453125,5184100,GOOGL,1.0035891152686789,1.082743915940634,1.0534792582510857,1.0327543330408862,-0.0291652177722072,0.0043249623445933,-0.0426495404839839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,1029.1600341796875,1039.8299560546875,1022.3300170898438,1033.1300048828125,1033.1300048828125,2340200,GOOGL,1.0029425522907398,1.0283217113309413,1.070020196372593,1.0448229351223306,-0.0418803828315907,-0.0177892222415374,-0.0403692960222739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,1033.0,1041.0,1026.300048828125,1033.0400390625,1033.0400390625,1516300,GOOGL,0.9922848171686836,1.0497463919163044,1.0680902609391083,1.0378093145840102,-0.0455244974153266,-0.0039099764981869,-0.0394896901893151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,1036.3199462890625,1047.8599853515625,1034.0,1042.5999755859375,1042.5999755859375,2163100,GOOGL,0.9705256270973152,1.0122866477016277,1.0613850004782823,1.0388512590749122,-0.068325631977597,-0.0422973706502221,-0.0480576057807862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,1039.989990234375,1045.52001953125,1028.6600341796875,1042.969970703125,1042.969970703125,1334700,GOOGL,0.9775928398960207,0.9661927479017464,1.040173759159926,1.0310647944789963,-0.0534719545829756,-0.051853594218253,-0.064328252125656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,1042.75,1050.6600341796875,1037.6500244140625,1049.989990234375,1049.989990234375,1388500,GOOGL,0.9835522055525548,0.9964571369844252,1.0324764768265322,1.0262436118253355,-0.0426914062727808,-0.0291792685833273,-0.0753338418628339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,1049.0999755859375,1052.5899658203125,1042.0,1042.6800537109375,1042.6800537109375,914700,GOOGL,1.0018125335489048,1.0113937202889145,1.037000761563799,1.0311845275729687,-0.0293719940240639,-0.0247172089135299,-0.0687275227723076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,1049.6500244140625,1053.4100341796875,1043.0,1052.3900146484375,1052.3900146484375,1305200,GOOGL,0.9971398343544428,1.0016628816081885,1.0163912615664283,1.0414917955670933,-0.0443519612126505,-0.0442469284194775,-0.0954350975286417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,1050.050048828125,1062.68994140625,1047.050048828125,1058.2900390625,1058.2900390625,1213800,GOOGL,0.9940280375642828,1.0136162219972704,1.0243033287225394,1.0390384642435906,-0.0450104266793077,-0.0473885411004681,-0.0903499766788122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,1048.0,1050.8800048828125,1035.8499755859375,1047.719970703125,1047.719970703125,1794600,GOOGL,1.0010022227861328,1.041652365010424,1.0263334561353348,1.0401272810196784,-0.0391250582335456,-0.0339224877236683,-0.0863455366909886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,1043.8699951171875,1046.6300048828125,1041.219970703125,1044.1500244140625,1044.1500244140625,972100,GOOGL,1.006933860139914,1.0491787333096632,1.0400420778105135,1.0393664161720684,-0.0324325560321543,-0.0267145153307546,-0.0732958825444145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,1040.800048828125,1048.739990234375,1039.260009765625,1041.199951171875,1041.199951171875,940700,GOOGL,1.015626220029052,1.0599212615965043,1.0424990415627626,1.0305050740272153,-0.0148788539981632,-0.0067459531698164,-0.0691335192678441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,1037.719970703125,1042.300048828125,1029.3299560546875,1041.6400146484375,1041.6400146484375,1050600,GOOGL,1.0291463316737206,1.0692273571843345,1.040743386207733,1.043144349882203,-0.0139980182084824,0.0042865747415121,-0.0729088346305177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
