,Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
0,Intangible Assets,1626000000.0,1823000000.0,1445000000.0,1520000000.0
1,Total Liab,97822000000.0,97082000000.0,97072000000.0,86323000000.0
2,Total Stockholder Equity,237565000000.0,230013000000.0,222544000000.0,212920000000.0
3,Other Current Liab,28436000000.0,30087000000.0,27252000000.0,24068000000.0
4,Total Assets,335387000000.0,327095000000.0,319616000000.0,299243000000.0
5,Common Stock,60436000000.0,59436000000.0,58510000000.0,57307000000.0
6,Other Current Assets,6076000000.0,7646000000.0,5490000000.0,5425000000.0
7,Retained Earnings,176939000000.0,170580000000.0,163401000000.0,155567000000.0
8,Other Liab,16134000000.0,16360000000.0,15160000000.0,13237000000.0
9,Good Will,22406000000.0,22341000000.0,21175000000.0,20870000000.0
10,Treasury Stock,190000000.0,-3000000.0,633000000.0,46000000.0
11,Other Assets,4860000000.0,4833000000.0,4608000000.0,3799000000.0
12,Cash,23630000000.0,26622000000.0,26465000000.0,20129000000.0
13,Total Current Liabilities,55741000000.0,55453000000.0,56834000000.0,48200000000.0
14,Deferred Long Term Asset Charges,1153000000.0,1129000000.0,1084000000.0,972000000.0
15,Other Stockholder Equity,190000000.0,-3000000.0,633000000.0,46000000.0
16,Property Plant Equipment,104675000000.0,100204000000.0,96960000000.0,93582000000.0
17,Total Current Assets,175697000000.0,172137000000.0,174296000000.0,164369000000.0
18,Long Term Investments,26123000000.0,25757000000.0,21132000000.0,15103000000.0
19,Net Tangible Assets,213533000000.0,205849000000.0,199924000000.0,190530000000.0
20,Short Term Investments,112233000000.0,108482000000.0,110229000000.0,112467000000.0
21,Net Receivables,32851000000.0,28499000000.0,31384000000.0,25513000000.0
22,Long Term Debt,12837000000.0,12835000000.0,12832000000.0,12828000000.0
23,Inventory,907000000.0,888000000.0,728000000.0,835000000.0
24,Accounts Payable,4708000000.0,4801000000.0,5589000000.0,4391000000.0
25,Short Long Term Debt,,1000000000.0,999000000.0,999000000.0
0,Investments,-3293000000.0,2195000000.0,-1375000000.0,-9372000000.0
1,Change To Liabilities,-133000000.0,-845000000.0,1170000000.0,700000000.0
2,Total Cashflows From Investing Activities,-9074000000.0,-5383000000.0,-7281000000.0,-15197000000.0
3,Net Borrowings,-1042000000.0,-37000000.0,-57000000.0,9802000000.0
4,Total Cash From Financing Activities,-15991000000.0,-13606000000.0,-9270000000.0,546000000.0
5,Change To Operating Activities,4005000000.0,-3967000000.0,5237000000.0,3726000000.0
6,Net Income,18525000000.0,17930000000.0,15227000000.0,11247000000.0
7,Change In Cash,-2992000000.0,157000000.0,6336000000.0,2387000000.0
8,Repurchase Of Stock,-12796000000.0,-11395000000.0,-7904000000.0,-7897000000.0
9,Effect Of Exchange Rate,183000000.0,-143000000.0,210000000.0,35000000.0
10,Total Cash From Operating Activities,21890000000.0,19289000000.0,22677000000.0,17003000000.0
11,Depreciation,2945000000.0,2742000000.0,3726000000.0,3478000000.0
12,Other Cashflows From Investing Activities,23000000.0,30000000.0,-57000000.0,-406000000.0
13,Change To Account Receivables,-3661000000.0,2794000000.0,-5445000000.0,-3601000000.0
14,Other Cashflows From Financing Activities,-2153000000.0,-2174000000.0,-1309000000.0,-1359000000.0
15,Change To Netincome,1291000000.0,-150000000.0,2022000000.0,1522000000.0
16,Capital Expenditures,-5496000000.0,-5942000000.0,-5479000000.0,-5406000000.0
