Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Term Investments,Intangible Assets,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Net Borrowings
2019-10-07,9.68000030517578,9.68000030517578,9.68000030517578,9.68000030517578,9.68000030517578,186900,CHPT,1.0113636005381563,1.0299586728006578,1.03791318332536,1.0501054432696155,-0.0387418427314592,-0.0801418670202409,0.1649939183089445,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-10-08,9.68000030517578,9.68000030517578,9.68000030517578,9.68000030517578,9.68000030517578,0,CHPT,1.0113636005381563,1.009297536131251,1.0391528613775314,1.0730029298493442,-0.0616393293111878,-0.1318534296929028,0.1161737612654617,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-10-10,9.65999984741211,9.65999984741211,9.630000114440918,9.649999618530272,9.649999618530272,450500,CHPT,1.0145078081717145,1.0186528821027248,1.0305699573010842,1.062308334970296,-0.0478005267985814,-0.111481862091892,0.1583956352886047,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-10-11,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,130000,CHPT,1.0061856103913929,1.019587684308626,1.0293814281459972,1.046331019445505,-0.0401454090541124,-0.1033888262531033,0.1542086678847283,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-10-14,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,0,CHPT,1.0103093178800076,1.0206185374430732,1.0293814281459972,1.0486679415024387,-0.0383586236224311,-0.106073882893221,0.1487782288208783,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-10-15,9.734999656677246,9.75,9.734999656677246,9.734999656677246,9.734999656677246,4200,CHPT,1.0066769939753448,1.001540867370495,1.0374936556409766,1.0411449978382394,-0.0344680038628946,-0.111300519624756,0.1508254034252515,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-10-16,9.75,9.75,9.75,9.75,9.75,100,CHPT,1.0071794558794072,0.9846154237404848,1.033846146021134,1.0521863086694416,-0.0450068527900344,-0.1314111331229636,0.1165189262015822,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-10-17,9.699999809265137,9.710000038146973,9.699999809265137,9.710000038146973,9.710000038146973,175600,CHPT,1.0113284918892995,0.9886715081107008,1.0360453532538316,1.045139526059733,-0.0338110341704334,-0.1226961213938485,0.1207286045209877,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-10-18,9.710000038146973,9.710000038146973,9.710000038146973,9.710000038146973,9.710000038146973,100,CHPT,1.0092688107347387,1.0006178748816623,1.0339855738835848,1.0489642593361574,-0.0396954486014187,-0.1027616153177743,0.0859924067635049,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-10-21,9.75,9.75,9.720000267028809,9.75,9.75,2000,CHPT,1.0071794558794072,0.9965127798227164,1.033846146021134,1.0401557689402523,-0.0329763130608451,-0.0838133990607056,0.1138002495999984,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-10-22,9.75,9.75,9.75,9.75,9.75,0,CHPT,1.0071794558794072,0.9965127798227164,1.030769250331781,1.0392857492778664,-0.0321062933984592,-0.0986049766111353,0.1359599755711993,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-10-23,9.739999771118164,9.75,9.739999771118164,9.75,9.75,600,CHPT,1.0205128009502704,0.962051293788812,1.0358974750225365,1.040533347199015,-0.0200205462487446,-0.1281613908114559,0.1384476193978574,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-10-24,9.739999771118164,9.75,9.739999771118164,9.75,9.75,300,CHPT,1.0194871364495692,0.962051293788812,1.045128162090595,1.0483311387448295,-0.0288440022952602,-0.1262963526880597,0.1434817018577974,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-10-31,9.720000267028809,9.75,9.720000267028809,9.729999542236328,9.729999542236328,1102800,CHPT,1.021582738748897,0.9830421408411388,1.0421378027107484,1.028953970896263,-0.007371232147366,-0.1167199582159622,0.1278973406182303,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-11-01,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,0,CHPT,1.0205550639618512,0.9830421408411388,1.0359712639194312,1.0210186331905924,-0.0004635692287411,-0.0934698898848725,0.157222485859324,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-11-04,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,9.729999542236328,20000,CHPT,1.0205550639618512,1.0075026630351895,1.0369990367202857,1.017747736512303,0.0028073274495479,-0.0720874622508067,0.1517680018038452,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-11-05,9.729999542236328,9.739999771118164,9.720000267028809,9.739999771118164,9.739999771118164,286000,CHPT,1.014373752218957,0.9907597377101828,1.0410678215199454,1.0255920535009635,-0.0112183012820064,-0.0956286045090591,0.1471266476644669,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-11-06,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,43800,CHPT,1.0205761114990453,0.9927982873893548,1.059670772404551,1.02472378454011,-0.0041476730410647,-0.1040443720945396,0.121726343974176,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-11-12,9.739999771118164,9.739999771118164,9.739999771118164,9.739999771118164,9.739999771118164,250000,CHPT,1.018480524579634,0.9907597377101828,1.0554414758257262,1.024242363400095,-0.0057618388204609,-0.105825927291035,0.1197086905659813,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-11-13,9.739999771118164,9.739999771118164,9.739999771118164,9.739999771118164,9.739999771118164,0,CHPT,1.018480524579634,1.0,1.0472279311043724,1.0310099359995386,-0.0125294114199046,-0.096962899209112,0.0924366651892413,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-11-14,9.699999809265137,9.800000190734863,9.699999809265137,9.770000457763672,9.770000457763672,1100800,CHPT,1.0153530820370715,0.9989764351675244,1.0491299406086414,1.030070938868324,-0.0147178568312524,-0.0842537698007966,0.0783482486035941,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-11-15,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,400,CHPT,1.0153530820370715,0.9959057406700982,1.044012214058779,1.0243368944408853,-0.0089838124038137,-0.0470237383461211,0.0867827493710452,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-11-18,9.800000190734863,9.800000190734863,9.789999961853027,9.789999961853027,9.789999961853027,24000,CHPT,1.0132788677167992,0.989785456398429,1.0551583211396478,1.0296677569338806,-0.0163888892170813,-0.019374941649227,0.0917127537431863,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-11-19,9.789999961853027,9.789999961853027,9.789999961853027,9.789999961853027,9.789999961853027,0,CHPT,1.0132788677167992,0.9943819912778252,1.0541368472968693,1.0348511569492849,-0.0215722892324856,-0.0015254506674819,0.0790658783449693,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-11-20,9.699999809265137,9.789999961853027,9.699999809265137,9.789999961853027,9.789999961853027,300,CHPT,1.0214504636328134,0.9943819912778252,1.056179794982426,1.0367429245182895,-0.015292460885476,0.0342948198844298,0.0718498169697196,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
2019-11-29,9.760000228881836,9.760000228881836,9.760000228881836,9.760000228881836,9.760000228881836,100,CHPT,1.0163934266045032,0.9938524161670462,1.0604508338885037,1.027957565839464,-0.0115641392349608,0.0662348656536967,0.0665042135224882,14993000.0,116148000.0,-335375000.0,35935000.0,288101000.0,1000.0,460000.0,-350252000.0,21224000.0,1215000.0,-117000.0,593000.0,205238000.0,60882000.0,,-117000.0,18969000.0,266754000.0,-337160000.0,30086000.0,34042000.0,25373000.0,2640000.0,,570000.0,-47014000.0,11600000.0,-16297000.0,233798000.0,9042000.0,1370000.0,-108087000.0,116854000.0,-101000.0,-100546000.0,4086000.0,-19457000.0,-2735000.0,1454000.0,5005000.0,-14822000.0,15806000.0
