Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-10-23,45.77000045776367,46.11000061035156,45.31999969482422,45.52000045776367,45.52000045776367,2031300,LNG,1.0520650023737104,1.297012309354179,1.2956941772652593,1.0231439317955078,0.0289210705782025,0.1827741563894969,0.2272370253996707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,45.45000076293945,46.08000183105469,44.959999084472656,45.16999816894531,45.16999816894531,2186200,LNG,1.0617666820594536,1.261678193240393,1.3827762146648557,1.023176662025299,0.0385900200341542,0.1608853093939986,0.3033953943670024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,45.060001373291016,45.20000076293945,43.90999984741211,44.400001525878906,44.400001525878906,2036900,LNG,1.0628377703816947,1.2738738610250848,1.4074324218670125,1.028738706809164,0.0340990635725306,0.1656600394705192,0.3136111595817079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,44.2599983215332,45.33000183105469,43.83000183105469,44.97999954223633,44.97999954223633,1572200,LNG,1.058248087117577,1.2863495153222686,1.3917296378658148,1.0357335667629224,0.0225145203546546,0.1819809846348272,0.3007076035449536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,45.09999847412109,46.459999084472656,44.52999877929688,45.79999923706055,45.79999923706055,2182100,LNG,1.0480349519560528,1.2229257479159716,1.3624454708590024,1.0327543330408862,0.0152806189151666,0.1445067943199309,0.2663166721239327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,45.09999847412109,47.0099983215332,45.09999847412109,46.400001525878906,46.400001525878906,1383100,LNG,1.0413792695216717,1.1851293075453229,1.3355603272155128,1.0448229351223306,-0.0034436656006588,0.1390183739728441,0.2251708348206458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,46.59999847412109,47.0,46.09999847412109,46.7400016784668,46.7400016784668,952700,LNG,1.037227167336007,1.1874197262934407,1.3348309188955725,1.0378093145840102,-0.0005821472480032,0.1337633578789494,0.227250967767149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,47.18000030517578,48.27000045776367,47.0099983215332,47.54999923706055,47.54999923706055,2056000,LNG,1.016614109951691,1.1648790805127371,1.318822294230373,1.0388512590749122,-0.0222371491232211,0.1102950621608873,0.2093796879713043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,47.52000045776367,47.90999984741211,46.7400016784668,47.34000015258789,47.34000015258789,920600,LNG,1.0033798024270468,1.122729221684918,1.3179129528633478,1.0310647944789963,-0.0276849920519495,0.1046828795649186,0.2134109415777656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,47.43999862670898,49.119998931884766,47.43000030517578,48.959999084472656,48.959999084472656,2725700,LNG,0.9495507056333014,1.1350081849255564,1.281658520698395,1.0262436118253355,-0.0766929061920344,0.1093717793578039,0.1738482020090288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,49.22999954223633,50.650001525878906,48.97999954223633,50.34999847412109,50.34999847412109,3162200,LNG,0.9300894389326424,1.1211519855746102,1.233565094193099,1.0311845275729687,-0.1010950886403263,0.0850410563721657,0.1278368098569922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,50.5,50.560001373291016,49.900001525878906,50.18999862670898,50.18999862670898,2202500,LNG,0.9444112935411528,1.1436541760599506,1.2504482972457187,1.0414917955670933,-0.0970805020259404,0.0977443660322845,0.1386219381506486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,50.15999984741211,50.68000030517578,49.810001373291016,50.43000030517578,50.43000030517578,1993700,LNG,0.9458655656213404,1.1536783651219726,1.2484631906300203,1.0390384642435906,-0.0931728986222502,0.092673602024234,0.1338098852286686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,50.90999984741211,51.5099983215332,49.470001220703125,49.630001068115234,49.630001068115234,3532600,LNG,0.964134544515702,1.1668345476747604,1.2552890972449555,1.0401272810196784,-0.0759927365039764,0.0912596949406681,0.1426101044186321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,49.5,50.25,49.02000045776367,49.75,49.75,1584600,LNG,0.9744723526077654,1.1585929525557477,1.263718571495171,1.0393664161720684,-0.0648940635643029,0.0826997039153298,0.150380611140243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,49.59999847412109,49.810001373291016,49.150001525878906,49.27999877929688,49.27999877929688,1767300,LNG,1.010146104147431,1.177556822580036,1.2514204483879496,1.0305050740272153,-0.0203589698797843,0.1108896078137151,0.1397878875573428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,48.0,49.5,47.86000061035156,48.5,48.5,3948800,LNG,1.0226803809097131,1.1696907122110582,1.2816494813899404,1.043144349882203,-0.0204639689724899,0.1047499297682359,0.1679972605516895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,47.93999862670898,49.31999969482422,47.310001373291016,49.18999862670898,49.18999862670898,2539400,LNG,1.0099614086632795,1.143321879418184,1.2870502773081034,1.0570826794517585,-0.0471212707884789,0.075372161144587,0.1764221778774555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,49.20000076293945,49.9900016784668,49.09999847412109,49.25,49.25,2897600,LNG,1.0006091122699874,1.1311674941009675,1.3600000681610882,1.0412088647392546,-0.0405997524692671,0.0606882817633493,0.24778535739794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,49.61000061035156,49.650001525878906,48.43999862670898,48.70000076293945,48.70000076293945,2007500,LNG,1.0135523580507697,1.155441469737819,1.3679671807578213,1.0392013474275237,-0.0256489893767539,0.0801204220588536,0.2680278088401455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,48.16999816894531,48.5099983215332,47.7599983215332,48.02000045776367,48.02000045776367,1740600,LNG,1.0753852331815108,1.138483916030586,1.3744273088470869,1.0381241126825425,0.0372611204989683,0.0807743554017272,0.2672593570579551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,47.91999816894531,48.36000061035156,47.34000015258789,47.900001525878906,47.900001525878906,1099500,LNG,1.1064717810367024,1.096450914085853,1.374738964017451,1.03199537924298,0.0744764017937222,0.0538493742824062,0.2691694987980464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,48.02000045776367,48.15999984741211,47.560001373291016,47.88999938964844,47.88999938964844,1590400,LNG,1.1302986376695503,1.0833159684551854,1.377114173914512,1.0328322263084138,0.0974664113611365,0.0488123221368057,0.2674901352185017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-24,47.52000045776367,48.40999984741211,47.52000045776367,47.959999084472656,47.959999084472656,697300,LNG,1.125104255932785,1.087990018791918,1.361968326558454,1.032019884081241,0.0930843718515443,0.0452789967972093,0.2449432550692176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-27,48.0,48.209999084472656,46.959999084472656,47.18999862670898,47.18999862670898,1069200,LNG,1.149819874985601,1.129264726983184,1.3863106605796418,1.0369551897736955,0.1128646852119052,0.0722334901928156,0.2692431650938423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-28,47.52000045776367,47.63999938964844,46.959999084472656,47.59999847412109,47.59999847412109,1210500,LNG,1.1310924764390349,1.149159716731471,1.373739527012786,1.020376345675996,0.1107161307630388,0.0957465369780867,0.2623402769816512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,47.75,48.130001068115234,46.88999938964844,48.0,48.0,1401300,LNG,1.1395833492279053,1.1260416507720947,1.3704166412353516,1.026253639124301,0.1133297101036043,0.0719882961168849,0.2581323777931343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30,48.61000061035156,48.88999938964844,48.0,48.31999969482422,48.31999969482422,1888200,LNG,1.143832798154672,1.1167218424103709,1.342094347758605,1.0246409570196735,0.1191918411349985,0.0672966599365225,0.2312926458246698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,48.77000045776367,49.04999923706055,48.29999923706055,48.47999954223633,48.47999954223633,1780700,LNG,1.1346946955642576,1.1146864980567313,1.3217822284677925,1.029880242563007,0.1048144530012507,0.0464462223653896,0.2126182977994017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-04,48.77999877929688,48.79999923706055,47.97999954223633,48.34000015258789,48.34000015258789,2352900,LNG,1.141911472666479,1.1094332002240208,1.3431940442743202,1.036157586789428,0.105753885877051,0.0388219022704621,0.2257833218192102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-05,48.11000061035156,48.2599983215332,47.43000030517578,47.5,47.5,1005200,LNG,1.148210545590049,1.1347368742290296,1.3545262386924342,1.0465343935592823,0.1016761520307667,0.0633272192038232,0.2295010296375703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-06,47.25,47.41999816894531,46.459999084472656,46.4900016784668,46.4900016784668,1860000,LNG,1.1602494445960163,1.154226670468509,1.4007313485803607,1.048372731047773,0.1118767135482432,0.0850873258821856,0.2727489934993148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-07,46.709999084472656,47.650001525878906,46.25,46.83000183105469,46.83000183105469,1731900,LNG,1.150544500563855,1.1454195449994151,1.3856501570029305,1.0387885930282448,0.1117559075356102,0.088400732090641,0.2710391542199237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-08,47.43999862670898,47.79999923706055,47.04999923706055,47.400001525878906,47.400001525878906,1217800,LNG,1.148523140805944,1.1459915178518971,1.3962024931379715,1.0447156071702373,0.1038075336357067,0.0890094805606125,0.2823766254337025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-11,47.5099983215332,47.95000076293945,47.34000015258789,47.70000076293945,47.70000076293945,2079500,LNG,1.1473794269780984,1.100419304799025,1.3807127789717255,1.0484619827112251,0.0989174442668732,0.0557957849643739,0.2762615875308063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-12,47.84999847412109,48.31999969482422,46.0,47.84999847412109,47.84999847412109,1933100,LNG,1.1663532529363605,1.1072100570889196,1.4361547212560362,1.0415757419863072,0.1247775109500533,0.0584228502403265,0.3286582493266012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-13,47.72999954223633,48.97999954223633,47.540000915527344,48.47999954223633,48.47999954223633,2609300,LNG,1.1485148686246731,1.1167491728724348,1.3543730256207125,1.0495576207370112,0.0989572478876619,0.0678733807170455,0.263878814082612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-14,48.400001525878906,50.34000015258789,48.31999969482422,49.77999877929688,49.77999877929688,4129800,LNG,1.1110888455122667,1.0449980259822422,1.3567698387252012,1.0539026313731312,0.0571862141391354,0.014271533247367,0.256317674413536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-15,50.0,50.16999816894531,49.59999847412109,49.59999847412109,49.59999847412109,2809200,LNG,1.1181451772303792,1.0485887080958185,1.3602823245227669,1.0520989179928428,0.0660462592375363,0.0478655104830472,0.2864477629511675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-18,49.810001373291016,50.0,48.709999084472656,49.68000030517578,49.68000030517578,2009500,LNG,1.1149355686271558,1.0567632785326375,1.3055555598214097,1.049480051520865,0.0654555171062907,0.0408697901256527,0.2341631839080091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-19,49.540000915527344,50.29999923706055,49.27999877929688,49.27999877929688,49.27999877929688,1670400,LNG,1.1599026230379232,1.0767045999924447,1.3228491082835283,1.0585213557872055,0.1013812672507175,0.0720976317000607,0.2452743948163742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-20,49.5,49.869998931884766,48.86000061035156,49.36000061035156,49.36000061035156,1442500,LNG,1.1730146031184685,1.0595623701449557,1.3008508567766677,1.0561912314345747,0.1168233716838937,0.0574349899014983,0.2203948008462015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-21,49.08000183105469,51.83000183105469,49.08000183105469,51.63999938964844,51.63999938964844,2958000,LNG,1.1384585904412727,1.035050375574827,1.258714189935286,1.054691754118366,0.0837668363229067,0.0210539871664254,0.1803237482583781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-22,51.63999938964844,53.560001373291016,51.59999847412109,53.0,53.0,3694000,LNG,1.131886824122015,0.9998113524239018,1.2230188621664948,1.0628648969920689,0.0690219271299463,0.0086734522186265,0.1348760478075703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-26,53.0,54.220001220703125,52.560001373291016,54.130001068115234,54.130001068115234,1771300,LNG,1.0907075512751891,0.9972288652702934,1.2220580125730671,1.054562443450246,0.036145107824943,-0.0041824987213985,0.125101774950062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-27,54.27000045776367,54.70000076293945,53.70000076293945,53.959999084472656,53.959999084472656,2016200,LNG,1.056152754733201,1.006300966611501,1.2051519622432627,1.0427572783556516,0.0133954763775494,-0.0056467557976684,0.1008710891515871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-28,53.93999862670898,54.34000015258789,53.41999816894531,54.2599983215332,54.2599983215332,1716100,LNG,1.0423885573701732,1.0359380911032132,1.1837450302950667,1.039387058829826,0.0030014985403472,0.0201941251451813,0.0818316317170118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-29,54.34999847412109,54.83000183105469,53.33000183105469,53.84000015258789,53.84000015258789,2793900,LNG,1.074665684367953,1.0096582551316853,1.1595468077311104,1.0452598484191695,0.0294058359487834,0.0096135164910327,0.0577658144263408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,53.959999084472656,54.77000045776367,53.880001068115234,54.70000076293945,54.70000076293945,3022100,LNG,1.023948766733497,0.9890310369204806,1.144058518431578,1.0173995405954512,0.0065492261380457,-0.0044775818081724,0.0434627084752508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-03,54.93999862670898,56.13999938964844,54.619998931884766,55.27000045776367,55.27000045776367,2414400,LNG,0.994933982685402,1.00651349027266,1.1228514720334792,0.9765980219270426,0.0183359607583594,0.0025646979488045,0.027403011147965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-04,55.43000030517578,55.630001068115234,54.630001068115234,55.0099983215332,55.0099983215332,2300100,LNG,1.0089075021526586,1.0225413873168836,1.1087075720668178,0.9849127815791188,0.0239947205735396,0.0241844509978914,0.0191127122836203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-05,55.150001525878906,55.27999877929688,54.400001525878906,55.20000076293945,55.20000076293945,1652400,LNG,1.0034420040594736,1.0181159417785983,1.110507217206717,0.9789917900086822,0.0244502140507913,0.0184891226969431,0.0206178463183184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-08,55.34999847412109,55.36000061035156,54.22999954223633,54.540000915527344,54.540000915527344,2919500,LNG,0.9745141296971868,1.025852582026831,1.141547438144762,0.942840182406444,0.0316739472907428,0.0341280975525141,0.0541974324917073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-09,54.459999084472656,54.4900016784668,53.25,53.93999862670898,53.93999862670898,1764400,LNG,1.0302187821582207,1.0548758430576646,1.1642565968840133,0.9530778204901076,0.077140961668113,0.0536515960102494,0.0749587785331351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-10,53.93999862670898,54.18000030517578,53.4900016784668,53.880001068115234,53.880001068115234,2373500,LNG,1.04769858284849,1.0679287263336377,1.1594283589884935,0.966664672858564,0.0810339099899259,0.0546541483374294,0.0736433195288444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-11,54.08000183105469,55.06999969482422,53.869998931884766,54.43999862670898,54.43999862670898,2334500,LNG,1.0543718400778526,1.0749449289855968,1.1425422911826326,0.9609362737659176,0.0934355663119349,0.0700711591374461,0.0674606849759116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,54.709999084472656,55.11000061035156,54.38999938964844,54.72999954223633,54.72999954223633,1316600,LNG,1.0630367402118652,1.070893497178288,1.143796802443079,0.9729510699723092,0.0900856702395559,0.076168273173933,0.0805317707976993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-16,54.959999084472656,56.79999923706055,54.88999938964844,55.810001373291016,55.810001373291016,3572700,LNG,1.037627637026472,1.0347607700944692,1.1530191164789518,0.9917823196316324,0.0458453173948395,0.0384477630254749,0.0708108263601605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-17,56.45000076293945,56.709999084472656,55.209999084472656,55.68000030517578,55.68000030517578,1832600,LNG,1.0352011327896933,1.0472342143265174,1.1700790439798692,0.9854883712686996,0.0497127615209938,0.0593144169662613,0.0942506686914865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-18,55.33000183105469,55.84000015258789,55.09000015258789,55.310001373291016,55.310001373291016,1240100,LNG,1.0491773158284414,1.0224190532088528,1.1507864752398151,0.981540936006692,0.0676363798217494,0.0426126499547273,0.085268571911079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19,55.54999923706055,55.59999847412109,55.08000183105469,55.459999084472656,55.459999084472656,953600,LNG,1.02289939557751,1.042192574670327,1.1539848729986424,0.9694690060853024,0.0534303894922075,0.0704805419941592,0.1081695096499064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-22,55.16999816894531,55.72999954223633,54.75,55.38999938964844,55.38999938964844,1214200,LNG,1.0153457717671903,1.061924541306581,1.1464163332680448,0.962138874344328,0.0532068974228624,0.0886879413448412,0.096972112679412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-23,55.720001220703125,58.209999084472656,55.54999923706055,57.15999984741211,57.15999984741211,2552700,LNG,0.9746325968017808,1.0173198334693772,1.09884537335482,0.9712482450100663,0.0033843517917143,0.0483886486307814,0.0565906682180459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-24,57.02000045776367,58.2400016784668,57.02000045776367,57.900001525878906,57.900001525878906,3566500,LNG,0.971847996111249,1.0044904717561536,1.093609637756621,0.9795485186833895,-0.0077005225721406,0.0415790229450652,0.0400805296450259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-25,58.5,59.4900016784668,58.2599983215332,58.790000915527344,58.790000915527344,2546400,LNG,0.9299200088038462,0.9989793949250446,1.0556217112917243,0.966216685842239,-0.0362966770383927,0.0346531439537988,-0.0002710806755406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-26,59.29999923706055,60.220001220703125,58.869998931884766,59.9900016784668,59.9900016784668,2148300,LNG,0.875479229676627,0.99549924237024,1.0425070706069983,0.9510576163473856,-0.0755783866707587,0.0427183905162176,-0.0103341100912635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-29,60.0,60.20000076293945,58.93999862670898,59.040000915527344,59.040000915527344,1354000,LNG,0.878726291727935,0.9989837165928086,1.0453929583946018,0.9505813448789944,-0.0718550531510594,0.0407602841202725,-0.0188368726191272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
