,Unnamed: 0,2020-12-31,2019-12-31,2018-12-31,2017-12-31
0,Intangible Assets,1812000000.0,1954000000.0,2172000000.0,2228000000.0
1,Capital Surplus,5851000000.0,5756000000.0,5445000000.0,5783000000.0
2,Total Liab,16981000000.0,15469000000.0,13902000000.0,14190000000.0
3,Total Stockholder Equity,4893000000.0,5933000000.0,8785000000.0,11261000000.0
4,Other Current Liab,631000000.0,1724000000.0,1022000000.0,980000000.0
5,Total Assets,21874000000.0,21402000000.0,22687000000.0,25451000000.0
6,Other Current Assets,249000000.0,364000000.0,25000000.0,23000000.0
7,Retained Earnings,23288000000.0,23232000000.0,18367000000.0,13939000000.0
8,Other Liab,2161000000.0,2001000000.0,1698000000.0,1879000000.0
9,Good Will,1895000000.0,2913000000.0,2910000000.0,2738000000.0
10,Treasury Stock,-24246000000.0,-23055000000.0,-15027000000.0,-8461000000.0
11,Other Assets,917000000.0,867000000.0,134000000.0,97000000.0
12,Cash,10562000000.0,6312000000.0,2624000000.0,2542000000.0
13,Total Current Liabilities,3425000000.0,5366000000.0,3555000000.0,3498000000.0
14,Deferred Long Term Asset Charges,455000000.0,400000000.0,51000000.0,41000000.0
15,Short Long Term Debt,985000000.0,988000000.0,,711000000.0
16,Other Stockholder Equity,-118000000.0,-191000000.0,-316000000.0,238000000.0
17,Property Plant Equipment,1285000000.0,1358000000.0,656000000.0,480000000.0
18,Total Current Assets,12206000000.0,9833000000.0,8407000000.0,9035000000.0
19,Long Term Investments,3759000000.0,4477000000.0,8408000000.0,10873000000.0
20,Net Tangible Assets,1186000000.0,1066000000.0,3703000000.0,6295000000.0
21,Short Term Investments,501000000.0,998000000.0,3660000000.0,4860000000.0
22,Net Receivables,557000000.0,1680000000.0,1523000000.0,1218000000.0
23,Long Term Debt,11029000000.0,7640000000.0,8649000000.0,8813000000.0
24,Accounts Payable,735000000.0,1239000000.0,1134000000.0,668000000.0
0,Investments,2923000000.0,7427000000.0,2930000000.0,-3361000000.0
1,Change To Liabilities,0.0,0.0,0.0,687000000.0
2,Total Cashflows From Investing Activities,2637000000.0,7050000000.0,2215000000.0,-4202000000.0
3,Net Borrowings,2864000000.0,-25000000.0,-1462000000.0,1759000000.0
4,Total Cash From Financing Activities,1528000000.0,-8220000000.0,-7431000000.0,-79000000.0
5,Change To Operating Activities,-1911000000.0,-218000000.0,444000000.0,-90000000.0
6,Net Income,59000000.0,4865000000.0,3998000000.0,2341000000.0
7,Change In Cash,4250000000.0,3687000000.0,82000000.0,481000000.0
8,Repurchase Of Stock,-1303000000.0,-8187000000.0,-5971000000.0,-1828000000.0
9,Total Cash From Operating Activities,85000000.0,4865000000.0,5338000000.0,4662000000.0
10,Depreciation,642000000.0,641000000.0,426000000.0,363000000.0
11,Change To Account Receivables,891000000.0,-323000000.0,-319000000.0,-270000000.0
12,Other Cashflows From Financing Activities,-33000000.0,-8000000.0,2000000.0,-10000000.0
13,Change To Netincome,340000000.0,-158000000.0,730000000.0,301000000.0
14,Capital Expenditures,-286000000.0,-368000000.0,-442000000.0,-288000000.0
15,Effect Of Exchange Rate,,-8000000.0,-40000000.0,100000000.0
