,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-1392000000.0,-542000000.0,-1316000000.0,-2386000000.0
Change To Liabilities,71000000.0,-36000000.0,-95000000.0,98000000.0
Total Cashflows From Investing Activities,-3065000000.0,-1278000000.0,-3087000000.0,-2941000000.0
Net Borrowings,1078000000.0,-369000000.0,1165000000.0,755000000.0
Total Cash From Financing Activities,-1955000000.0,-2295000000.0,-785000000.0,-945000000.0
Change To Operating Activities,2157000000.0,1731000000.0,-908000000.0,164000000.0
Issuance Of Stock,49000000.0,58000000.0,45000000.0,62000000.0
Net Income,3367000000.0,2707000000.0,1683000000.0,2448000000.0
Change In Cash,619000000.0,1711000000.0,-1699000000.0,165000000.0
Repurchase Of Stock,-1820000000.0,-1070000000.0,-1090000000.0,-3365000000.0
Total Cash From Operating Activities,5639000000.0,5284000000.0,2173000000.0,4051000000.0
Depreciation,265000000.0,232000000.0,224000000.0,198000000.0
Dividends Paid,-323000000.0,-291000000.0,-265000000.0,-220000000.0
Change To Account Receivables,-85000000.0,-32000000.0,-164000000.0,426000000.0
Other Cashflows From Financing Activities,-939000000.0,-623000000.0,-640000000.0,1823000000.0
Change To Netincome,-487000000.0,339000000.0,1135000000.0,430000000.0
Capital Expenditures,-964000000.0,-736000000.0,-612000000.0,-524000000.0
