Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Other Assets,Cash,Total Current Liabilities,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Net Borrowings,Other Cashflows From Financing Activities,Issuance Of Stock
2020-06-25,37.150001525878906,37.61000061035156,35.349998474121094,36.02999877929688,36.02999877929688,533900,FOUR,1.019705881854703,1.3111297052169557,1.9911185205199589,1.0527413251046664,-0.0330354432499635,0.2206500737468417,0.6639669091399953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-26,36.20000076293945,37.720001220703125,36.20000076293945,37.20000076293945,37.20000076293945,437100,FOUR,1.0349462153332984,1.2999999897454375,1.981989296903112,1.09603731200819,-0.0610910966748916,0.1791709510682972,0.6064526143791413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-29,36.84000015258789,37.209999084472656,34.77000045776367,35.93000030517578,35.93000030517578,442600,FOUR,1.0459226694089736,1.3829668300768436,1.9181741604109384,1.0675591621777658,-0.0216364927687922,0.2746515240437255,0.5368900253997153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,36.79999923706055,37.75,34.810001373291016,35.5,35.5,544000,FOUR,1.0788732179453675,1.4521126545650858,1.980563311509683,1.0503414786147147,0.0285317393306527,0.3535982848146721,0.5974621453243532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,35.790000915527344,35.9900016784668,33.18000030517578,34.0,34.0,808100,FOUR,1.1647058374741497,1.5355882083668428,2.1097059810862824,1.0614698745417157,0.1032359629324339,0.4146459974852599,0.7214502448013391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-02,34.779998779296875,36.75,34.650001525878906,36.16999816894531,36.16999816894531,545300,FOUR,1.086535837062955,1.4846558883446386,2.002488359741263,1.0609433180919134,0.0255925189710415,0.3780163571311041,0.6185063266911086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,36.70000076293945,40.400001525878906,36.34999847412109,39.38999938964844,39.38999938964844,624900,FOUR,1.0005077547111851,1.3569434270411778,1.8857578047796928,1.060100399776527,-0.0595926450653419,0.2423722818667064,0.5037605713031561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,38.560001373291016,45.970001220703125,38.0,42.4900016784668,42.4900016784668,1809700,FOUR,1.0270651368734691,1.258178323668207,1.7385267081318587,1.0770138498901505,-0.0499487130166813,0.1106634680964897,0.3364791322448155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-08,45.88999938964844,47.95000076293945,43.25,44.75,44.75,2269500,FOUR,0.9903910546329434,1.2449161806586069,1.6513966821425454,1.077606770930481,-0.0872157162975376,0.1027771302806375,0.2523489732115225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-09,45.27000045776367,46.34999847412109,41.09999847412109,44.83000183105469,44.83000183105469,1070500,FOUR,1.0312290353334723,1.3395047241658296,1.563015766960894,1.1044879116126745,-0.0732588762792021,0.1721240985052785,0.1542032198475276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-10,42.15999984741211,45.75,41.68000030517578,44.880001068115234,44.880001068115234,884700,FOUR,1.011140819699205,1.2967914299870047,1.5701871556052207,1.085711270031918,-0.0745704503327129,0.1546751627921532,0.1732414125698544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-13,45.33000183105469,45.375,37.36000061035156,39.040000915527344,39.040000915527344,1259500,FOUR,1.205430334776808,1.4600409493671258,1.79661879469249,1.102834219482497,0.1025961152943111,0.3084886765119119,0.3744608391360788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,36.81999969482422,37.970001220703125,35.52000045776367,37.7599983215332,37.7599983215332,985900,FOUR,1.294756397321347,1.5476695239518243,1.8622882102916616,1.0836330203006346,0.2111233770207123,0.4081297029307587,0.4687080665052938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,39.459999084472656,41.45000076293945,37.70600128173828,39.97999954223633,39.97999954223633,874400,FOUR,1.2478739359899895,1.4857429266132578,1.7791395214568135,1.0561175899815567,0.1917563460084328,0.3783224234528808,0.4217995070601901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-16,38.29999923706055,40.59999847412109,38.06999969482422,39.41999816894531,39.41999816894531,324900,FOUR,1.2567225575001286,1.4652460934672484,1.7828513963418386,1.0603047606893516,0.1964177968107769,0.3678841405416897,0.4231639364711375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-17,39.869998931884766,39.869998931884766,38.27999877929688,38.900001525878906,38.900001525878906,254700,FOUR,1.2329048124218305,1.5223650102251534,1.7372750431923738,1.0508986066031938,0.1820062058186367,0.4242111464573774,0.3724818961344127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-20,38.84999847412109,38.86299896240234,37.14099884033203,38.04999923706055,38.04999923706055,356400,FOUR,1.3114323922844262,1.493035545660624,1.6872535672934166,1.0499296408975316,0.2615027513868946,0.3984152606228461,0.2996625640688537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,38.2400016784668,38.6879997253418,36.45000076293945,37.130001068115234,37.130001068115234,631300,FOUR,1.2992189682400006,1.5098303194349112,1.8346350871796484,1.035121986103813,0.2640969821361876,0.4118558320536041,0.4870815031222126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-22,37.0,37.11000061035156,35.029998779296875,35.79999923706055,35.79999923706055,647600,FOUR,1.4013966267632985,1.5636871713752782,1.8159218860801367,1.0249122036135947,0.3764844231497037,0.4678911631808979,0.4700074070044719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-23,35.97999954223633,36.32500076293945,35.0,36.0,36.0,399700,FOUR,1.3983333375718858,1.4791666666666667,1.884444342719184,1.042919681119605,0.3554136564522805,0.4062580518254732,0.5372273101544989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-24,35.16999816894531,36.25,34.7400016784668,35.400001525878906,35.400001525878906,460900,FOUR,1.4892655070131158,1.5754236738377942,2.0141242931764984,1.0525520783774,0.4367134286357157,0.5043004320113311,0.6673269352687574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-27,35.849998474121094,37.150001525878906,34.2400016784668,36.52999877929688,36.52999877929688,271500,FOUR,1.4215713671090169,1.4297837746394153,1.9901450691929503,1.045546571033957,0.3760247960750595,0.3967125186613385,0.643780293108509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-28,36.310001373291016,38.7599983215332,36.040000915527344,36.7400016784668,36.7400016784668,257700,FOUR,1.3952094714131853,1.436309146624019,2.0340228618098464,1.059971727560168,0.3352377438530174,0.3839697359068976,0.6665982249130729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-29,37.0,38.5,36.36000061035156,38.5,38.5,187000,FOUR,1.3335064974698154,1.3223376583743405,2.01948051948052,1.0491737417135036,0.2843327557563118,0.2982760914062199,0.6643724168371004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-30,37.11000061035156,39.0,37.060001373291016,37.58000183105469,37.58000183105469,189000,FOUR,1.3403405129762636,1.2724852944341154,2.133847752373984,1.0469317050835845,0.2934088078926791,0.2228495586372398,0.7518878431750997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-31,37.52000045776367,38.29999923706055,36.16999816894531,38.29999923706055,38.29999923706055,300100,FOUR,1.3321149209944307,1.313315933134232,2.103655386417387,1.0584584032817186,0.2736565177127121,0.2366572868555718,0.7164618506961666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-03,38.2599983215332,40.400001525878906,38.09999847412109,39.59999847412109,39.59999847412109,656500,FOUR,1.2946970311443071,1.3638888990571345,2.057828308175918,1.0645312650354448,0.2301657661088623,0.2916840311554931,0.6818414872310044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-04,39.220001220703125,40.0,38.060001373291016,39.29999923706055,39.29999923706055,466000,FOUR,1.2549618486586291,1.4440203842671786,2.084224052220004,1.02982774469698,0.2251341039616492,0.350777086751586,0.711676804098897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-05,40.29999923706055,40.29999923706055,38.630001068115234,39.40999984741211,39.40999984741211,635400,FOUR,1.256787591247588,1.3828977470442387,2.060898288129186,1.0154342721529666,0.2413533190946215,0.3047048218414632,0.6961694692297646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-06,41.75,44.63999938964844,40.5099983215332,43.63999938964844,43.63999938964844,1530600,FOUR,1.1361137150431593,1.4379010283598794,1.869156756087694,0.9945470827091798,0.1415666323339794,0.3233418156020877,0.5057178961978257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-07,44.060001373291016,45.5,42.20500183105469,44.31999969482422,44.31999969482422,607200,FOUR,1.1044675338446794,1.3537906230402552,1.8434114961824624,1.000982312548244,0.1034852212964354,0.2420668228661089,0.4960076169946361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-10,44.59999847412109,47.2400016784668,44.34000015258789,46.22999954223633,46.22999954223633,758700,FOUR,1.0819814179765403,1.2725503442263033,1.7425913553166508,0.9799638681285404,0.1020175498479998,0.1698198602733194,0.421528236454709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-11,46.0,47.43000030517578,44.70000076293945,45.380001068115234,45.380001068115234,644400,FOUR,1.0202732073003788,1.2756720587722274,1.803217274239992,0.9825449744444564,0.0377282328559224,0.1869784035537627,0.4611691080318945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-12,45.83000183105469,49.13999938964844,45.69400024414063,47.060001373291016,47.060001373291016,519300,FOUR,0.9649383451396292,1.2611559018739271,1.699744911379624,0.9960166142981388,-0.0310782691585097,0.1558422021222627,0.369575663904657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-13,47.11000061035156,50.125,46.2400016784668,48.88999938964844,48.88999938964844,428100,FOUR,0.9511147592659926,1.2513806723043144,1.6618940686099333,1.000064240707307,-0.0489494814413143,0.1225266244149978,0.3282405127594947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-14,48.9900016784668,52.380001068115234,48.9900016784668,49.88999938964844,49.88999938964844,530800,FOUR,0.9418721638272188,1.1970335127543477,1.6620565079852496,1.005359460743004,-0.063487296915785,0.0684712004228755,0.299907548083844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-17,50.540000915527344,51.5,49.34000015258789,49.540000915527344,49.540000915527344,305400,FOUR,0.8996770058769745,1.140694333411311,1.511102124079456,0.999910744389532,-0.1002337385125575,0.0242490286889889,0.1810782916984772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-18,49.54999923706055,50.709999084472656,47.5099983215332,47.959999084472656,47.959999084472656,466900,FOUR,0.9253545019871264,1.1659716271147669,1.5950792631430084,0.9949555639278014,-0.0696010619406749,0.0337788744670339,0.2620297130106859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-19,48.880001068115234,51.77999877929688,48.35699844360352,49.900001525878906,49.900001525878906,449400,FOUR,0.9090180205070169,1.1503005966064026,1.5623245831774455,0.9768858377185572,-0.0678678172115404,0.0159186135474365,0.185190266639027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-20,49.900001525878906,51.0,48.09999847412109,48.2400016784668,48.2400016784668,302500,FOUR,0.964759521065724,1.2651326006594903,1.554933655189178,0.9875636487882484,-0.0228041277225243,0.1062593114847527,0.1832492143190662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-21,48.68999862670898,50.59000015258789,47.220001220703125,50.16999816894531,50.16999816894531,575300,FOUR,0.9296392483928392,1.2738688893748398,1.4151884112275737,0.9669804572148069,-0.0373412088219676,0.0912725467035195,0.0536709517741431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-24,51.0,51.900001525878906,47.79999923706055,50.34000015258789,50.34000015258789,498600,FOUR,0.8839888729661105,1.264004784967092,1.5423122597201084,0.9519424952921356,-0.067953622326025,0.1053866525498155,0.2296827553473637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-25,50.31999969482422,53.43999862670898,50.0,52.720001220703125,52.720001220703125,456300,FOUR,0.8607739001776525,1.1686266916503285,1.4434748996977764,0.9667641278619096,-0.1059902276842571,0.0061054931936705,0.1043389678681527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-26,53.5,56.20000076293945,51.7400016784668,51.93000030517578,51.93000030517578,436700,FOUR,0.8779125723988106,1.186789923087535,1.431927598177584,0.9868389913626016,-0.1089264189637909,0.0350237962133634,0.0736825404591381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-27,51.900001525878906,53.01300048828125,50.68999862670898,51.2599983215332,51.2599983215332,202000,FOUR,0.9215763407199002,1.1330472831220626,1.577448366329424,0.97477619582067,-0.0531998551007696,-0.0201898185965014,0.2088241988715415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-28,51.04999923706055,52.75,49.0,51.34000015258789,51.34000015258789,484100,FOUR,0.9419555992719232,1.087845701365972,1.6125827944968198,0.9723584880428094,-0.0304028887708862,-0.0572232125588674,0.2408683020850412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-31,51.5,51.9900016784668,50.220001220703125,50.369998931884766,50.369998931884766,282700,FOUR,0.9864998943896076,1.190589686170143,1.8806830527242369,0.9888494144827736,-0.002349520093166,0.0256554378260573,0.4842518233822064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-01,50.77000045776367,51.84999847412109,50.2599983215332,51.02000045776367,51.02000045776367,274300,FOUR,1.010388059085488,1.2259897819648562,1.830850702156261,0.986478520747318,0.0239095383381697,0.0495721174975836,0.4385765658923102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-02,51.470001220703125,52.0,50.30199813842773,51.27000045776367,51.27000045776367,279100,FOUR,1.0183342816133454,1.183928227442561,1.9085234562213456,0.9904882601530864,0.027846021460259,0.027858980700522,0.525959083540972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-03,50.5,50.77999877929688,48.36000061035156,49.31999969482422,49.31999969482422,652800,FOUR,1.0888078080944288,1.2532441556316054,1.9316706657048968,1.0106128675925516,0.0781949405018771,0.0596275809210584,0.53402844720449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-04,48.77000045776367,49.79999923706055,45.13999938964844,49.52999877929688,49.52999877929688,543000,FOUR,1.0791439951595778,1.2018978446690356,1.8019382636711416,1.0338377445022602,0.0453062506573176,0.0097938333972777,0.3927342206336024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-08,48.400001525878906,51.290000915527344,46.900001525878906,49.58000183105469,49.58000183105469,462400,FOUR,1.0782573035523308,1.239007624777835,1.7303347669864817,1.0699737825781188,0.008283520974212,0.0143409613846148,0.3151863786561544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-09,46.70000076293945,49.720001220703125,45.0,48.95000076293945,48.95000076293945,897000,FOUR,1.1381000657031912,1.272522981504992,1.7284984533526435,1.0585994508262604,0.0795006148769308,0.0699633198708247,0.3269738037960981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-10,49.43999862670898,53.5,49.0,50.02000045776367,50.02000045776367,707800,FOUR,1.2005197658437867,1.27189121050898,1.6817273485955286,1.0798213250395274,0.1206984408042592,0.0606459645114265,0.261115153747341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-11,48.560001373291016,48.59999847412109,45.0,46.29999923706055,46.29999923706055,5157100,FOUR,1.257019475636484,1.355939520816342,1.8120950952137744,1.0715698880496745,0.1854495875868096,0.1245889051584003,0.4261880222696834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-14,46.04999923706055,46.7599983215332,45.150001525878906,45.40999984741211,45.40999984741211,1366800,FOUR,1.2552301297408703,1.4256771213677737,1.7744990553142863,1.0477727369997762,0.2074573927410941,0.2202640327924605,0.4406642179748581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-15,45.86000061035156,46.7400016784668,44.70000076293945,46.5,46.5,1212900,FOUR,1.2567741640152468,1.4578494820543515,1.7862365066364247,1.0501396738132378,0.2066344902020089,0.2418858842469318,0.4262415646893884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-16,46.970001220703125,47.52999877929688,46.07500076293945,46.9900016784668,46.9900016784668,1000000,FOUR,1.2640987317329466,1.5050010362759918,1.8218769430174848,1.041938601672908,0.2221601300600386,0.3004651192776197,0.4555888584042129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-17,45.97999954223633,46.4900016784668,43.79999923706055,44.56999969482422,44.56999969482422,1022000,FOUR,1.2959389436172848,1.5647296015545684,1.8604442166638508,1.034780591985331,0.2611583516319538,0.3574918366319368,0.5068648780996878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-18,44.58000183105469,45.65999984741211,43.290000915527344,44.380001068115234,44.380001068115234,1371100,FOUR,1.3343848534345726,1.6385759231751964,1.838440612307891,1.04985344404155,0.2845314093930227,0.413309398053362,0.4592312956303948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-21,43.79999923706055,46.52000045776367,43.34999847412109,45.36000061035156,45.36000061035156,894600,FOUR,1.2524250575148022,1.5842151596874638,1.807980622414609,1.0669078702205033,0.1855171872942989,0.3241063046697348,0.390696426127753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-22,45.869998931884766,47.505001068115234,45.869998931884766,46.540000915527344,46.540000915527344,1036900,FOUR,1.2045552271269395,1.542544037457802,1.8708637297378024,1.073744026458738,0.1308112006682014,0.2902550788485627,0.4443668887184278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-23,46.81999969482422,47.58000183105469,45.93000030517578,46.63999938964844,46.63999938964844,318000,FOUR,1.2002572957721964,1.5308748383415685,1.940394536542085,1.1048641288809902,0.0953931668912062,0.251528588340518,0.4697544899409791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-24,45.95000076293945,46.68999862670898,43.459999084472656,44.5,44.5,732400,FOUR,1.196629213483146,1.5957303850838307,2.091685434405723,1.0795772912172472,0.1170519222658987,0.3264330096548471,0.6151897630006478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-25,44.45000076293945,46.79999923706055,44.19300079345703,45.380001068115234,45.380001068115234,972600,FOUR,1.2289554681599295,1.6326574392689366,2.080431940061003,1.0516507496657936,0.1773047184941358,0.3728374044033062,0.635478440824665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-28,45.88999938964844,46.88999938964844,45.09999847412109,45.59000015258789,45.59000015258789,316400,FOUR,1.1456459611192065,1.6538714909742958,2.197411712434248,1.0001758008813186,0.1454701602378878,0.4177914277918204,0.7794706576633268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29,45.54999923706055,47.79999923706055,45.54999923706055,47.2400016784668,47.2400016784668,563700,FOUR,1.1170617820239743,1.5186281819390888,2.14648598482374,1.0177523484754358,0.0993094335485385,0.2963259017220725,0.7123857886047522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,47.61000061035156,49.09999847412109,47.1150016784668,48.36000061035156,48.36000061035156,786200,FOUR,1.0527295120942308,1.5246071634902238,2.0758891257780454,1.0045339769584258,0.0481955351358049,0.2910238898882253,0.6483960557905419,183000000.0,572600000.0,558100000.0,310000000.0,247500000.0,29700000.0,27400000.0,1115600000.0,300000.0,-262600000.0,7300000.0,422000000.0,30200000.0,328900000.0,113100000.0,46700000.0,433700000.0,,-295000000.0,93700000.0,437700000.0,1200000.0,76700000.0,1800000.0,-16000000.0,10100000.0,-15200000.0,89800000.0,-1000000.0,-5000000.0,84900000.0,-3900000.0,10300000.0,24300000.0,1100000.0,-24100000.0,5200000.0,-7000000.0,-900000.0,-2700000.0,93400000.0
