Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Common Stock,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-02-26,75.41999816894531,78.0,73.51000213623047,76.5,76.5,571000,FOUR,1.0665358998417076,1.2177778256484886,1.1169934241600286,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-03-01,78.66000366210938,79.75,77.1500015258789,77.95999908447266,77.95999908447266,712200,FOUR,1.0519497575592514,1.17855308276572,1.1064648941666153,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-03-02,79.0,79.30000305175781,73.875,75.01000213623047,75.01000213623047,569900,FOUR,1.160778525731686,1.2664977642243551,1.0881215894161251,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-03-03,75.5,75.5,70.04000091552734,71.0,71.0,930000,FOUR,1.2746478873239435,1.3767605633802815,1.1340844597614987,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-03-04,71.0,80.87000274658203,71.0,77.63999938964844,77.63999938964844,2297800,FOUR,1.1988665966355587,1.2726687060196946,1.0140392062835395,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-03-05,76.1500015258789,79.9800033569336,69.56999969482422,76.0999984741211,76.0999984741211,1717300,FOUR,1.2406045408031758,1.242575551308983,1.0395532483125354,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-03-08,76.62999725341797,77.5,73.0,74.36000061035156,74.36000061035156,1302700,FOUR,1.3472296864294249,1.2881925783926438,1.043168357425024,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-03-09,77.0,81.22000122070312,76.38999938964844,80.86000061035156,80.86000061035156,986200,FOUR,1.2540193020094763,1.2354687208979551,0.9585703877215624,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-03-10,81.0,84.69999694824219,79.4000015258789,82.79000091552734,82.79000091552734,962600,FOUR,1.2125860403369098,1.1796110953272516,0.9705278123635264,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-03-11,86.48999786376953,99.26499938964844,85.77999877929688,94.7300033569336,94.7300033569336,3282200,FOUR,1.0347302139717702,1.0129842255246688,0.8601287920356631,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-03-12,89.79000091552734,95.79000091552734,88.7699966430664,93.41000366210938,93.41000366210938,1889300,FOUR,1.0240873558697086,1.0374692202417688,0.8617920655606809,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-03-15,93.0,99.0,92.26000213623048,97.8499984741211,97.8499984741211,1241900,FOUR,1.0185998949739952,1.0042922654623894,0.8211548260306992,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-03-16,97.2699966430664,98.5,93.52999877929688,95.2699966430664,95.2699966430664,1257000,FOUR,1.0320143083785842,1.0336937842655085,0.8819145544620027,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-03-17,92.13999938964844,92.61000061035156,84.37999725341797,89.25,89.25,2073600,FOUR,1.0592717189414829,1.12616248892135,0.9747899159663864,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-03-18,89.0,89.12999725341797,84.30000305175781,85.79000091552734,85.79000091552734,1314700,FOUR,1.1031588574388196,1.1515328110650145,1.0120060469554144,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-03-19,86.0,87.83000183105469,84.0199966430664,84.61000061035156,84.61000061035156,1144600,FOUR,1.1683015927319038,1.1800023119923693,1.0102825049084752,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-03-22,85.0,86.97000122070312,82.52999877929688,84.12000274658203,84.12000274658203,900600,FOUR,1.1571563618600305,1.1790299223356322,0.9763432545388864,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-03-23,83.36000061035156,85.20999908447266,82.51000213623047,83.9000015258789,83.9000015258789,628200,FOUR,1.1817640014618611,1.173897450209108,0.9471990438068186,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-03-24,84.5,84.5,80.30000305175781,80.58000183105469,80.58000183105469,1049600,FOUR,1.2535368558070978,1.19086618148339,0.9620252529355368,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-03-25,80.0,83.58999633789062,78.75,83.05999755859375,83.05999755859375,1091900,FOUR,1.172044321400884,1.1415844267023303,0.9857933982680006,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-03-26,83.0,86.43000030517578,82.16000366210938,85.61000061035156,85.61000061035156,1780600,FOUR,1.155238883550719,1.0947319302947294,0.9175330275871988,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-03-29,86.0,87.5,79.55000305175781,82.91999816894531,82.91999816894531,1373200,FOUR,1.1788471075558795,1.1479740055886327,0.9620115581833356,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-03-30,82.9000015258789,82.9000015258789,79.66000366210938,81.58999633789062,81.58999633789062,1007600,FOUR,1.2120358356202503,1.187155349403656,0.9613924005653924,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-03-31,82.30000305175781,84.93000030517578,81.8499984741211,82.01000213623047,82.01000213623047,673000,FOUR,1.2087549648974365,1.1757102262816403,0.9714668466488018,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-04-01,84.79000091552734,87.94000244140625,84.02999877929688,87.06999969482422,87.06999969482422,643100,FOUR,1.0921097584837036,1.0900425404245315,0.84989089536426,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-04-05,89.0,91.18000030517578,87.0,90.5,90.5,762600,FOUR,1.0522652304633546,1.0283977866831406,0.7524861709847634,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-04-06,90.0,94.7699966430664,89.62000274658203,93.08000183105467,93.08000183105467,927800,FOUR,0.9040610213847632,1.0353459481178235,0.757198130322974,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-04-07,93.0,95.7699966430664,91.52999877929688,94.41000366210938,94.41000366210938,1128500,FOUR,0.9253256775946164,1.0334709872909695,0.736468552931559,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-04-08,95.0,101.4000015258789,94.9800033569336,100.18000030517578,100.18000030517578,1744700,FOUR,0.8343980443526906,0.960371319538736,0.7094230333232731,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-04-09,100.0,104.11000061035156,97.06999969482422,101.4000015258789,101.4000015258789,1329700,FOUR,0.8241617202884934,0.921992075512044,0.7460552306458478,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-04-12,100.2699966430664,102.13999938964844,95.13999938964844,100.38999938964844,100.38999938964844,933300,FOUR,0.7974897703490674,0.9197131426676264,0.7489790108431792,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-04-13,100.0,101.76000213623048,95.1999969482422,98.0199966430664,98.0199966430664,954700,FOUR,0.7962661265534617,0.9328708995408274,0.779738858627906,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-04-14,98.0199966430664,100.66000366210938,95.4000015258789,95.66000366210938,95.66000366210938,892600,FOUR,0.8654609841743107,0.920133736916538,0.8046205130053816,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-04-15,97.0,99.80999755859376,96.75,99.66999816894533,99.66999816894533,454900,FOUR,0.8593358392632668,0.919835476968444,0.7707434644938059,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-04-16,100.0999984741211,100.55999755859376,97.1500015258789,98.31999969482422,98.31999969482422,630900,FOUR,0.8968673777347231,0.8755085648722406,0.7821399691270249,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-04-19,98.0,98.08999633789062,94.0500030517578,94.54000091552734,94.54000091552734,589100,FOUR,0.9325153671288984,0.9416119714511836,0.0,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-04-20,94.62999725341795,96.5500030517578,92.5,94.63999938964844,94.63999938964844,569700,FOUR,0.9667159599937248,0.9435756934453796,0.0,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-04-21,93.5,99.48999786376952,93.12000274658205,98.8499984741211,98.8499984741211,667900,FOUR,0.9013657040920184,0.8853818714623362,0.0,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-04-22,99.45999908447266,100.0199966430664,96.48999786376952,97.33999633789062,97.33999633789062,691600,FOUR,0.951612910810854,0.9002465641074517,0.0,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-04-23,98.0,100.41999816894533,97.5,99.1500015258789,99.1500015258789,455100,FOUR,0.9334342070342938,0.907413008936972,0.0,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
2021-04-26,99.0,101.31999969482422,98.12999725341795,101.01000213623048,101.01000213623048,931900,FOUR,0.926838934428675,0.8927828769229362,0.0,186300000.0,738300000.0,1109300000.0,459600000.0,210400000.0,30200000.0,30000000.0,1779300000.0,1000000.0,-278700000.0,4500000.0,477000000.0,30800000.0,927800000.0,99400000.0,900000.0,51700000.0,1033500000.0,-203700000.0,94200000.0,1005400000.0,1500000.0,60600000.0,,-800000.0,-102100000.0,475400000.0,1002800000.0,-6500000.0,566300000.0,-18400000.0,924100000.0,-4400000.0,23400000.0,68500000.0,-900000.0,1200000.0,-19900000.0,-33600000.0,-21800000.0,-19300000.0
