Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Deferred Long Term Liab,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Change To Operating Activities,Change To Inventory,Change To Account Receivables,Repurchase Of Stock
2017-09-29,85.4000015258789,85.9000015258789,85.06999969482422,85.68000030517578,77.78549194335938,296200,SUI,1.053454563287725,1.0646518562110736,1.0858616056103183,1.0206479989635429,0.0328065643241821,-0.0256085325113724,-0.0034315933808846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,85.91999816894531,86.37999725341797,85.44000244140625,85.8499984741211,77.9398193359375,449000,SUI,1.061269544373147,1.0549172804914149,1.0656184268022797,1.012478214064533,0.048791330308614,-0.0337902752699847,-0.0235124516746541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,85.79000091552734,86.5,85.2699966430664,86.38999938964844,78.43006134033203,603400,SUI,1.0560251790250668,1.063247757657234,1.0734121693757337,1.0113391723313174,0.0446860066937493,-0.0267156173476681,-0.0083884728448384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,86.36000061035156,87.2699966430664,85.8499984741211,87.2300033569336,79.19267272949219,617100,SUI,1.056861011362106,1.0485053770049968,1.0661017181020858,1.0126829906128405,0.0441780207492654,-0.0399783100165695,-0.0238576484945782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,87.62999725341797,88.30000305175781,87.37999725341797,87.86000061035156,79.7646255493164,430900,SUI,1.0590713893349049,1.0161087007070075,1.0672388444509655,1.0121464877707815,0.0469249015641233,-0.0666917749761051,-0.0306829043202936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,87.6500015258789,87.94999694824219,86.72000122070312,87.83999633789062,79.74646759033203,345900,SUI,1.058173863951968,1.0106064283581515,1.0666729554158616,1.0081446760609294,0.0500291878910386,-0.0843367944688846,-0.0339001110199019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,88.12999725341797,88.81999969482422,87.94000244140625,88.48999786376953,80.33657836914062,283700,SUI,1.0527744106388337,0.9924830073972382,1.050806676165987,1.0143616235707735,0.0384127870680601,-0.1112324175554144,-0.0476754700107098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,88.69000244140625,89.31999969482422,88.33000183105469,88.41000366210938,80.26395416259766,513700,SUI,1.0478452394723867,0.9960015615439666,1.0485420789427584,1.008797349947511,0.0390478895248758,-0.096849114599979,-0.0407552337511971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,88.37999725341797,89.19999694824219,88.16000366210938,88.29000091552734,80.15501403808594,213800,SUI,1.0481368023348008,1.004200330513442,1.05261202134612,1.0091988628593096,0.0389379394754911,-0.0970318772292644,-0.0354850288468735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,88.29000091552734,88.91999816894531,88.2699966430664,88.72000122070312,80.5453872680664,236000,SUI,1.0515105029768657,0.9961545838900204,1.045221646367021,1.0112728774332036,0.040237625543662,-0.1025303419333322,-0.0308134545981084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
