,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,295663000.0,300554000.0,305611000.0,57643000.0
Capital Surplus,8163095000.0,7618128000.0,7087658000.0,5851380000.0
Total Liab,5385166000.0,5362571000.0,5314879000.0,3791922000.0
Total Stockholder Equity,6555208000.0,5992235000.0,5525276000.0,4386312000.0
Minority Interest,100616000.0,99403000.0,366431000.0,157483000.0
Other Current Liab,98429000.0,95076000.0,86988000.0,79600000.0
Total Assets,12040990000.0,11454209000.0,11206586000.0,8335717000.0
Common Stock,1159000.0,1118000.0,1076000.0,983000.0
Other Current Assets,16112000.0,15074000.0,47400000.0,13129000.0
Other Liab,679295000.0,638652000.0,268082000.0,201351000.0
Good Will,448317000.0,438842000.0,428833000.0,
Treasury Stock,-1609046000.0,-1627011000.0,-1563458000.0,-1466051000.0
Other Assets,146476000.0,114520000.0,97831000.0,65272000.0
Cash,103500000.0,105100000.0,82994000.0,102400000.0
Total Current Liabilities,316688000.0,259235000.0,250607000.0,221366000.0
Other Stockholder Equity,-1609046000.0,-1627011000.0,-1563458000.0,-1466051000.0
Property Plant Equipment,10509534000.0,9997848000.0,9791824000.0,7703771000.0
Total Current Assets,425631000.0,412425000.0,398687000.0,355167000.0
Long Term Investments,215369000.0,190020000.0,183800000.0,153864000.0
Net Tangible Assets,5811228000.0,5252839000.0,4790832000.0,4328669000.0
Net Receivables,262333000.0,249009000.0,221650000.0,191508000.0
Long Term Debt,4311175000.0,4417935000.0,4747076000.0,3340613000.0
Inventory,43686000.0,43242000.0,46643000.0,48130000.0
Deferred Long Term Liab,,,11700000.0,
Short Long Term Debt,,,10000000.0,
