Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Minority Interest,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock,Other Cashflows From Investing Activities
2018-05-10,33.59000015258789,33.869998931884766,32.83000183105469,33.130001068115234,33.130001068115234,731600,CDAY,1.1355266440993497,1.0422577019633428,1.1258677342138264,1.042896340423364,0.0926303036759856,-0.021249707779066,0.1127727319545086,206500000.0,1565400000.0,5606900000.0,987800000.0,70200000.0,4141900000.0,6817900000.0,700000.0,4255900000.0,-267300000.0,201400000.0,1961000000.0,-311000000.0,82200000.0,94200000.0,4285700000.0,,-311000000.0,102000000.0,4466200000.0,-1179700000.0,62300000.0,1119800000.0,44400000.0,37800000.0,11700000.0,4600000.0,-39600000.0,-25900000.0,406800000.0,-54400000.0,3200000.0,3300000.0,343600000.0,11000000.0,-39800000.0,30200000.0,5700000.0,356100000.0,-49800000.0,-17500000.0,-1800000.0,-200000.0
2018-05-11,33.31999969482422,34.630001068115234,33.165000915527344,34.380001068115234,34.380001068115234,241900,CDAY,1.095404266358177,0.9842931675756068,1.133216924783781,1.0355751904583157,0.0598290758998611,-0.0678527821256944,0.1202079557974649,206500000.0,1565400000.0,5606900000.0,987800000.0,70200000.0,4141900000.0,6817900000.0,700000.0,4255900000.0,-267300000.0,201400000.0,1961000000.0,-311000000.0,82200000.0,94200000.0,4285700000.0,,-311000000.0,102000000.0,4466200000.0,-1179700000.0,62300000.0,1119800000.0,44400000.0,37800000.0,11700000.0,4600000.0,-39600000.0,-25900000.0,406800000.0,-54400000.0,3200000.0,3300000.0,343600000.0,11000000.0,-39800000.0,30200000.0,5700000.0,356100000.0,-49800000.0,-17500000.0,-1800000.0,-200000.0
2018-05-14,34.5,37.130001068115234,33.36000061035156,36.47999954223633,36.47999954223633,868300,CDAY,1.0468749754915108,0.952576766339228,0.976973679738802,1.041087727357805,0.0057872481337057,-0.1091292797469482,-0.0157077112211336,206500000.0,1565400000.0,5606900000.0,987800000.0,70200000.0,4141900000.0,6817900000.0,700000.0,4255900000.0,-267300000.0,201400000.0,1961000000.0,-311000000.0,82200000.0,94200000.0,4285700000.0,,-311000000.0,102000000.0,4466200000.0,-1179700000.0,62300000.0,1119800000.0,44400000.0,37800000.0,11700000.0,4600000.0,-39600000.0,-25900000.0,406800000.0,-54400000.0,3200000.0,3300000.0,343600000.0,11000000.0,-39800000.0,30200000.0,5700000.0,356100000.0,-49800000.0,-17500000.0,-1800000.0,-200000.0
2018-05-15,36.61000061035156,37.30500030517578,36.459999084472656,36.95000076293945,36.95000076293945,565800,CDAY,1.0405953983498828,0.9220568062611828,0.9764546978641102,1.0466187864615744,-0.0060233881116915,-0.1490744275084946,-0.0037398620260661,206500000.0,1565400000.0,5606900000.0,987800000.0,70200000.0,4141900000.0,6817900000.0,700000.0,4255900000.0,-267300000.0,201400000.0,1961000000.0,-311000000.0,82200000.0,94200000.0,4285700000.0,,-311000000.0,102000000.0,4466200000.0,-1179700000.0,62300000.0,1119800000.0,44400000.0,37800000.0,11700000.0,4600000.0,-39600000.0,-25900000.0,406800000.0,-54400000.0,3200000.0,3300000.0,343600000.0,11000000.0,-39800000.0,30200000.0,5700000.0,356100000.0,-49800000.0,-17500000.0,-1800000.0,-200000.0
2018-05-16,37.40999984741211,37.40999984741211,35.7400016784668,37.20000076293945,37.20000076293945,219200,CDAY,1.0693547839635464,0.9150537692848582,0.9768817044969434,1.0408877248167443,0.0284670591468019,-0.1545148304019523,-0.0076780425638637,206500000.0,1565400000.0,5606900000.0,987800000.0,70200000.0,4141900000.0,6817900000.0,700000.0,4255900000.0,-267300000.0,201400000.0,1961000000.0,-311000000.0,82200000.0,94200000.0,4285700000.0,,-311000000.0,102000000.0,4466200000.0,-1179700000.0,62300000.0,1119800000.0,44400000.0,37800000.0,11700000.0,4600000.0,-39600000.0,-25900000.0,406800000.0,-54400000.0,3200000.0,3300000.0,343600000.0,11000000.0,-39800000.0,30200000.0,5700000.0,356100000.0,-49800000.0,-17500000.0,-1800000.0,-200000.0
2018-05-17,37.20000076293945,38.40999984741211,36.65999984741211,38.33000183105469,38.33000183105469,826700,CDAY,0.9705191491225102,0.9063396822047814,0.9663448772788162,1.0349193513761987,-0.0644002022536884,-0.1678706622529141,-0.016430754597833,206500000.0,1565400000.0,5606900000.0,987800000.0,70200000.0,4141900000.0,6817900000.0,700000.0,4255900000.0,-267300000.0,201400000.0,1961000000.0,-311000000.0,82200000.0,94200000.0,4285700000.0,,-311000000.0,102000000.0,4466200000.0,-1179700000.0,62300000.0,1119800000.0,44400000.0,37800000.0,11700000.0,4600000.0,-39600000.0,-25900000.0,406800000.0,-54400000.0,3200000.0,3300000.0,343600000.0,11000000.0,-39800000.0,30200000.0,5700000.0,356100000.0,-49800000.0,-17500000.0,-1800000.0,-200000.0
2018-05-18,38.43999862670898,38.869998931884766,36.52000045776367,36.81999969482422,36.81999969482422,615800,CDAY,1.0051602017458925,0.9600760121432114,1.0448126436598215,1.0385787395853494,-0.0334185378394569,-0.1139034761399114,0.0473645543897818,206500000.0,1565400000.0,5606900000.0,987800000.0,70200000.0,4141900000.0,6817900000.0,700000.0,4255900000.0,-267300000.0,201400000.0,1961000000.0,-311000000.0,82200000.0,94200000.0,4285700000.0,,-311000000.0,102000000.0,4466200000.0,-1179700000.0,62300000.0,1119800000.0,44400000.0,37800000.0,11700000.0,4600000.0,-39600000.0,-25900000.0,406800000.0,-54400000.0,3200000.0,3300000.0,343600000.0,11000000.0,-39800000.0,30200000.0,5700000.0,356100000.0,-49800000.0,-17500000.0,-1800000.0,-200000.0
2018-05-21,36.43000030517578,36.619998931884766,34.79800033569336,35.15999984741211,35.15999984741211,909300,CDAY,1.0395335436769275,1.023321948190639,1.0918657439207602,1.025089312179409,0.0144442314975188,-0.042517669362428,0.1037488359324911,206500000.0,1565400000.0,5606900000.0,987800000.0,70200000.0,4141900000.0,6817900000.0,700000.0,4255900000.0,-267300000.0,201400000.0,1961000000.0,-311000000.0,82200000.0,94200000.0,4285700000.0,,-311000000.0,102000000.0,4466200000.0,-1179700000.0,62300000.0,1119800000.0,44400000.0,37800000.0,11700000.0,4600000.0,-39600000.0,-25900000.0,406800000.0,-54400000.0,3200000.0,3300000.0,343600000.0,11000000.0,-39800000.0,30200000.0,5700000.0,356100000.0,-49800000.0,-17500000.0,-1800000.0,-200000.0
2018-05-22,35.08000183105469,35.91999816894531,33.20000076293945,34.31999969482422,34.31999969482422,335500,CDAY,1.041666675929238,1.102564116814212,1.158216793515726,1.0307376712719063,0.0109290046573313,0.0251558734685732,0.1433878161181485,206500000.0,1565400000.0,5606900000.0,987800000.0,70200000.0,4141900000.0,6817900000.0,700000.0,4255900000.0,-267300000.0,201400000.0,1961000000.0,-311000000.0,82200000.0,94200000.0,4285700000.0,,-311000000.0,102000000.0,4466200000.0,-1179700000.0,62300000.0,1119800000.0,44400000.0,37800000.0,11700000.0,4600000.0,-39600000.0,-25900000.0,406800000.0,-54400000.0,3200000.0,3300000.0,343600000.0,11000000.0,-39800000.0,30200000.0,5700000.0,356100000.0,-49800000.0,-17500000.0,-1800000.0,-200000.0
2018-05-23,34.13999938964844,34.5,33.7599983215332,33.970001220703125,33.970001220703125,405300,CDAY,1.025022032486801,1.1318810533190673,1.178098293189738,1.0150475795387122,0.0099744529480887,0.0506712515102532,0.1667906881479512,206500000.0,1565400000.0,5606900000.0,987800000.0,70200000.0,4141900000.0,6817900000.0,700000.0,4255900000.0,-267300000.0,201400000.0,1961000000.0,-311000000.0,82200000.0,94200000.0,4285700000.0,,-311000000.0,102000000.0,4466200000.0,-1179700000.0,62300000.0,1119800000.0,44400000.0,37800000.0,11700000.0,4600000.0,-39600000.0,-25900000.0,406800000.0,-54400000.0,3200000.0,3300000.0,343600000.0,11000000.0,-39800000.0,30200000.0,5700000.0,356100000.0,-49800000.0,-17500000.0,-1800000.0,-200000.0
2018-05-24,34.11000061035156,34.310001373291016,33.527000427246094,33.709999084472656,33.709999084472656,397100,CDAY,1.039157512034233,1.1465441286138065,1.1901512910560907,1.0168206501033523,0.0223368619308803,0.0652883638276666,0.1732558589537411,206500000.0,1565400000.0,5606900000.0,987800000.0,70200000.0,4141900000.0,6817900000.0,700000.0,4255900000.0,-267300000.0,201400000.0,1961000000.0,-311000000.0,82200000.0,94200000.0,4285700000.0,,-311000000.0,102000000.0,4466200000.0,-1179700000.0,62300000.0,1119800000.0,44400000.0,37800000.0,11700000.0,4600000.0,-39600000.0,-25900000.0,406800000.0,-54400000.0,3200000.0,3300000.0,343600000.0,11000000.0,-39800000.0,30200000.0,5700000.0,356100000.0,-49800000.0,-17500000.0,-1800000.0,-200000.0
2018-05-25,33.56999969482422,33.869998931884766,33.220001220703125,33.599998474121094,33.599998474121094,256900,CDAY,1.021726291371586,1.139583412333144,1.1761905432288098,1.0047051141844092,0.0170211771871768,0.0533671004647546,0.1475324996459637,206500000.0,1565400000.0,5606900000.0,987800000.0,70200000.0,4141900000.0,6817900000.0,700000.0,4255900000.0,-267300000.0,201400000.0,1961000000.0,-311000000.0,82200000.0,94200000.0,4285700000.0,,-311000000.0,102000000.0,4466200000.0,-1179700000.0,62300000.0,1119800000.0,44400000.0,37800000.0,11700000.0,4600000.0,-39600000.0,-25900000.0,406800000.0,-54400000.0,3200000.0,3300000.0,343600000.0,11000000.0,-39800000.0,30200000.0,5700000.0,356100000.0,-49800000.0,-17500000.0,-1800000.0,-200000.0
2018-05-29,33.400001525878906,34.34000015258789,33.0,34.2400016784668,34.2400016784668,218100,CDAY,0.9941588565088992,1.1261682092013747,1.1010513701770237,1.0170681966545738,-0.0229093401456745,0.038507284705211,0.1003995119294709,206500000.0,1565400000.0,5606900000.0,987800000.0,70200000.0,4141900000.0,6817900000.0,700000.0,4255900000.0,-267300000.0,201400000.0,1961000000.0,-311000000.0,82200000.0,94200000.0,4285700000.0,,-311000000.0,102000000.0,4466200000.0,-1179700000.0,62300000.0,1119800000.0,44400000.0,37800000.0,11700000.0,4600000.0,-39600000.0,-25900000.0,406800000.0,-54400000.0,3200000.0,3300000.0,343600000.0,11000000.0,-39800000.0,30200000.0,5700000.0,356100000.0,-49800000.0,-17500000.0,-1800000.0,-200000.0
2018-05-30,34.22999954223633,34.75,33.790000915527344,34.66999816894531,34.66999816894531,546100,CDAY,0.9573118078915276,1.1104702057493994,1.1038362411003229,1.0058059528088674,-0.0484941449173398,0.0341527352137311,0.1153453758983685,206500000.0,1565400000.0,5606900000.0,987800000.0,70200000.0,4141900000.0,6817900000.0,700000.0,4255900000.0,-267300000.0,201400000.0,1961000000.0,-311000000.0,82200000.0,94200000.0,4285700000.0,,-311000000.0,102000000.0,4466200000.0,-1179700000.0,62300000.0,1119800000.0,44400000.0,37800000.0,11700000.0,4600000.0,-39600000.0,-25900000.0,406800000.0,-54400000.0,3200000.0,3300000.0,343600000.0,11000000.0,-39800000.0,30200000.0,5700000.0,356100000.0,-49800000.0,-17500000.0,-1800000.0,-200000.0
2018-05-31,34.630001068115234,34.99800109863281,34.279998779296875,34.52000045776367,34.52000045776367,361000,CDAY,0.9507531651101958,1.11906142977548,1.1071842616997216,1.0168871932272077,-0.0661340281170118,0.0335106719332578,0.1331014828836256,206500000.0,1565400000.0,5606900000.0,987800000.0,70200000.0,4141900000.0,6817900000.0,700000.0,4255900000.0,-267300000.0,201400000.0,1961000000.0,-311000000.0,82200000.0,94200000.0,4285700000.0,,-311000000.0,102000000.0,4466200000.0,-1179700000.0,62300000.0,1119800000.0,44400000.0,37800000.0,11700000.0,4600000.0,-39600000.0,-25900000.0,406800000.0,-54400000.0,3200000.0,3300000.0,343600000.0,11000000.0,-39800000.0,30200000.0,5700000.0,356100000.0,-49800000.0,-17500000.0,-1800000.0,-200000.0
2018-06-01,35.0099983215332,35.0099983215332,34.0099983215332,34.529998779296875,34.529998779296875,414400,CDAY,0.966695692098572,1.0715320390391692,1.0883290807871822,1.0077177169743037,-0.0410220248757314,-0.000793325559828,0.1242130356356399,206500000.0,1565400000.0,5606900000.0,987800000.0,70200000.0,4141900000.0,6817900000.0,700000.0,4255900000.0,-267300000.0,201400000.0,1961000000.0,-311000000.0,82200000.0,94200000.0,4285700000.0,,-311000000.0,102000000.0,4466200000.0,-1179700000.0,62300000.0,1119800000.0,44400000.0,37800000.0,11700000.0,4600000.0,-39600000.0,-25900000.0,406800000.0,-54400000.0,3200000.0,3300000.0,343600000.0,11000000.0,-39800000.0,30200000.0,5700000.0,356100000.0,-49800000.0,-17500000.0,-1800000.0,-200000.0
2018-06-04,34.439998626708984,36.2599983215332,34.38999938964844,35.959999084472656,35.959999084472656,521200,CDAY,0.9435484196056774,1.043103428156922,1.0247497055702854,1.0112024797155206,-0.0676540601098432,-0.0198098403722264,0.0674564417594524,206500000.0,1565400000.0,5606900000.0,987800000.0,70200000.0,4141900000.0,6817900000.0,700000.0,4255900000.0,-267300000.0,201400000.0,1961000000.0,-311000000.0,82200000.0,94200000.0,4285700000.0,,-311000000.0,102000000.0,4466200000.0,-1179700000.0,62300000.0,1119800000.0,44400000.0,37800000.0,11700000.0,4600000.0,-39600000.0,-25900000.0,406800000.0,-54400000.0,3200000.0,3300000.0,343600000.0,11000000.0,-39800000.0,30200000.0,5700000.0,356100000.0,-49800000.0,-17500000.0,-1800000.0,-200000.0
2018-06-05,35.970001220703125,36.68000030517578,35.95000076293945,36.34999847412109,36.34999847412109,319400,CDAY,0.9312242061913748,1.0376892105664708,1.0231086709174395,1.01633028397258,-0.0851060777812052,-0.019475993358438,0.0623006388553765,206500000.0,1565400000.0,5606900000.0,987800000.0,70200000.0,4141900000.0,6817900000.0,700000.0,4255900000.0,-267300000.0,201400000.0,1961000000.0,-311000000.0,82200000.0,94200000.0,4285700000.0,,-311000000.0,102000000.0,4466200000.0,-1179700000.0,62300000.0,1119800000.0,44400000.0,37800000.0,11700000.0,4600000.0,-39600000.0,-25900000.0,406800000.0,-54400000.0,3200000.0,3300000.0,343600000.0,11000000.0,-39800000.0,30200000.0,5700000.0,356100000.0,-49800000.0,-17500000.0,-1800000.0,-200000.0
2018-06-06,36.560001373291016,38.63999938964844,36.560001373291016,38.15999984741211,38.15999984741211,307200,CDAY,0.8626833936210784,0.9834905379812796,0.9599056922061115,1.01575942124869,-0.1530760276276116,-0.0697980365841769,0.0134752039942079,206500000.0,1565400000.0,5606900000.0,987800000.0,70200000.0,4141900000.0,6817900000.0,700000.0,4255900000.0,-267300000.0,201400000.0,1961000000.0,-311000000.0,82200000.0,94200000.0,4285700000.0,,-311000000.0,102000000.0,4466200000.0,-1179700000.0,62300000.0,1119800000.0,44400000.0,37800000.0,11700000.0,4600000.0,-39600000.0,-25900000.0,406800000.0,-54400000.0,3200000.0,3300000.0,343600000.0,11000000.0,-39800000.0,30200000.0,5700000.0,356100000.0,-49800000.0,-17500000.0,-1800000.0,-200000.0
2018-06-07,38.27000045776367,38.84999847412109,36.68000030517578,37.11000061035156,37.11000061035156,782500,CDAY,0.8924817673715205,1.0072756791517907,0.9496092993498054,1.0174469663824934,-0.1249651990109729,-0.0489593944807495,0.0144420811322802,206500000.0,1565400000.0,5606900000.0,987800000.0,70200000.0,4141900000.0,6817900000.0,700000.0,4255900000.0,-267300000.0,201400000.0,1961000000.0,-311000000.0,82200000.0,94200000.0,4285700000.0,,-311000000.0,102000000.0,4466200000.0,-1179700000.0,62300000.0,1119800000.0,44400000.0,37800000.0,11700000.0,4600000.0,-39600000.0,-25900000.0,406800000.0,-54400000.0,3200000.0,3300000.0,343600000.0,11000000.0,-39800000.0,30200000.0,5700000.0,356100000.0,-49800000.0,-17500000.0,-1800000.0,-200000.0
2018-06-08,36.470001220703125,37.650001525878906,35.95000076293945,37.400001525878906,37.400001525878906,666200,CDAY,0.8711230080702264,0.9770053322121796,0.9029411518712516,1.0052080736804023,-0.1340850656101759,-0.0745260571362268,-0.0046166052349553,206500000.0,1565400000.0,5606900000.0,987800000.0,70200000.0,4141900000.0,6817900000.0,700000.0,4255900000.0,-267300000.0,201400000.0,1961000000.0,-311000000.0,82200000.0,94200000.0,4285700000.0,,-311000000.0,102000000.0,4466200000.0,-1179700000.0,62300000.0,1119800000.0,44400000.0,37800000.0,11700000.0,4600000.0,-39600000.0,-25900000.0,406800000.0,-54400000.0,3200000.0,3300000.0,343600000.0,11000000.0,-39800000.0,30200000.0,5700000.0,356100000.0,-49800000.0,-17500000.0,-1800000.0,-200000.0
2018-06-11,37.83000183105469,38.22999954223633,36.27000045776367,36.4900016784668,36.4900016784668,408500,CDAY,0.944916359447125,1.0189092517119878,0.9536858765779794,1.0105777092882633,-0.0656613498411382,-0.0347194966321058,0.0474609615525477,206500000.0,1565400000.0,5606900000.0,987800000.0,70200000.0,4141900000.0,6817900000.0,700000.0,4255900000.0,-267300000.0,201400000.0,1961000000.0,-311000000.0,82200000.0,94200000.0,4285700000.0,,-311000000.0,102000000.0,4466200000.0,-1179700000.0,62300000.0,1119800000.0,44400000.0,37800000.0,11700000.0,4600000.0,-39600000.0,-25900000.0,406800000.0,-54400000.0,3200000.0,3300000.0,343600000.0,11000000.0,-39800000.0,30200000.0,5700000.0,356100000.0,-49800000.0,-17500000.0,-1800000.0,-200000.0
2018-06-12,36.47999954223633,37.81999969482422,36.38999938964844,37.619998931884766,37.619998931884766,508300,CDAY,0.9213184697364808,1.1018076007388873,0.9133440081315314,1.0061680526397327,-0.0848495829032519,0.0510212584024127,0.0247998465419998,206500000.0,1565400000.0,5606900000.0,987800000.0,70200000.0,4141900000.0,6817900000.0,700000.0,4255900000.0,-267300000.0,201400000.0,1961000000.0,-311000000.0,82200000.0,94200000.0,4285700000.0,,-311000000.0,102000000.0,4466200000.0,-1179700000.0,62300000.0,1119800000.0,44400000.0,37800000.0,11700000.0,4600000.0,-39600000.0,-25900000.0,406800000.0,-54400000.0,3200000.0,3300000.0,343600000.0,11000000.0,-39800000.0,30200000.0,5700000.0,356100000.0,-49800000.0,-17500000.0,-1800000.0,-200000.0
