,2021-03-31,2020-12-31,2020-09-30,2020-06-27
Investments,1000000.0,57469000.0,-1532000.0,-115000.0
Change To Liabilities,46822000.0,11530000.0,4299000.0,-21974000.0
Total Cashflows From Investing Activities,-717027000.0,46703000.0,-28966000.0,-20263000.0
Net Borrowings,520000000.0,-18279000.0,-120000000.0,-510125000.0
Total Cash From Financing Activities,527742000.0,-42779000.0,-111130000.0,-535603000.0
Change To Operating Activities,-39992000.0,-50118000.0,-415000.0,-16089000.0
Issuance Of Stock,10484000.0,10484000.0,9402000.0,9402000.0
Net Income,109262000.0,23515000.0,53406000.0,34678000.0
Change In Cash,-72603000.0,123239000.0,-101970000.0,-449748000.0
Repurchase Of Stock,-2742000.0,-24500000.0,-508000.0,-9661000.0
Effect Of Exchange Rate,-5010000.0,5553000.0,4152000.0,1613000.0
Total Cash From Operating Activities,121692000.0,113762000.0,33974000.0,104505000.0
Depreciation,30899000.0,28226000.0,2569000.0,49651000.0
Other Cashflows From Investing Activities,4006000.0,-7359000.0,-7692000.0,-3929000.0
Change To Account Receivables,-20169000.0,10315000.0,-87027000.0,34475000.0
Other Cashflows From Financing Activities,546000.0,546000.0,-24000.0,-15817000.0
Change To Netincome,44351000.0,45757000.0,15922000.0,24394000.0
Capital Expenditures,-5385000.0,-2857000.0,-4784000.0,-5169000.0
