Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2018-06-15,35.0,44.93999862670898,35.0,44.93999862670898,44.93999862670898,7882200,AVLR,0.9583889855578818,0.9677348243757976,0.6448598226038392,1.0096019294644618,-0.05121294390658,-0.0753317136242522,-0.1875520987078983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-18,46.5099983215332,53.63999938964844,42.51499938964844,44.11000061035156,44.11000061035156,4120700,AVLR,0.95873952233868,0.93901604161903,0.6891861074106655,1.0102476448598272,-0.0515081225211472,-0.1106680569176982,-0.1825878087590936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-19,43.4900016784668,47.0,41.58000183105469,45.9900016784668,45.9900016784668,1142400,AVLR,0.9334637690451802,0.8801913038674593,0.6612306748762421,1.010631938115176,-0.0771681690699958,-0.1732460923390574,-0.2207298963629169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,46.93999862670898,47.0,43.209999084472656,45.0099983215332,45.0099983215332,741300,AVLR,0.9389024638402536,0.9097978735837586,0.691624090682841,1.0076096239040084,-0.0687071600637548,-0.1338351557806363,-0.1872334826188646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-21,44.54999923706055,59.39699935913086,40.630001068115234,51.040000915527344,51.040000915527344,5913800,AVLR,0.8070140652011273,0.7560736571391415,0.6103056242119669,1.008634820248486,-0.2016207550473587,-0.2951079516378789,-0.2825745555092304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-22,53.970001220703125,54.09000015258789,50.59999847412109,51.0,51.0,1146800,AVLR,0.8696078132180606,0.720980401132621,0.6333333183737362,1.0148038426897,-0.1451960294716393,-0.3225208160576577,-0.2562174716598105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-25,49.900001525878906,53.09999847412109,48.5,49.59999847412109,49.59999847412109,967500,AVLR,0.9135081203063264,0.7221774354189423,0.6340726155334171,1.0325715690378434,-0.1190634487315169,-0.335740758630211,-0.2498994936494291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-26,50.060001373291016,50.93000030517578,45.9370002746582,47.84999847412109,47.84999847412109,584700,AVLR,0.8948798549697496,0.7299895803354544,0.6762800761185594,1.0198612964637193,-0.1249814414939696,-0.3272207164189242,-0.2355589056562951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-27,48.04999923706055,49.7400016784668,45.5,45.70000076293945,45.70000076293945,391700,AVLR,0.8840262768363322,0.8299781109836485,0.7608315071618227,1.0240098685139658,-0.1399835916776336,-0.2364529481451244,-0.1753618515842382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-28,45.52999877929688,46.7599983215332,42.54999923706055,44.58000183105469,44.58000183105469,557900,AVLR,0.860026885998915,0.8093315466380522,0.8277254376462172,1.0280310192931803,-0.1680041332942655,-0.2463093357315715,-0.1153373874006383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-29,44.58000183105469,53.400001525878906,44.58000183105469,53.369998931884766,53.369998931884766,1164100,AVLR,0.7153831941031941,0.6698519901719902,0.703204038418584,1.0229810328203164,-0.3075978387171223,-0.3859017915107661,-0.2449742984461485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-02,52.79999923706055,56.130001068115234,47.59999847412109,48.720001220703125,48.720001220703125,1362000,AVLR,0.7621100192488742,0.7212643372167243,0.7577996150225155,1.028037383723741,-0.2659273644748671,-0.3213729328365512,-0.1945153884467042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-03,48.43999862670898,51.88999938964844,48.150001525878906,49.59000015258789,49.59000015258789,305700,AVLR,0.7493446205499333,0.6809840765044112,0.779794274046343,1.0316057780571557,-0.2822611575072223,-0.3545709802056987,-0.1742885169565724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-05,50.290000915527344,51.92499923706055,48.77299880981445,49.09999847412109,49.09999847412109,303900,AVLR,0.8299389259956478,0.6790224274683074,0.7747454602381895,1.0278585751886449,-0.1979196491929968,-0.3456041424287899,-0.1653346694900149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-06,49.20000076293945,50.060001373291016,47.0099983215332,47.38999938964844,47.38999938964844,268900,AVLR,0.8906942314435381,0.6868537593644822,0.8105085533257496,1.022944787767895,-0.1322505563243569,-0.3233037640501769,-0.1298081855399629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-09,47.75,48.20000076293945,45.34999847412109,47.5,47.5,361600,AVLR,0.8949473330849096,0.6970526444284539,0.8416842008891858,1.0132572440264689,-0.1183099109415593,-0.2752153012757845,-0.0955360223833314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-10,46.15999984741211,46.79999923706055,44.810001373291016,44.959999084472656,44.959999084472656,555500,AVLR,1.022464460782858,0.7241993335479383,0.8963523144505249,1.014019569285541,0.0084448914973169,-0.2284702773379147,-0.0493101471253737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-11,44.470001220703125,44.60699844360352,42.34000015258789,42.400001525878906,42.400001525878906,589800,AVLR,1.0002358094616364,0.8245282506212828,0.9945753927203704,1.0161209399346474,-0.0158851304730109,-0.1442850189833178,0.0291719092140615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-12,42.52999877929688,44.87799835205078,42.34999847412109,43.9900016784668,43.9900016784668,547300,AVLR,0.8754261616767324,0.7958626275449923,0.91134345585197,1.0037965838177765,-0.1283704221410438,-0.1668952450307919,-0.0343198575131113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-13,44.47999954223633,44.5,43.18999862670898,43.75,43.75,242500,AVLR,0.8235428292410716,0.8516571044921875,0.9074285888671876,1.0115806406556596,-0.1880378114145879,-0.1329817720734898,-0.0376210699871141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-16,43.43000030517578,44.417999267578125,42.37699890136719,43.619998931884766,43.619998931884766,446100,AVLR,0.7948188679024175,0.8654287236216782,0.919303059514963,1.0069134712233376,-0.2120946033209201,-0.1200800532403051,-0.0343570502590002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
