Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,133.96246337890625,135.87936401367188,133.4161376953125,135.85060119628906,125.24343872070312,3832858,HON,1.0170739260965644,1.0956005601395915,1.0280998163488733,1.0206479989635429,-0.0035740728669784,0.0053401714171454,-0.0611933826423296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,135.91769409179688,136.74195861816406,135.85060119628906,136.7323760986328,126.0563507080078,2631438,HON,1.0159119181903808,1.0961442903955332,1.0369744017506357,1.012478214064533,0.0034337041258478,0.0074367346341335,-0.052156476726298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,136.77072143554688,137.20201110839844,136.32025146484375,136.74195861816406,126.06519317626952,2338047,HON,1.019205419733464,1.0901493298955067,1.0344240005078793,1.0113391723313174,0.0078662474021464,0.0001859548906046,-0.0473766417126928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,136.93365478515625,137.11575317382812,136.18606567382812,136.626953125,125.95917510986328,1864887,HON,1.016976483127728,1.1000217387077589,1.0397584550338554,1.0126829906128405,0.0042934925148874,0.0115380516861924,-0.0502009115628085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,137.0103302001953,137.77708435058594,136.50234985351562,137.12533569335938,126.4186553955078,2342847,HON,1.017683944172178,1.103611683465957,1.049745002186489,1.0121464877707815,0.0055374564013963,0.0208112077828444,-0.0481767465847702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,136.8761444091797,137.69082641601562,136.72279357910156,137.65249633789062,126.9046401977539,2259483,HON,1.0233254346837388,1.10519347984161,1.0504369908098916,1.0081446760609294,0.0151807586228094,0.0102502570145739,-0.0501360756258719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,139.13809204101562,139.26268005371094,137.41287231445312,137.63331604003906,126.886962890625,2528355,HON,1.0227019754525917,1.1133967173276842,1.041861960752623,1.0143616235707735,0.0083403518818181,0.0096812923750315,-0.0566201854240739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,138.0262908935547,138.20838928222656,134.3745880126953,137.35537719726562,126.63076782226562,4274404,HON,1.0148627392101628,1.10737336173558,1.0611658882879773,1.008797349947511,0.0060653892626518,0.0145226855916344,-0.0281314244059782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,137.16368103027344,137.7675018310547,136.4544219970703,136.78988647460938,126.10942840576172,3381713,HON,1.0212302129264708,1.115613468474232,1.0517530112227202,1.0091988628593096,0.0120313500671611,0.0143812607315256,-0.0363440389702733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,136.76112365722656,137.46080017089844,136.76112365722656,137.2403564453125,126.52468872070312,3134229,HON,1.024652426783561,1.1075297138588616,1.0384261935893753,1.0112728774332036,0.0133795493503574,0.0088447880355089,-0.0376089073757541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,138.3425750732422,138.54385375976562,137.31703186035156,137.41287231445312,126.68375396728516,2251136,HON,1.027550825540707,1.1125187319030831,1.035995305664489,1.0098252549340063,0.0177255706067005,0.0042692335158081,-0.0408952981791279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,137.41287231445312,137.9016876220703,137.06784057617188,137.77708435058594,127.01952362060548,2088686,HON,1.0182259843304309,1.108529114850568,1.031429895770259,1.0047827275420922,0.0134432567883386,-0.0065326502911395,-0.0541641015899474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,137.5374755859375,137.91127014160156,136.58860778808594,137.4703826904297,126.73677825927734,2541188,HON,1.0292924065367888,1.1183601766544105,1.0346462417955888,1.016827126331923,0.0124652802048657,-0.0026355935149058,-0.0522920445192114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,137.4320526123047,137.73875427246094,137.1540985107422,137.47996520996094,126.74561309814452,1809277,HON,1.0264878270678135,1.1209449869410946,1.018731157978718,1.016900814218988,0.0095870128488255,0.0043612628437881,-0.0572641864459373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,137.4512176513672,137.853759765625,136.6940460205078,137.65249633789062,126.9046401977539,2736817,HON,1.0353488967691689,1.132627394657034,1.016259274500568,1.0195478153138224,0.0158010814553464,0.0160764923178324,-0.061574266817256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,139.1093292236328,139.895263671875,137.42245483398438,139.31060791015625,128.43328857421875,3515575,HON,1.032776508125694,1.140929361563806,0.9935317245898896,1.0187296628598663,0.0140468452658277,0.0240038357862615,-0.0719422846345745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
