,2021-04-02,2021-01-01,2020-10-02,2020-07-03
Intangible Assets,294681000.0,310345000.0,200830000.0,208748000.0
Capital Surplus,1100188000.0,1092723000.0,1082044000.0,1074667000.0
Total Liab,449340000.0,518537000.0,245290000.0,225936000.0
Total Stockholder Equity,1453980000.0,1430631000.0,1407892000.0,1384784000.0
Other Current Liab,33348000.0,96390000.0,27886000.0,24206000.0
Total Assets,1903320000.0,1949168000.0,1653182000.0,1610720000.0
Common Stock,552000.0,551000.0,550000.0,547000.0
Retained Earnings,356574000.0,340939000.0,328253000.0,312455000.0
Other Liab,56052000.0,62349000.0,30410000.0,33040000.0
Good Will,782656000.0,783302000.0,614422000.0,614076000.0
Treasury Stock,-3334000.0,-3582000.0,-2955000.0,-2885000.0
Other Assets,4919000.0,5266000.0,4501000.0,4777000.0
Cash,121943000.0,109113000.0,239122000.0,226838000.0
Total Current Liabilities,162669000.0,211853000.0,146606000.0,125915000.0
Other Stockholder Equity,-3334000.0,-3582000.0,-2955000.0,-2885000.0
Property Plant Equipment,194123000.0,204522000.0,156724000.0,148350000.0
Total Current Assets,626941000.0,645733000.0,676705000.0,634769000.0
Net Tangible Assets,376643000.0,336984000.0,592640000.0,561960000.0
Net Receivables,263981000.0,240198000.0,207823000.0,210727000.0
Long Term Debt,160000000.0,160000000.0,,
Inventory,226840000.0,218410000.0,206044000.0,178093000.0
Accounts Payable,56643000.0,48175000.0,63057000.0,41877000.0
Other Current Assets,,62326000.0,4760000.0,2498000.0
Short Term Investments,,,1964000.0,2007000.0
