Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Inventory,Accounts Payable,Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Net Borrowings,Other Cashflows From Financing Activities,Other Cashflows From Investing Activities
2018-04-24,45.86000061035156,46.0,42.58000183105469,42.93000030517578,42.93000030517578,694700,MRCY,0.8464942905720553,0.9503843220830716,1.0547402389335128,1.0406249194487622,-0.1941306288767069,-0.1299829437972647,0.033963223722716,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-04-25,38.25,39.2599983215332,32.18000030517578,34.90999984741211,34.90999984741211,5952900,MRCY,1.0375251039535058,1.140647375218367,1.3423088173924844,1.03953065299256,-0.002005549039054,0.0705693979584778,0.3110518153096224,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-04-26,34.2599983215332,37.4900016784668,34.0,36.2599983215332,36.2599983215332,1592900,MRCY,1.0151683143192864,1.1508549772175454,1.3014341095180066,1.0247521280151235,-0.009583813695837,0.0792540331637516,0.2604089462757413,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-04-27,36.34000015258789,36.34000015258789,32.84000015258789,33.0099983215332,33.0099983215332,1790000,MRCY,1.1302636555710703,1.4783399490580147,1.4538020029877368,1.0380132315445008,0.0922504240265695,0.4093849621251333,0.4160300160937278,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-04-30,33.0,33.88999938964844,31.89999961853028,32.08000183105469,32.08000183105469,761900,MRCY,1.1511844824592905,1.5561095797887647,1.492206864076446,1.0376551498532594,0.1135293326060311,0.4696201249586946,0.4438789296206731,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-05-01,31.979999542236328,32.529998779296875,31.14999961853028,32.45000076293945,32.45000076293945,843500,MRCY,1.146379041242578,1.4714945724911783,1.4961478611892238,1.0446815749675655,0.1016974662750125,0.3849149016657749,0.4443135912855385,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-05-02,32.2599983215332,32.77000045776367,31.68000030517578,31.71999931335449,31.71999931335449,590100,MRCY,1.186948371402638,1.5293190218043269,1.6298865662702946,1.0548014599130375,0.1321469114896005,0.4323867269936678,0.553435323472764,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-05-03,31.459999084472656,32.959999084472656,30.520000457763672,32.56999969482422,32.56999969482422,1030200,MRCY,1.1642615451105232,1.499846451699045,1.6125268943772744,1.0605317444062077,0.1037298007043154,0.3970006864296211,0.5368433306272371,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-05-04,32.33000183105469,32.540000915527344,31.5,32.209999084472656,32.209999084472656,456600,MRCY,1.1670289109293626,1.502328493172035,1.5821173714046683,1.056267554793551,0.1107613561358116,0.4146774696842328,0.5311206354806843,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-05-07,32.220001220703125,33.869998931884766,30.11000061035156,33.529998779296875,33.529998779296875,859300,MRCY,1.118699662604634,1.4619744182046053,1.4509395555337117,1.0491433491707594,0.0695563134338745,0.3784539614073188,0.4256003767405372,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-05-08,33.72999954223633,34.70000076293945,33.650001525878906,34.41999816894531,34.41999816894531,488300,MRCY,1.1240558014211686,1.4401511427024904,1.3910518191518648,1.0533582377542972,0.0706975636668714,0.3627412507672685,0.3661671644894169,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-05-09,34.75,35.779998779296875,34.2599983215332,34.52000045776367,34.52000045776367,820300,MRCY,1.1193510682865058,1.4345307010743809,1.4049826001404984,1.0460669201720088,0.073284148114497,0.3717774849013404,0.3953711952157621,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-05-10,34.630001068115234,34.630001068115234,33.56999969482422,34.290000915527344,34.290000915527344,740300,MRCY,1.1044035555781018,1.460484120558225,1.4581510255183103,1.042896340423364,0.0615072151547377,0.3969767108158162,0.4450560232589926,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-05-11,34.439998626708984,35.13999938964844,33.939998626708984,34.689998626708984,34.689998626708984,627800,MRCY,1.0657250701716283,1.424906378264252,1.433266162842164,1.0355751904583157,0.0301498797133126,0.3727604285629506,0.4202571938558477,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-05-14,34.41999816894531,34.93000030517578,34.220001220703125,34.41999816894531,34.41999816894531,643100,MRCY,1.0647880149786169,1.44102269357096,1.372748475118464,1.041087727357805,0.0237002876208118,0.3793166474847838,0.3800670841585283,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-05-15,34.25,34.75,34.099998474121094,34.56999969482422,34.56999969482422,353700,MRCY,1.0512004765226732,1.4480764193002276,1.353196389709565,1.0466187864615744,0.0045816900610988,0.3769451855305501,0.3730018298193885,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-05-16,34.5,35.47999954223633,33.52000045776367,35.2400016784668,35.2400016784668,401000,MRCY,1.036889874436496,1.4398410687213783,1.347048778652851,1.0408877248167443,-0.0039978503802484,0.3702724690345678,0.3624890315920439,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-05-17,35.2599983215332,35.97999954223633,35.08000183105469,35.849998474121094,35.849998474121094,440000,MRCY,0.9958159632478112,1.418967952498132,1.3280335463534152,1.0349193513761987,-0.0391033881283875,0.3447576080404364,0.3452579144767659,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-05-18,35.95000076293945,36.18999862670898,35.41999816894531,35.56999969482422,35.56999969482422,849100,MRCY,1.0463874484125733,1.4273264237657894,1.388529654579535,1.0385787395853494,0.0078087088272238,0.3533469354826666,0.3910815653094952,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-05-21,35.7400016784668,35.93000030517578,35.130001068115234,35.47999954223633,35.47999954223633,597000,MRCY,1.0673618776912135,1.4441939780035606,1.3754227696358263,1.025089312179409,0.0422725655118048,0.3783543604504935,0.3873058616475573,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-05-22,35.5,35.5,35.11000061035156,35.369998931884766,35.369998931884766,328200,MRCY,1.0689850866579098,1.4659315815636116,1.4495335596842678,1.0307376712719063,0.0382474153860032,0.3885233382179729,0.4347045822866904,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-05-23,35.2400016784668,35.959999084472656,34.91999816894531,35.4900016784668,35.4900016784668,433300,MRCY,1.0571991739444904,1.4775992151763244,1.4342067939873322,1.0150475795387122,0.0421515944057782,0.3963894133675103,0.4228991889455455,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-05-24,35.619998931884766,36.52000045776367,35.59000015258789,36.34000015258789,36.34000015258789,292500,MRCY,1.035498098792261,1.4510181431158098,1.4257017379126635,1.0168206501033523,0.0186774486889085,0.3697623783296699,0.4088063058103139,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-05-25,36.130001068115234,36.400001525878906,35.83000183105469,36.220001220703125,36.220001220703125,200900,MRCY,1.0331307815516106,1.4690777827488906,1.4271120067539729,1.0047051141844092,0.0284256673672014,0.3828614708805011,0.3984539631711268,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-05-29,36.02000045776367,36.93000030517578,35.95000076293945,36.810001373291016,36.810001373291016,417100,MRCY,1.026894806488322,1.4634609324131218,1.3319749239366392,1.0170681966545738,0.0098266098337482,0.3758000079169581,0.3313230656890864,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-05-30,37.0,37.34999847412109,36.59999847412109,37.310001373291016,37.310001373291016,325400,MRCY,1.0201018486302416,1.461002313458908,1.2950950929048983,1.0058059528088674,0.0142958958213741,0.3846848429232399,0.306604227702944,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-05-31,37.34000015258789,37.869998931884766,36.02999877929688,36.93000030517578,36.93000030517578,349300,MRCY,1.043596008585083,1.47847273281687,1.3054426939096442,1.0168871932272077,0.0267088153578753,0.392921974974648,0.3313599150935482,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-06-01,37.09000015258789,38.09000015258789,37.0,37.20000076293945,37.20000076293945,417200,MRCY,1.035752634115063,1.4639784399877889,1.320161279654528,1.0077177169743037,0.0280349171407594,0.3916530753887917,0.3560452345029856,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-06-04,37.38999938964844,37.68000030517578,36.68999862670898,37.650001525878906,37.650001525878906,246100,MRCY,1.0443558592633106,1.445418219479738,1.2982735481303322,1.0112024797155206,0.03315337954779,0.3825049509505895,0.3409802843194992,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-06-05,37.77000045776367,38.31999969482422,37.43999862670898,37.91999816894531,37.91999816894531,416800,MRCY,1.0524789497510183,1.432225843770434,1.3217299934610935,1.01633028397258,0.0361486657784382,0.3750606398455252,0.3609219613990305,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-06-06,37.9900016784668,38.27999877929688,37.119998931884766,37.59000015258789,37.59000015258789,626900,MRCY,1.071029480130542,1.4828412197979033,1.287842502019232,1.01575942124869,0.0552700588818519,0.4295526452324467,0.3414120138073283,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-06-07,37.58000183105469,37.77000045776367,36.970001220703125,37.5099983215332,37.5099983215332,325900,MRCY,1.0799786759328591,1.504932105809598,1.2897894756860582,1.0174469663824934,0.0625317095503656,0.4486970321770576,0.354622257468533,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-06-08,37.36000061035156,38.83000183105469,37.36000061035156,38.68999862670898,38.68999862670898,494200,MRCY,1.043680602258786,1.4057896438409598,1.2432153058004007,1.0052080736804023,0.0384725285783835,0.3542582544925534,0.3356575486941938,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-06-11,38.68999862670898,39.15999984741211,36.34000015258789,38.63999938964844,38.63999938964844,463700,MRCY,1.0520186896475197,1.4164078780213014,1.25181158633359,1.0105777092882633,0.0414409803592563,0.3627791296772078,0.3455866713081582,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-06-12,38.68000030517578,38.81999969482422,37.0099983215332,37.869998931884766,37.869998931884766,585200,MRCY,1.0749934046128726,1.4618432049582404,1.2257723654135582,1.0061680526397327,0.0688253519731398,0.4110568626217659,0.3372282038240266,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2018-06-13,37.79999923706055,37.810001373291016,36.72999954223633,36.970001220703125,36.970001220703125,554900,MRCY,1.1033270102432409,1.5139301967174412,1.2098998665217144,1.0074181839888556,0.0959088262543852,0.4667145437027797,0.3321372995714804,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
