Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Inventory,Accounts Payable,Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Net Borrowings,Other Cashflows From Financing Activities,Other Cashflows From Investing Activities
2017-10-13,52.0,52.0,51.33000183105469,51.81999969482422,51.81999969482422,207300,MRCY,0.9600540388457206,0.9754920790188556,0.6736781175801304,1.0098252549340063,-0.0497712160882859,-0.1327574193684194,-0.4032124862634866,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-10-16,51.900001525878906,52.25,51.630001068115234,51.709999084472656,51.709999084472656,567200,MRCY,0.9607426258898072,0.952620367311607,0.7012183129668873,1.0047827275420922,-0.044040101652285,-0.1624413978301006,-0.3843756843933191,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-10-17,51.59999847412109,51.9900016784668,51.02999877929688,51.09999847412109,51.09999847412109,182800,MRCY,1.0025440522895726,0.959686935027268,0.6459882447599422,1.016827126331923,-0.0142830740423505,-0.1613088351420483,-0.440950041554858,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-10-18,51.63999938964844,52.2400016784668,51.220001220703125,51.34000015258789,51.34000015258789,333300,MRCY,0.9871445296951592,0.91760811200498,0.6248539488840971,1.016900814218988,-0.0297562845238287,-0.1989756120923264,-0.4511413955405582,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-10-19,51.2400016784668,52.22999954223633,50.5099983215332,51.630001068115234,51.630001068115234,200200,MRCY,0.9895409470393982,0.8985085886100663,0.6285105576528714,1.0195478153138224,-0.0300068682744242,-0.2180423137291351,-0.4493229836649527,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-10-20,52.130001068115234,52.47999954223633,51.68999862670898,52.45000076293945,52.45000076293945,190500,MRCY,1.0106767883784176,0.888655861436815,0.6047664223442197,1.0187296628598663,-0.0080528744814487,-0.2282696643407296,-0.4607075868802444,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-10-23,52.2400016784668,52.52999877929688,51.68999862670898,51.75,51.75,187000,MRCY,1.0104348003000454,0.9312077029315744,0.6293719747792119,1.0231439317955078,-0.0127091314954623,-0.1830304500331077,-0.4390851770863766,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-10-24,51.79999923706055,52.869998931884766,51.70000076293945,52.83000183105469,52.83000183105469,359900,MRCY,0.9907249354252576,0.9085746419903492,0.6096914247225879,1.023176662025299,-0.0324517266000417,-0.1922182418560453,-0.4696893955752653,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-10-25,54.040000915527344,54.4900016784668,49.86000061035156,50.0,50.0,635000,MRCY,1.0327999877929688,0.9604000091552736,0.6705999755859375,1.028738706809164,0.0040612809838047,-0.147813812399292,-0.423221286699367,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-10-26,50.220001220703125,50.95000076293945,49.43999862670898,49.75,49.75,352300,MRCY,1.0574874494543027,0.9692462556925252,0.6918592596772927,1.0357335667629224,0.0217538826913803,-0.1351222749949161,-0.3991627746435685,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-10-27,49.68000030517578,50.20000076293945,49.04999923706055,49.9900016784668,49.9900016784668,254700,MRCY,1.0370073697140518,0.933186636518426,0.6905380935930868,1.0327543330408862,0.0042530366731656,-0.1452323170776146,-0.4055907051419828,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-10-30,49.68999862670898,50.81999969482422,49.560001373291016,49.9900016784668,49.9900016784668,358500,MRCY,1.0440087392353463,0.8685736489512559,0.6859371827206353,1.0448229351223306,-0.0008141958869842,-0.1775372846212228,-0.4244523096742316,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-10-31,50.0099983215332,50.900001525878906,49.75,50.470001220703125,50.470001220703125,306800,MRCY,1.0261541443015212,0.8777491215690401,0.6873389694407005,1.0378093145840102,-0.0116551702824889,-0.1759072468454512,-0.4202409816877229,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-11-01,50.5,50.66999816894531,49.59999847412109,50.09999847412109,50.09999847412109,246600,MRCY,1.015169703779992,0.8946107995986422,0.6870259324803133,1.0388512590749122,-0.0236815552949201,-0.1599732187532075,-0.4224166737787552,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-11-02,50.15999984741211,52.43000030517578,50.02999877929688,52.27999877929688,52.27999877929688,340800,MRCY,0.974942662793012,0.7999235017462382,0.6612471404363173,1.0310647944789963,-0.0561221316859843,-0.2181228403737612,-0.4432548708492648,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-11-03,52.47999954223633,52.47999954223633,51.040000915527344,51.2599983215332,51.2599983215332,251800,MRCY,1.008583738896094,0.877877516064929,0.6874756697692525,1.0262436118253355,-0.0176598729292416,-0.1477588895028234,-0.4203346489201137,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-11-06,51.130001068115234,51.29999923706055,49.83000183105469,49.869998931884766,49.869998931884766,289100,MRCY,1.0294766643711168,0.8891117124977272,0.718869044354443,1.0311845275729687,-0.0017078632018519,-0.1469992167047171,-0.3868592399816637,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-11-07,49.66999816894531,50.119998931884766,48.65999984741211,49.18999862670898,49.18999862670898,269300,MRCY,1.0402520755745914,0.9028257997002374,0.7231144681413056,1.0414917955670933,-0.0012397199925018,-0.1430840103274286,-0.3887118909537644,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-11-08,49.29999923706055,49.310001373291016,48.09000015258789,49.130001068115234,49.130001068115234,438800,MRCY,0.998575214872738,0.9029106380203328,0.7221656578644451,1.0390384642435906,-0.0404632493708525,-0.1580941250774058,-0.3924876475369065,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-11-09,48.720001220703125,49.54999923706055,48.18000030517578,49.5099983215332,49.5099983215332,406700,MRCY,0.9719248750399596,0.9181983564055364,0.7144011337302232,1.0401272810196784,-0.0682024059797188,-0.1573764963285558,-0.3982778590961002,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-11-10,49.060001373291016,49.310001373291016,48.369998931884766,48.959999084472656,48.959999084472656,178500,MRCY,1.0271650705867046,0.9366830365177796,0.7248774988176464,1.0393664161720684,-0.0122013455853637,-0.1392102121226381,-0.3884604615372816,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-11-13,49.0,49.47999954223633,48.47999954223633,48.97999954223633,48.97999954223633,279600,MRCY,1.0283789179795686,0.9250714944212972,0.7419354939203554,1.0305050740272153,-0.0021261560476466,-0.1415957203450235,-0.3696970669102514,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-11-14,48.81999969482422,49.90999984741211,48.68000030517578,49.75,49.75,226900,MRCY,1.0651256618787297,0.9236181057877276,0.7280402255417714,1.043144349882203,0.0219813119965266,-0.1413226766550946,-0.3856119952964795,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-11-15,49.43999862670898,50.02000045776367,49.34000015258789,49.68000030517578,49.68000030517578,299900,MRCY,1.086755260604175,0.9325684691315898,0.7409420520767602,1.0570826794517585,0.0296725811524165,-0.1353812491420073,-0.3696860473538876,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
2017-11-16,49.77999877929688,51.29999923706055,49.5099983215332,51.22999954223633,51.22999954223633,300900,MRCY,1.0175678612906662,0.9115752719153912,0.7282842417855374,1.0412088647392546,-0.0236410034485883,-0.1589039404222268,-0.3839304689776107,129037000.0,584795000.0,90328000.0,725417000.0,9416000.0,815745000.0,463000.0,1434000.0,139085000.0,17483000.0,380846000.0,1074000.0,8023000.0,41637000.0,72845000.0,1074000.0,51643000.0,246196000.0,215534000.0,,113673000.0,81071000.0,27485000.0,,4310000.0,1899000.0,-111087000.0,11338000.0,3191000.0,220695000.0,24875000.0,-40054000.0,-8766000.0,549000.0,59146000.0,32269000.0,-9318000.0,-14054000.0,8684000.0,-32844000.0,-200000000.0,-591000.0,-486000.0
