Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,49.77999877929688,50.09999847412109,49.61000061035156,50.04999923706055,44.87665557861328,4175700,COP,1.0274442360711946,1.1447516887328668,1.276928984050351,1.0206479989635429,0.0067962371076517,0.0544913000104207,0.1876357850591481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,49.54999923706055,50.33000183105469,49.29999923706055,50.310001373291016,45.10978698730469,4832100,COP,1.0411181656893802,1.1366373339782805,1.27053096506969,1.012478214064533,0.0286399516248472,0.0479297782168808,0.1814000865927563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,50.16999816894531,50.22999954223633,49.22999954223633,49.2400016784668,44.15038299560547,6742100,COP,1.0715004581917127,1.1731788413063415,1.3322151715976782,1.0113391723313174,0.0601612858603952,0.0832154663014395,0.250414529377106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,49.36000061035156,49.59000015258789,48.90999984741211,49.310001373291016,44.21314239501953,5432400,COP,1.0797661129522242,1.1810961147382144,1.347337537456181,1.0126829906128405,0.0670831223393837,0.092612427716648,0.2573781708595168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,49.459999084472656,49.790000915527344,49.40999984741211,49.70000076293945,44.56282806396485,5295400,COP,1.0856553201462982,1.1661641218988932,1.3526280620290674,1.0121464877707815,0.0735088323755166,0.0833636462157805,0.2547063132578082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,49.150001525878906,49.43999862670898,48.70000076293945,48.86000061035156,43.80965042114258,3902900,COP,1.100410407580276,1.2176940846120712,1.3740205984847145,1.0081446760609294,0.0922657315193467,0.122750861785035,0.2734475320489509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,49.09999847412109,49.20000076293945,48.83000183105469,48.90999984741211,43.854488372802734,4765500,COP,1.100107679143466,1.23433213661812,1.3703424899603704,1.0143616235707735,0.0857460555726925,0.1306167116654673,0.2718603437836735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,49.369998931884766,49.68000030517578,49.11000061035156,49.18999862670898,44.10554885864258,5252800,COP,1.0940497776985911,1.2025759373049916,1.3518573119454629,1.008797349947511,0.0852524277510802,0.1097252611610459,0.2625599992515073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,49.20000076293945,49.72999954223633,48.88999938964844,49.59999847412109,44.4731674194336,4534800,COP,1.0740610139973206,1.2133099349875032,1.334365324015167,1.0091988628593096,0.0648621511380109,0.1120777272447968,0.2462682738221733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,49.09000015258789,49.869998931884766,49.0099983215332,49.810001373291016,44.66145706176758,4443100,COP,1.0610555433746225,1.206176293907625,1.325289960063148,1.0112728774332036,0.0497826659414188,0.1074913680842724,0.2492548590980186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
