,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,182200000.0,730908000.0,649999000.0,549458000.0
Change To Liabilities,93495000.0,71659000.0,40625000.0,4817000.0
Total Cashflows From Investing Activities,-1007700000.0,-1448778000.0,1829279000.0,1246257000.0
Net Borrowings,62997000.0,653668000.0,-2313107000.0,-1369458000.0
Total Cash From Financing Activities,246450000.0,647271000.0,-2620536000.0,-2148461000.0
Issuance Of Stock,1068877000.0,795586000.0,217656000.0,28121000.0
Net Income,413563000.0,45530000.0,1061093000.0,414169000.0
Change In Cash,-2972000.0,44811000.0,57643000.0,-54787000.0
Repurchase Of Stock,-10529000.0,-5043000.0,-3432000.0,-4785000.0
Effect Of Exchange Rate,-153000.0,245000.0,191000.0,376000.0
Total Cash From Operating Activities,758431000.0,846073000.0,848709000.0,847041000.0
Depreciation,544232000.0,430872000.0,403339000.0,533696000.0
Other Cashflows From Investing Activities,1802000.0,9359000.0,242000000.0,242000000.0
Dividends Paid,-787072000.0,-720123000.0,-696913000.0,-694955000.0
Change To Account Receivables,15281000.0,-49771000.0,5686000.0,-24782000.0
Other Cashflows From Financing Activities,-87823000.0,-76817000.0,175260000.0,-107384000.0
Change To Netincome,-318297000.0,336920000.0,-674646000.0,-95428000.0
