Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome
2017-09-29,27.770000457763672,27.979999542236328,27.65999984741211,27.82999992370605,22.8455810546875,3756900,PEAK,0.9284944042511126,0.9202882966161016,0.8473291620135612,1.0206479989635429,-0.0921535947124302,-0.1699720921063444,-0.2419640369776416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,27.26000022888184,27.43000030517578,26.690000534057617,26.709999084472656,21.926176071166992,6679800,PEAK,0.9741670552925716,0.9493876412699748,0.8581640277075699,1.012478214064533,-0.0383111587719613,-0.1393199144914249,-0.2309668507693638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,26.700000762939453,27.049999237060547,26.46999931335449,27.0,22.164236068725582,4799000,PEAK,0.9981480912560736,0.9399417044599764,0.8558177171042448,1.0113391723313174,-0.0131910810752438,-0.1500216705449256,-0.2259829251163273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,27.0,27.1200008392334,26.739999771118164,27.059999465942383,22.213491439819336,3385700,PEAK,1.0169178673303645,0.9179987887964444,0.8581095556198396,1.0126829906128405,0.0042348767175239,-0.170484898225122,-0.2318498109768244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,27.059999465942383,27.280000686645508,27.059999465942383,27.13999938964844,22.27915954589844,3901600,PEAK,1.0027126808197042,0.9100626366784992,0.865074135993266,1.0121464877707815,-0.0094338069510773,-0.1727378390046134,-0.2328476127779931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,27.020000457763672,27.059999465942383,26.600000381469727,26.920000076293945,22.098567962646484,3510300,PEAK,1.0169331747743444,0.9103434537538102,0.8679321464655577,1.0081446760609294,0.008788498713415,-0.1845997690732259,-0.2326409199702058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,26.8799991607666,27.049999237060547,26.799999237060547,26.82999992370605,22.02468490600586,2468100,PEAK,1.0199665237123416,0.8933682033116376,0.8589353265765317,1.0143616235707735,0.0056049001415681,-0.210347221641015,-0.2395468196001652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,26.86000061035156,27.020000457763672,26.280000686645508,26.440000534057617,21.70453453063965,4228200,PEAK,1.036162014133049,0.9096137265962512,0.8528943504800374,1.008797349947511,0.027364664185538,-0.1832369495476944,-0.2364029622139182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,26.5,26.780000686645508,26.450000762939453,26.459999084472656,21.72094917297364,2293000,PEAK,1.0349956836268386,0.9089263264340732,0.853807852506223,1.0091988628593096,0.0257968207675289,-0.1923058813086331,-0.2342891976867706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,26.440000534057617,26.56999969482422,26.26000022888184,26.43000030517578,21.696327209472656,3373600,PEAK,1.0446101510629686,0.8949965732241688,0.8699848019239175,1.0112728774332036,0.033337273629765,-0.2036883525991838,-0.2060502990412119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,26.549999237060547,26.68000030517578,26.36000061035156,26.3700008392334,21.64706802368164,2849900,PEAK,1.038912715130046,0.9004935811888983,0.873136999310442,1.0098252549340063,0.0290874601960393,-0.2077559171983767,-0.203753604533175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,26.420000076293945,26.46999931335449,26.18000030517578,26.21999931335449,21.5239372253418,3152500,PEAK,1.0406022574552434,0.9145390297802108,0.8797042945244117,1.0047827275420922,0.0358195299131511,-0.2005227353614967,-0.2058897028357947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,26.170000076293945,26.540000915527344,26.11000061035156,26.479999542236328,21.737367630004883,3285900,PEAK,1.0277047421253331,0.9296822633967324,0.9084315282020378,1.016827126331923,0.01087761579341,-0.1913135067725838,-0.1785067581127625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,26.479999542236328,26.6299991607666,26.39999961853028,26.46999931335449,21.72915840148925,2745200,PEAK,1.026560924242322,0.9273520437465992,0.9095537640784328,1.016900814218988,0.009660110023334,-0.1892316803507072,-0.1664415803462224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,26.46999931335449,26.63999938964844,26.32999992370605,26.36000061035156,21.63886260986328,1816100,PEAK,1.030844612021018,0.9377608418724874,0.9254696079222946,1.0195478153138224,0.0112967967071955,-0.178790060466714,-0.1523639333955295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,26.36000061035156,26.43000030517578,26.15999984741211,26.36000061035156,21.63886260986328,2047100,PEAK,1.030844612021018,0.9319910734212687,0.9164771851836704,1.0187296628598663,0.0121149491611516,-0.1849344523562758,-0.1489968240407937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,26.420000076293945,26.450000762939453,25.90999984741211,25.979999542236328,21.32692146301269,2229500,PEAK,1.0424098880207748,0.9370371407140524,0.9334522743876936,1.0231439317955078,0.019265956225267,-0.1772010122506296,-0.1350048774778949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
