Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Investments
2017-09-29,111.77999877929688,112.29000091552734,110.94000244140624,111.01000213623048,88.81716918945312,3912800,PM,0.9426178573723328,0.9413947273207688,0.926258890220148,1.0206479989635429,-0.07803014159121,-0.1488656614016772,-0.1630343087710549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,111.2300033569336,111.7300033569336,110.61000061035156,110.87000274658205,88.70516967773438,3403300,PM,0.9357805834882346,0.9501442533795302,0.9231004430811532,1.012478214064533,-0.0766976305762984,-0.1385633023818694,-0.1660304353957805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,110.66000366210938,110.69000244140624,110.0500030517578,110.19000244140624,88.1611099243164,2903000,PM,0.9329340009431044,0.9545413754008604,0.9436207304032131,1.0113391723313174,-0.078405171388213,-0.1354219996040416,-0.138179911817359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,110.4800033569336,111.9000015258789,110.16000366210938,111.41999816894533,89.14521026611328,4161800,PM,0.9213785237992984,0.9508023533175444,0.9432827809220826,1.0126829906128405,-0.0913044668135421,-0.137681333704022,-0.1466765856745814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,111.45999908447266,112.0199966430664,111.27999877929688,111.54000091552734,89.24121856689453,4904300,PM,0.9157252378275672,0.9564802161233305,0.9454713484839092,1.0121464877707815,-0.0964212499432143,-0.1263202595597822,-0.1524504002873499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,111.4800033569336,111.73999786376952,110.70999908447266,111.2699966430664,89.02519989013672,5642200,PM,0.925855906449307,0.9518119010745916,0.9307003147134246,1.0081446760609294,-0.0822887696116223,-0.1431313217524445,-0.1698727517223389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,111.58000183105467,114.58000183105467,111.54000091552734,113.37000274658205,90.7053680419922,3292500,PM,0.9093234094831376,0.9309739628464586,0.7711824289713441,1.0143616235707735,-0.1050382140876359,-0.172741462106194,-0.3272997172053528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,114.12000274658205,115.27999877929688,113.93000030517578,115.16999816894533,92.14551544189452,3930600,PM,0.8896413778222787,0.9196682943776452,0.7469858699054962,1.008797349947511,-0.1191559721252322,-0.1731823817663004,-0.3423114427884594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,114.87000274658205,115.1500015258789,113.8000030517578,114.26000213623048,91.41744232177734,3374000,PM,0.901627797143896,0.9351251311625756,0.7475738939885082,1.0091988628593096,-0.1075710657154136,-0.1661070765801308,-0.3405231562044855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,114.66000366210938,114.75,113.5,114.52999877929688,91.63345336914062,3100400,PM,0.9037809164919596,0.9265714062101912,0.7352936327804319,1.0112728774332036,-0.107491960941244,-0.1721135196131614,-0.3407414681846975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
