,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-47000000.0,-31000000.0,-63000000.0,-111000000.0
Change To Liabilities,406000000.0,451000000.0,-51000000.0,425000000.0
Total Cashflows From Investing Activities,-1154000000.0,-1811000000.0,-998000000.0,-3083000000.0
Net Borrowings,-356000000.0,-543000000.0,-2229000000.0,4172000000.0
Total Cash From Financing Activities,-8496000000.0,-8061000000.0,-9651000000.0,-2769000000.0
Change To Operating Activities,121000000.0,1108000000.0,910000000.0,-554000000.0
Net Income,8056000000.0,7185000000.0,7911000000.0,6035000000.0
Change In Cash,420000000.0,245000000.0,-1856000000.0,4145000000.0
Effect Of Exchange Rate,258000000.0,27000000.0,-685000000.0,1085000000.0
Total Cash From Operating Activities,9812000000.0,10090000000.0,9478000000.0,8912000000.0
Depreciation,981000000.0,964000000.0,989000000.0,875000000.0
Other Cashflows From Investing Activities,-505000000.0,418000000.0,501000000.0,-1424000000.0
Dividends Paid,-7364000000.0,-7161000000.0,-6885000000.0,-6520000000.0
Change To Inventory,-165000000.0,-548000000.0,-613000000.0,730000000.0
Change To Account Receivables,26000000.0,-331000000.0,53000000.0,-92000000.0
Other Cashflows From Financing Activities,-776000000.0,-357000000.0,-537000000.0,-421000000.0
Change To Netincome,647000000.0,1186000000.0,414000000.0,123000000.0
Capital Expenditures,-602000000.0,-852000000.0,-1436000000.0,-1548000000.0
