,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,2274000000.0,2167000000.0,2075000000.0,1964000000.0
Capital Surplus,865000000.0,150000000.0,,
Total Liab,61739000000.0,54574000000.0,46979000000.0,44550000000.0
Total Stockholder Equity,657000000.0,3267000000.0,3021000000.0,994000000.0
Minority Interest,12000000.0,16000000.0,16000000.0,30000000.0
Other Current Liab,1578000000.0,1407000000.0,1296000000.0,844000000.0
Total Assets,62408000000.0,57857000000.0,50016000000.0,45574000000.0
Common Stock,9000000.0,9000000.0,9000000.0,9000000.0
Other Current Assets,2249000000.0,1025000000.0,621000000.0,728000000.0
Retained Earnings,6896000000.0,9105000000.0,8006000000.0,5852000000.0
Other Liab,20139000000.0,14938000000.0,12920000000.0,11358000000.0
Good Will,3367000000.0,3813000000.0,3811000000.0,3872000000.0
Treasury Stock,-7113000000.0,-5997000000.0,-4994000000.0,-4867000000.0
Other Assets,1195000000.0,1403000000.0,1291000000.0,1817000000.0
Cash,5910000000.0,5238000000.0,4225000000.0,3320000000.0
Total Current Liabilities,17016000000.0,15413000000.0,14087000000.0,12886000000.0
Deferred Long Term Asset Charges,527000000.0,330000000.0,141000000.0,266000000.0
Short Long Term Debt,2553000000.0,5000000.0,3000000.0,808000000.0
Other Stockholder Equity,-7093000000.0,-5971000000.0,-4962000000.0,-4830000000.0
Property Plant Equipment,35327000000.0,33338000000.0,26576000000.0,22118000000.0
Total Current Assets,20216000000.0,17103000000.0,16210000000.0,15718000000.0
Long Term Investments,29000000.0,33000000.0,53000000.0,85000000.0
Net Tangible Assets,-4984000000.0,-2713000000.0,-2865000000.0,-4842000000.0
Short Term Investments,406000000.0,503000000.0,810000000.0,749000000.0
Net Receivables,11029000000.0,9824000000.0,10132000000.0,10516000000.0
Long Term Debt,21758000000.0,21515000000.0,19578000000.0,20306000000.0
Inventory,620000000.0,511000000.0,421000000.0,404000000.0
Accounts Payable,6455000000.0,5555000000.0,5188000000.0,3934000000.0
