,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,17000000.0,56000000.0,-1000000.0,-3000000.0
Change To Liabilities,317000000.0,-261000000.0,1354000000.0,167000000.0
Total Cashflows From Investing Activities,32000000.0,-766000000.0,-2177000000.0,-1163000000.0
Net Borrowings,-1270000000.0,-831000000.0,-1184000000.0,-1385000000.0
Total Cash From Financing Activities,-2093000000.0,-1945000000.0,-1961000000.0,-2157000000.0
Change To Operating Activities,-373000000.0,742000000.0,-102000000.0,530000000.0
Issuance Of Stock,63000000.0,78000000.0,71000000.0,90000000.0
Net Income,2676000000.0,4792000000.0,-3347000000.0,1957000000.0
Change In Cash,1877000000.0,1821000000.0,-2930000000.0,26000000.0
Effect Of Exchange Rate,15000000.0,1000000.0,32000000.0,10000000.0
Total Cash From Operating Activities,3923000000.0,4531000000.0,1176000000.0,3336000000.0
Depreciation,739000000.0,722000000.0,712000000.0,677000000.0
Other Cashflows From Investing Activities,-5000000.0,-6000000.0,-26000000.0,-9000000.0
Dividends Paid,-860000000.0,-858000000.0,-846000000.0,-845000000.0
Change To Account Receivables,4000000.0,435000000.0,-1914000000.0,247000000.0
Other Cashflows From Financing Activities,-26000000.0,-334000000.0,-2000000.0,-17000000.0
Change To Netincome,560000000.0,-1899000000.0,4473000000.0,-242000000.0
Capital Expenditures,-836000000.0,-834000000.0,-2193000000.0,-1154000000.0
